family,param,P,cfg,n_near,n_far,e_2b,e_near,e_diag,e_far,lin_2b,lin_near,lin_diag,ang_2b,ang_near,ang_diag
grown,0.1,16,8357,100,20,14.375,3.5986,2.6539,0.022374,13.877,3.3436,2.7196,17.399,5.0043,2.1522
grown,0.1,16,7576,108,12,30.843,7.1968,3.126,0.032489,33.347,6.9134,3.4894,21.431,8.0022,1.554
grown,0.1,16,8222,81,39,7.7943,2.1309,1.0579,0.01026,7.2734,1.7897,1.0241,12.579,4.5991,1.4125
grown,0.1,16,7772,82,38,10.301,2.7497,2.0765,0.018615,9.6534,2.4291,2.0744,15.435,4.9536,2.0975
grown,0.1,16,7638,94,26,28.298,6.6861,3.7857,0.043866,35.144,7.0017,5.0457,17.922,6.3193,1.4296
grown,0.1,24,8515,155,121,22.936,8.0358,5.1319,0.026244,26.668,8.5853,6.0745,14.161,6.965,2.7854
grown,0.1,24,8706,172,104,20.726,6.054,5.2833,0.030974,21.569,5.9617,5.7669,17.414,6.3702,2.9974
grown,0.1,24,9152,129,147,11.605,3.7762,2.774,0.018631,11.176,3.5185,2.954,13.406,4.787,1.7169
grown,0.1,24,8998,180,96,16.217,4.2153,2.9956,0.015581,15.233,3.9154,3.0343,24.923,6.78,2.5053
grown,0.1,24,8514,171,105,23.97,6.3287,4.7979,0.02933,25.391,6.3437,5.2004,17.957,6.2744,2.9245
grown,0.1,24,8834,188,88,15.903,5.1599,4.9658,0.020886,15.695,4.9835,5.2,17.3,6.2654,2.8018
grown,0.1,32,9407,246,250,14.689,4.8903,4.366,0.014433,14.049,4.6427,4.3383,23.863,8.3263,4.8673
grown,0.1,32,9460,298,198,23.091,5.7845,4.9956,0.022968,22.679,5.5336,5.2418,25.29,7.0333,3.2787
grown,0.1,32,9453,218,278,11.17,3.4871,2.9009,0.015947,10.462,3.1417,2.8532,17.493,6.2656,3.415
grown,0.1,32,9311,265,231,28.307,5.6239,4.217,0.026228,29.974,5.8526,4.6417,21.518,4.7421,2.1638
grown,0.1,32,9611,203,293,18.647,7.5241,5.8896,0.035561,20.001,7.9057,6.6769,14.833,6.4991,3.2454
grown,0.1,32,9440,246,250,16.471,5.0604,4.6303,0.021222,16.309,4.8884,4.7068,17.819,6.365,3.9014
grown,0.2,8,15622,26,2,9.6122,3.0389,2.0284,0.0057707,9.4866,3.0746,2.1584,10.303,2.8253,0.99714
grown,0.2,8,15623,25,3,6.3975,1.6153,0.78058,0.0056008,6.2362,1.6047,0.74326,6.8955,1.6491,0.89108
grown,0.2,8,16081,21,7,6.9069,1.2016,1.0479,0.0044209,6.6264,1.1742,1.0417,7.7478,1.2868,1.0676
grown,0.2,8,15726,26,2,10.014,2.0486,0.9928,0.0071267,11.791,2.2672,1.1757,7.1197,1.7292,0.69148
grown,0.2,8,17176,25,3,13.689,1.7991,0.75207,0.0089005,18.757,2.2835,0.83803,6.5949,1.2274,0.66782
grown,0.2,8,17546,24,4,8.4107,2.199,1.7694,0.0040735,8.1992,2.1242,1.8534,9.2852,2.5022,1.3384
grown,0.2,12,12811,50,16,11.607,3.1758,2.0251,0.00456,11.776,3.4889,2.273,11.124,2.0719,1.0689
grown,0.2,12,12286,58,8,9.9993,2.0921,1.5944,0.0031643,8.7806,2.0251,1.5906,17.475,2.6171,1.6275
grown,0.2,12,12267,50,16,11.163,3.7873,3.4191,0.0051391,11.996,4.2043,3.9686,8.9796,2.5956,1.557
grown,0.2,12,12375,53,13,6.9378,1.9295,1.3999,0.0027012,6.6608,1.8695,1.3404,9.3196,2.4625,1.9066
grown,0.2,12,12991,52,14,11.266,3.2765,2.7312,0.0050778,12.085,3.4501,2.9811,7.5761,2.5478,1.5074
grown,0.2,12,11802,38,28,7.8428,1.9515,1.6968,0.0040167,8.0927,1.7813,1.7167,6.495,2.6253,1.5968
grown,0.2,16,13910,76,44,16.65,3.0606,2.2414,0.0065046,19.379,3.2785,2.5046,9.7785,2.6106,1.6481
grown,0.2,16,13453,97,23,12.405,2.7556,1.8693,0.003726,12.65,2.7768,1.964,11.204,2.6553,1.3473
grown,0.2,16,13822,91,29,8.1703,1.8953,1.0823,0.0032951,7.8949,1.8371,1.0962,9.5334,2.1856,1.0031
grown,0.2,16,13370,76,44,9.8231,3.2047,2.4574,0.0067226,11.231,3.6876,2.852,6.7764,2.1422,1.5692
grown,0.2,16,14253,102,18,8.6048,2.4048,1.6787,0.0047856,7.6696,2.2522,1.6544,14.538,3.4918,1.8839
grown,0.2,16,13812,67,53,12.311,4.2357,3.3904,0.0078577,14.067,4.9144,3.9671,7.3366,2.1997,1.5949
grown,0.2,24,14524,179,97,14.519,4.0109,3.1924,0.007448,15.883,3.9777,3.6356,10.159,4.0956,1.5297
grown,0.2,24,14799,155,121,14.954,5.2394,3.9134,0.0059967,16.171,6.0117,4.5956,12.135,3.1535,1.9028
grown,0.2,24,14908,150,126,10.554,4.0369,3.4341,0.0040312,10.01,4.2262,3.6766,12.937,2.9075,1.7748
grown,0.2,24,14466,161,115,13.68,3.2452,2.2374,0.0055757,14.216,3.3503,2.3903,11.383,2.8034,1.5088
grown,0.2,24,14953,179,97,19.215,5.943,4.3561,0.0077884,26.435,8.1677,6.239,9.7681,3.0403,1.5504
grown,0.2,24,15079,155,121,11.919,3.2999,2.5771,0.0042811,11.693,3.1324,2.6238,13.584,4.4134,2.1695
grown,0.2,32,15376,215,281,20.064,6.0137,4.8287,0.0064746,22.161,6.807,5.5818,13.993,3.524,2.2385
grown,0.2,32,15145,195,301,12.126,2.9909,2.6417,0.0038477,12.255,2.968,2.7058,11.234,3.1384,2.169
grown,0.2,32,15474,265,231,11.487,3.5652,3.1346,0.0037066,11.162,3.4801,3.2142,13.958,4.2224,2.3464
grown,0.2,32,15282,257,239,17.299,5.8021,5.0357,0.0080472,19.824,6.6525,6.1494,11.788,3.9439,2.0145
grown,0.2,32,15594,249,247,16.447,4.2645,3.8625,0.0057404,17.489,4.475,4.1846,11.368,3.291,2.1357
grown,0.2,32,15435,278,218,14.247,4.1497,3.5765,0.004643,13.746,4.1979,3.7027,16.768,3.8699,2.7697
grown,0.3,8,23028,22,6,9.6813,2.6749,1.7619,0.0024691,15.678,3.7414,2.6877,2.9575,1.8251,0.89569
grown,0.3,8,22070,27,1,8.7027,1.7505,0.70409,0.0021558,8.9067,1.7909,0.81628,8.2689,1.6647,0.38252
grown,0.3,8,23172,27,1,7.0696,1.5703,0.68297,0.001336,7.8294,1.477,0.7342,5.0678,1.754,0.55734
grown,0.3,8,22986,24,4,5.4595,1.0255,0.7929,0.00081656,5.2829,1.0146,0.8005,6.9907,1.1293,0.71198
grown,0.3,8,22342,24,4,7.7645,1.9502,1.4947,0.0019618,9.0335,2.4482,1.8611,5.4664,0.82377,0.69327
grown,0.3,8,23418,23,5,7.4829,1.8469,1.4732,0.0015904,9.1893,2.5524,2.0779,5.5253,0.79557,0.49826
grown,0.3,12,18927,39,27,5.859,1.5837,1.316,0.00099618,6.1654,1.5607,1.3393,4.3585,1.6762,1.2145
grown,0.3,12,18599,59,7,7.8814,1.7011,0.96263,0.002096,9.2846,2.0851,1.2453,5.8577,1.1025,0.45422
grown,0.3,12,18947,50,16,11.267,3.2146,2.3987,0.0019016,12.535,3.7992,2.8628,8.2093,1.4958,0.96531
grown,0.3,12,19056,55,11,5.8928,1.5334,1.0351,0.0012562,5.9916,1.6062,1.1109,5.5339,1.2461,0.70924
grown,0.3,12,18409,49,17,8.6294,1.7508,1.0712,0.0016,8.4077,1.5657,1.0679,9.6495,2.4686,1.0875
grown,0.3,12,18864,42,24,6.5903,2.9018,2.5301,0.0014977,7.1691,3.094,2.7766,4.7359,2.3197,1.7177
grown,0.3,16,20067,82,38,7.6602,1.9353,1.874,0.0010546,7.7154,2.0201,1.9924,7.3616,1.4039,1.0454
grown,0.3,16,19957,101,19,10.378,2.0186,1.224,0.0021495,11.082,2.0839,1.3242,8.5884,1.8634,0.96089
grown,0.3,16,19411,82,38,11.779,2.4301,1.7233,0.0012516,12.854,2.6872,1.8985,7.6796,1.3932,1.0291
grown,0.3,16,20068,76,44,9.4028,2.9147,2.6995,0.002502,10.326,3.2819,3.1311,7.2462,2.0025,1.525
grown,0.3,16,20218,90,30,9.3021,2.2861,2.1621,0.0016423,10.462,2.5422,2.5198,6.7105,1.7284,1.282
grown,0.3,16,20111,84,36,9.2998,2.8961,1.9897,0.0017572,9.5919,3.116,2.2242,8.3186,2.0602,0.92847
grown,0.3,24,20731,162,114,11.62,2.5325,1.7168,0.0014967,12.298,2.5813,1.7953,9.1107,2.3689,1.4359
grown,0.3,24,20353,118,158,8.5692,2.5098,1.9193,0.0016498,9.1948,2.6155,2.1367,6.9965,2.2594,1.3193
grown,0.3,24,20700,150,126,10.434,2.3965,2.323,0.0011813,10.514,2.5104,2.4871,10.093,1.8423,1.4418
grown,0.3,24,20736,153,123,9.8668,2.311,1.9164,0.0015221,10.458,2.4114,2.0774,7.4955,1.9279,1.2129
grown,0.3,24,20342,152,124,12.827,3.6838,3.2139,0.0023626,14.784,4.2326,3.7779,7.9487,2.3289,1.713
grown,0.3,24,20915,127,149,10.183,3.4167,3.0322,0.0016159,11.22,3.8896,3.437,7.2914,1.9522,1.7984
grown,0.3,32,21458,201,295,11.25,3.0086,2.7383,0.0020115,12.622,3.3942,3.1474,7.5728,1.9581,1.5524
grown,0.3,32,21284,204,292,8.0041,2.8512,2.4539,0.0010631,8.0041,2.9951,2.5748,8.0043,1.9495,1.7008
grown,0.3,32,21072,255,241,12.102,3.5842,3.4057,0.0014918,12.115,3.7485,3.6126,12.027,2.4458,1.8235
grown,0.3,32,21014,224,272,10.942,3.4183,2.7784,0.0017117,11.386,3.6565,2.9918,8.8361,2.1424,1.5922
grown,0.3,32,21087,211,285,11.116,3.591,3.2531,0.0013704,10.691,3.6859,3.3748,13.452,2.9349,2.3623
grown,0.3,32,21192,196,300,7.2711,2.1548,2.0353,0.0012325,7.254,2.2259,2.1426,7.3526,1.7754,1.4126
grown,0.5,8,28968,28,0,4.7416,0.59925,0.00027759,0.00027759,5.0462,0.58707,0.00020865,3.7866,0.63133,0.00041067
grown,0.5,8,27621,25,3,4.0619,0.88082,0.82587,0.000276,4.7598,0.98853,1.0315,3.07,0.73792,0.49326
grown,0.5,8,27489,24,4,5.3205,1.7253,1.4259,0.00038232,6.0488,2.0187,1.6519,3.4982,0.91917,0.82661
grown,0.5,8,27398,26,2,4.5403,0.71439,0.34454,0.00029999,5.6446,0.83959,0.358,2.2739,0.49316,0.32515
grown,0.5,8,29141,16,12,5.6158,2.1717,1.9131,0.00049281,6.7936,3.0089,2.6502,4.3064,0.92815,0.8185
grown,0.5,8,27588,24,4,6.1194,1.4557,1.2386,0.00043529,6.9752,1.7132,1.5262,4.3679,0.88401,0.48021
grown,0.5,12,24986,50,16,3.9266,1.191,1.1297,0.00015992,3.9886,1.1946,1.1327,3.4482,1.1652,1.1075
grown,0.5,12,24153,35,31,4.1186,1.0391,0.91543,0.00027009,4.9775,1.205,1.0605,2.2226,0.71189,0.63004
grown,0.5,12,24478,60,6,7.1827,0.91517,0.94877,0.00031614,7.3096,0.98522,1.0656,6.7788,0.65524,0.4225
grown,0.5,12,25047,49,17,5.615,1.8003,1.3515,0.0003828,6.8552,2.3165,1.7469,3.3588,0.67765,0.47208
grown,0.5,12,24895,43,23,4.2705,0.92038,0.80646,0.00022683,4.1378,0.90324,0.78353,5.0738,1.0283,0.94635
grown,0.5,12,24476,52,14,5.3744,1.0387,0.8538,0.00026695,5.2644,0.9978,0.85985,5.8526,1.2087,0.82547
grown,0.5,16,25151,74,46,9.2715,2.2452,1.9121,0.00043692,12.104,2.8595,2.4595,3.3549,1.0828,0.83922
grown,0.5,16,25486,66,54,6.4431,1.8762,1.8635,0.00029479,7.0072,1.942,1.932,3.9702,1.6333,1.6092
grown,0.5,16,25285,69,51,4.5869,1.4363,1.2465,0.00027383,4.8574,1.5847,1.379,3.6717,0.8584,0.72438
grown,0.5,16,25262,53,67,4.9977,1.3814,1.2192,0.00031985,5.7798,1.591,1.4457,3.1748,0.8984,0.64801
grown,0.5,16,25125,60,60,3.8336,1.3699,1.3649,0.00016494,3.6963,1.4043,1.3981,4.8598,1.0256,1.0351
grown,0.5,16,25399,73,47,5.2365,1.97,1.8516,0.0002969,5.0299,2.1411,2.0215,6.0256,0.96593,0.81835
grown,0.5,24,26712,141,135,6.5154,2.182,2.0033,0.0002486,7.0284,2.5115,2.3071,4.9647,0.89353,0.81069
grown,0.5,24,26710,126,150,8.4081,2.2437,1.8626,0.00041387,9.2884,2.6215,2.2047,6.6226,1.3666,1.0356
grown,0.5,24,26491,135,141,6.1901,2.6305,2.3339,0.00037702,6.8642,3.0808,2.7562,4.7106,1.4853,1.2277
grown,0.5,24,26799,125,151,4.8511,1.6218,1.5859,0.0002174,4.7232,1.6468,1.6298,5.5141,1.4736,1.3128
grown,0.5,24,26395,100,176,8.0918,2.2055,2.1675,0.00034398,8.6782,2.3676,2.3408,5.8751,1.5909,1.4966
grown,0.5,24,26606,127,149,5.5162,1.7758,1.7997,0.00033014,5.5002,1.8767,1.9233,5.5783,1.3078,1.1993
grown,0.5,32,27388,187,309,7.0828,2.376,2.1381,0.00023685,7.5141,2.5601,2.303,5.1756,1.5066,1.3608
grown,0.5,32,27280,201,295,8.7152,2.4661,2.3585,0.00039129,9.6008,2.7873,2.6843,5.5693,1.1864,1.0057
grown,0.5,32,27269,214,282,8.9733,2.8007,2.7234,0.00036538,10.647,3.3692,3.3269,4.8954,1.3435,1.0629
grown,0.5,32,27149,192,304,7.7505,2.231,2.1199,0.00033898,8.0218,2.3395,2.2516,6.4189,1.6703,1.398
grown,0.5,32,27320,197,299,7.7808,2.1402,2.0096,0.00025612,8.295,2.2799,2.1729,5.3835,1.4914,1.1962
grown,0.5,32,27020,209,287,9.944,3.3198,3.1535,0.00033538,11.15,3.8696,3.6737,6.7196,1.6346,1.5634
grown,1,8,35148,19,9,1.753,0.59234,0.52412,3.7916e-05,1.8628,0.63277,0.54171,1.4444,0.47734,0.47764
grown,1,8,33608,15,13,1.916,0.44618,0.43375,2.7406e-05,2.261,0.48019,0.4554,0.82351,0.36555,0.38489
grown,1,8,33493,19,9,2.988,0.76968,0.72131,4.8675e-05,4.1218,1.0284,0.96405,1.1178,0.3864,0.36135
grown,1,8,33414,20,8,1.7926,0.5713,0.50549,3.1626e-05,2.0537,0.64826,0.57001,0.92978,0.32696,0.30537
grown,1,8,33757,17,11,1.3602,0.51983,0.47927,3.2643e-05,1.4579,0.58491,0.53049,1.1253,0.34313,0.34642
grown,1,8,34380,16,12,1.499,0.59372,0.54374,3.8828e-05,1.5625,0.58724,0.52903,1.2352,0.61716,0.5951
grown,1,12,30938,35,31,2.4537,0.83497,0.80883,4.0496e-05,2.7337,0.98443,0.95222,1.7713,0.39687,0.39121
grown,1,12,29448,30,36,2.0725,0.66358,0.59837,4.2967e-05,2.5457,0.81284,0.72225,1.0431,0.34199,0.34344
grown,1,12,30553,41,25,2.6132,0.63719,0.62869,4.1293e-05,2.7694,0.7134,0.70982,2.1816,0.39062,0.35757
grown,1,12,30035,28,38,1.5971,0.63145,0.6098,3.0781e-05,1.914,0.7816,0.7545,0.85165,0.22506,0.2191
grown,1,12,29621,37,29,2.729,0.75032,0.65233,4.0778e-05,3.0546,0.8935,0.77355,2.0526,0.3985,0.35878
grown,1,12,30420,32,34,2.6077,0.77445,0.73199,3.5084e-05,2.9506,0.89692,0.84304,1.3421,0.25091,0.2777
grown,1,16,31254,49,71,2.5006,1.3189,1.384,5.7275e-05,3.4196,1.8869,1.9998,1.3755,0.52947,0.49543
grown,1,16,31449,55,65,3.0753,0.75902,0.72624,5.4416e-05,3.6274,0.90295,0.86152,1.784,0.41293,0.40403
grown,1,16,31169,50,70,2.1384,0.62558,0.60466,3.0982e-05,2.1884,0.64638,0.62258,1.8368,0.49453,0.49362
grown,1,16,31171,56,64,2.9121,1.2965,1.244,5.3497e-05,3.2265,1.532,1.4695,2.1797,0.62782,0.6046
grown,1,16,31263,53,67,3.9556,1.4818,1.309,4.5434e-05,5.0207,2.0367,1.7953,2.3684,0.38239,0.35899
grown,1,16,31950,58,62,3.3607,1.2268,1.1588,4.9426e-05,3.9764,1.5316,1.442,2.0765,0.45343,0.4518
grown,1,24,32653,98,178,4.042,1.3924,1.2872,4.0642e-05,4.4951,1.5526,1.4289,2.2498,0.75082,0.73112
grown,1,24,32404,87,189,2.648,1.0076,0.97708,3.8064e-05,2.7393,1.0913,1.0576,2.265,0.58605,0.57268
grown,1,24,32645,76,200,2.6436,0.9777,0.98311,3.9497e-05,2.9087,1.057,1.0664,1.377,0.6307,0.61339
grown,1,24,32375,79,197,2.0967,1.0125,0.98131,3.2317e-05,2.1142,1.0707,1.0357,2.004,0.63295,0.63038
grown,1,24,32514,82,194,2.3385,1.033,1.0418,2.9921e-05,2.4749,1.1128,1.1257,1.719,0.64099,0.62315
grown,1,24,32754,86,190,3.7726,1.5949,1.6281,5.2244e-05,4.7919,2.063,2.1121,1.7451,0.59157,0.57571
grown,1,32,32986,157,339,3.87,1.2541,1.2404,4.8649e-05,4.7011,1.5266,1.508,1.8589,0.58933,0.59098
grown,1,32,33108,126,370,3.777,1.4721,1.3778,5.8723e-05,4.1374,1.6759,1.5607,2.6313,0.71797,0.71725
grown,1,32,33170,143,353,3.8372,2.0764,2.0937,5.2253e-05,4.3606,2.5244,2.5477,2.5716,0.645,0.63372
grown,1,32,33198,133,363,2.3523,1.4245,1.4658,3.7013e-05,2.5244,1.5524,1.6013,1.442,0.67951,0.66183
grown,1,32,33118,129,367,3.2855,1.3874,1.3671,4.5583e-05,3.6818,1.595,1.5715,2.0683,0.68093,0.67139
grown,1,32,33199,137,359,2.4976,1.1954,1.1963,4.3036e-05,2.5624,1.2772,1.2801,2.1555,0.66875,0.65126
lattice,0.05,32,35435,70,426,1.5459,1.1522,1.0499,1.4394e-05,1.9631,1.4809,1.3448,0.56062,0.31714,0.31742
lattice,0.05,32,37364,85,411,1.3928,1.0782,0.99927,2.116e-05,1.5724,1.2487,1.1531,0.76409,0.39084,0.39443
lattice,0.05,32,37480,103,393,1.386,0.8824,0.7905,1.4399e-05,1.5685,1.0123,0.90037,0.73629,0.38629,0.38719
lattice,0.05,32,35385,79,417,1.5681,1.3516,1.3296,1.5467e-05,1.8508,1.6217,1.5949,0.67453,0.40186,0.39921
lattice,0.05,32,37402,86,410,2.1419,1.5767,1.4418,2.1234e-05,2.5147,1.8696,1.7058,0.82396,0.46222,0.4564
lattice,0.05,32,37302,102,394,1.8597,1.2626,1.1991,2.3532e-05,2.1226,1.462,1.3856,0.89462,0.46288,0.46238
lattice,0.05,64,35585,161,1855,1.6976,1.3663,1.268,1.1531e-05,1.9461,1.5724,1.4558,0.61184,0.43613,0.43757
lattice,0.05,64,36550,200,1816,1.7911,1.3342,1.1948,1.2078e-05,1.9902,1.4918,1.3325,0.69087,0.40591,0.40717
lattice,0.05,64,37545,210,1806,2.0302,1.5206,1.432,1.6359e-05,2.2748,1.7196,1.6168,0.88214,0.51446,0.5112
lattice,0.05,64,36588,192,1824,2.1787,1.5521,1.3873,1.4265e-05,2.4103,1.7293,1.5422,0.87112,0.47647,0.472
lattice,0.05,64,36604,197,1819,1.5456,1.377,1.2936,1.4584e-05,1.8147,1.6411,1.5396,0.61128,0.34573,0.34743
lattice,0.05,64,36605,202,1814,1.3499,1.1382,1.1569,1.0057e-05,1.4254,1.2155,1.2358,0.73803,0.43366,0.4335
lattice,0.1,32,37895,179,317,3.4472,1.285,1.2499,6.722e-05,3.4402,1.3209,1.2816,3.4989,0.97862,0.98355
lattice,0.1,32,38106,172,324,3.2765,1.4205,1.3207,7.2845e-05,3.3075,1.4572,1.3459,3.0496,1.1293,1.1276
lattice,0.1,32,36983,177,319,3.3638,1.7295,1.6697,3.1819e-05,3.5451,1.8948,1.8285,2.3707,0.51776,0.51338
lattice,0.1,32,37995,167,329,3.1779,1.5586,1.4224,5.9596e-05,3.4055,1.7061,1.5509,2.0534,0.73328,0.72285
lattice,0.1,32,37118,173,323,2.9671,1.6098,1.5288,2.7818e-05,3.1114,1.7271,1.6386,1.966,0.62314,0.61622
lattice,0.1,32,37935,175,321,4.5884,1.8108,1.725,0.00014137,5.1876,2.1199,2.013,2.7186,0.66766,0.68205
lattice,0.1,64,36240,417,1599,3.6184,1.6654,1.682,2.5585e-05,3.7237,1.7481,1.7661,2.7245,0.8381,0.83729
lattice,0.1,64,37190,420,1596,5.3204,2.7403,2.6181,3.9356e-05,5.9844,3.156,3.0123,2.7371,0.84426,0.83669
lattice,0.1,64,37198,414,1602,4.0449,2.064,2.0782,3.3167e-05,4.3231,2.264,2.2801,2.5355,0.75203,0.75124
lattice,0.1,64,38197,413,1603,5.8895,2.5877,2.4541,0.00098465,6.849,3.1047,2.9393,3.2702,0.95928,0.94106
lattice,0.1,64,38171,411,1605,4.5222,2.2803,2.2277,0.00018099,4.7524,2.441,2.3821,3.0766,1.1386,1.1405
lattice,0.1,64,37204,415,1601,5.3152,2.6004,2.4583,3.7891e-05,6.2122,3.0627,2.8899,2.0498,0.82045,0.82159
lattice,0.15,32,35852,211,285,6.3752,2.3301,2.1942,6.9557e-05,6.7022,2.5384,2.39,4.6273,0.93194,0.88063
lattice,0.15,32,37756,213,283,4.3993,1.7511,1.7887,0.00039645,4.3706,1.8277,1.867,4.6109,0.99525,1.0156
lattice,0.15,32,36676,219,277,6.6515,2.5945,2.5697,0.00011429,7.4886,2.9807,2.9531,3.4601,0.92821,0.91143
lattice,0.15,32,35661,211,285,4.3776,1.9251,1.8285,7.5907e-05,4.7755,2.16,2.0503,2.7716,0.8255,0.79383
lattice,0.15,32,35737,213,283,5.0679,2.0882,2.1327,6.5159e-05,5.3756,2.3058,2.3554,3.5899,0.74341,0.75377
lattice,0.15,32,35814,208,288,5.4519,2.4883,2.4787,7.6425e-05,5.9713,2.8201,2.8113,3.345,0.83089,0.80438
lattice,0.15,64,35904,509,1507,9.4576,3.6796,3.5833,9.8745e-05,10.924,4.3808,4.2622,5.1745,1.2996,1.2939
lattice,0.15,64,37875,511,1505,5.4372,2.3769,2.368,0.0021273,5.3811,2.3975,2.3918,6.1787,2.0609,1.9986
lattice,0.15,64,37831,516,1500,10.721,4.0715,3.9323,0.0097566,12.104,4.7151,4.5511,6.0419,1.5884,1.5547
lattice,0.15,64,35953,509,1507,7.8444,3.3594,3.2173,9.0998e-05,8.8627,3.9034,3.7337,4.3184,1.1521,1.1413
lattice,0.15,64,37847,514,1502,6.7876,2.6896,2.6562,0.0033801,6.8054,2.7728,2.7414,6.6303,1.8128,1.7498
lattice,0.15,64,36866,512,1504,7.7206,3.6422,3.642,0.00010609,8.3846,4.0702,4.0732,4.7258,1.3271,1.2917
