family,param,P,cfg,n_near,n_far,e_2b,e_near,e_diag,e_far,lin_2b,lin_near,lin_diag,ang_2b,ang_near,ang_diag
grown,0.1,12,6061,61,5,10.756,2.7565,1.0383,0.030173,11.349,2.7863,1.2007,9.0933,2.6799,0.40332
grown,0.1,12,7145,61,5,8.4999,3.3008,1.742,0.015036,8.2958,3.2872,1.8354,9.6646,3.3835,0.98669
grown,0.1,16,7690,105,15,23.742,5.4039,2.6614,0.038015,28.783,5.6855,3.4382,14.514,5.004,0.8752
grown,0.1,16,8357,119,1,14.34,2.3464,0.14222,0.022618,13.837,1.8137,0.11834,17.396,4.544,0.2505
grown,0.1,16,7576,118,2,30.857,6.5114,1.5634,0.033256,33.364,5.9536,1.7657,21.431,7.9799,0.61812
grown,0.1,16,8222,103,17,7.8257,1.9457,0.77544,0.010504,7.3092,1.5707,0.7433,12.583,4.4904,1.0988
grown,0.1,16,7772,104,16,10.297,2.2932,0.85085,0.018838,9.6481,1.8752,0.84305,15.436,4.8036,0.92678
grown,0.1,16,7638,118,2,28.334,5.4484,0.83184,0.043895,35.199,4.7746,1.1017,17.924,6.1067,0.34037
grown,0.1,24,8515,233,43,23.052,7.1462,3.3074,0.024574,26.823,7.5189,3.9876,14.164,6.4386,1.4873
grown,0.1,24,8706,241,35,20.655,4.0264,2.2421,0.031461,21.482,3.462,2.4349,17.414,5.5842,1.3542
grown,0.1,24,9152,189,87,11.648,3.1815,1.421,0.019187,11.229,2.8476,1.5197,13.411,4.4035,0.82616
grown,0.1,24,8998,230,46,16.227,3.8267,2.0739,0.015751,15.243,3.5027,2.1282,24.924,6.489,1.2876
grown,0.1,24,8514,228,48,24.166,5.0327,3.2665,0.030167,25.627,4.9503,3.6235,17.962,5.3182,1.3517
grown,0.1,24,8834,256,20,15.88,3.3285,2.0853,0.021164,15.668,2.9154,2.1947,17.302,5.4117,1.0225
grown,0.1,32,9407,343,153,14.67,3.6313,2.777,0.015128,14.028,3.3453,2.7583,23.868,7.1823,3.1151
grown,0.1,32,9460,431,65,23.05,3.8526,2.1069,0.023614,22.629,3.2674,2.1767,25.293,6.1913,1.6594
grown,0.1,32,9453,345,151,11.176,2.6854,1.574,0.015957,10.469,2.2939,1.5404,17.495,5.503,1.927
grown,0.1,32,9311,381,115,28.298,4.7539,2.3967,0.026837,29.963,4.8657,2.6559,21.518,4.3423,1.0884
grown,0.1,32,9611,304,192,18.629,5.2839,3.7722,0.034973,19.974,5.1845,4.367,14.841,5.5191,1.5526
grown,0.1,32,9440,370,126,16.537,4.1233,3.0308,0.021068,16.384,3.8862,3.0837,17.822,5.7921,2.5238
grown,0.2,8,15622,28,0,9.5987,1.7447,0.0057291,0.0057291,9.4708,1.5372,0.003936,10.302,2.636,0.011497
grown,0.2,8,15623,28,0,6.4177,1.4412,0.0055876,0.0055876,6.2634,1.3998,0.0052008,6.895,1.568,0.0066915
grown,0.2,8,16081,27,1,6.9127,0.84089,0.23689,0.0043881,6.634,0.81346,0.25973,7.7485,0.9243,0.13899
grown,0.2,8,15726,28,0,10.011,1.6147,0.007119,0.007119,11.786,1.6528,0.0074866,7.1202,1.5647,0.0066188
grown,0.2,8,17176,28,0,13.646,1.4998,0.0088811,0.0088811,18.689,1.9089,0.0074343,6.5967,1.0144,0.0099765
grown,0.2,8,17546,27,1,8.3787,1.3156,0.49796,0.00408,8.1593,1.0785,0.53512,9.284,2.0572,0.28077
grown,0.2,12,12811,62,4,11.587,2.9001,1.3001,0.0045289,11.749,3.1914,1.4631,11.123,1.8665,0.66299
grown,0.2,12,12286,66,0,9.9929,1.4925,0.0031623,0.0031623,8.7724,1.3991,0.001987,17.475,2.1571,0.0080194
grown,0.2,12,12267,63,3,11.134,2.5508,1.8414,0.0053291,11.956,2.7103,2.1834,8.9797,2.1428,0.49805
grown,0.2,12,12375,64,2,6.9163,1.0966,0.42556,0.0027444,6.6363,1.019,0.39486,9.3191,1.7006,0.66332
grown,0.2,12,12991,64,2,11.256,1.8701,0.20022,0.0051347,12.073,1.7822,0.167,7.5781,2.1597,0.29053
grown,0.2,12,11802,50,16,7.8329,1.3535,0.86801,0.0040838,8.0807,1.1771,0.91295,6.4975,1.9996,0.60416
grown,0.2,16,13910,99,21,16.651,2.8153,2.1577,0.0063088,19.38,3.2311,2.6498,9.7791,1.8113,0.5343
grown,0.2,16,13453,119,1,12.386,1.8896,0.21882,0.0037277,12.627,1.7824,0.2109,11.203,2.3224,0.25228
grown,0.2,16,13822,111,9,8.1702,1.5975,0.51919,0.0033809,7.8949,1.5147,0.53453,9.5325,1.9892,0.4259
grown,0.2,16,13370,111,9,9.781,2.0024,0.79438,0.0067769,11.171,2.162,0.92453,6.7806,1.6958,0.49922
grown,0.2,16,14253,118,2,8.5753,1.6826,0.47962,0.0046559,7.6324,1.4514,0.49518,14.54,3.0606,0.30524
grown,0.2,16,13812,102,18,12.305,2.7185,1.906,0.0077997,14.059,3.045,2.2629,7.3371,1.8495,0.70295
grown,0.2,24,14524,257,19,14.466,2.543,0.97383,0.0074978,15.815,1.8378,1.0938,10.161,3.8057,0.55212
grown,0.2,24,14799,228,48,14.951,3.5802,2.1922,0.0061112,16.169,4.0094,2.6203,12.134,2.5009,0.80943
grown,0.2,24,14908,227,49,10.598,2.5396,1.3966,0.0040957,10.065,2.5385,1.4838,12.941,2.5449,0.83137
grown,0.2,24,14466,229,47,13.725,2.5991,1.0209,0.0055851,14.269,2.5866,1.1034,11.386,2.6468,0.60515
grown,0.2,24,14953,246,30,19.262,3.6865,1.7891,0.0077876,26.509,4.6361,2.5622,9.7708,2.6507,0.63777
grown,0.2,24,15079,230,46,11.897,2.6271,1.4836,0.0043405,11.668,2.4379,1.5207,13.586,3.813,1.1457
grown,0.2,32,15376,326,170,20.078,4.3966,3.2365,0.0066338,22.178,4.9291,3.7895,13.996,2.7813,1.185
grown,0.2,32,15145,303,193,12.047,2.1009,1.5287,0.004001,12.164,2.0341,1.5875,11.234,2.499,1.0582
grown,0.2,32,15474,392,104,11.462,2.7379,1.9722,0.0038828,11.133,2.5889,2.0414,13.959,3.7783,1.2325
grown,0.2,32,15282,385,111,17.304,4.1822,2.6503,0.0081722,19.829,4.5843,3.2559,11.795,3.3857,0.95308
grown,0.2,32,15594,373,123,16.468,3.0064,2.186,0.0058592,17.513,3.0083,2.3869,11.365,2.999,1.0521
grown,0.2,32,15435,409,87,14.251,2.7153,1.5344,0.0046069,13.749,2.6607,1.5822,16.774,3.0018,1.2351
grown,0.3,8,23028,28,0,9.762,1.5369,0.0024428,0.0024428,15.816,1.9739,0.0032477,2.9592,1.2267,0.001846
grown,0.3,8,22070,28,0,8.7103,1.6804,0.0021575,0.0021575,8.9177,1.7083,0.0018939,8.2693,1.6218,0.002616
grown,0.3,8,23172,28,0,7.0762,1.3168,0.0013348,0.0013348,7.838,1.1464,0.0011974,5.0683,1.6231,0.0015902
grown,0.3,8,22986,26,2,5.4451,0.92808,0.73353,0.00082906,5.2664,0.93847,0.76467,6.9917,0.81632,0.26294
grown,0.3,8,22342,27,1,7.7785,1.5398,0.68988,0.001993,9.0542,1.9632,0.88675,5.4658,0.50492,0.18218
grown,0.3,8,23418,27,1,7.4736,1.0515,0.3061,0.0016293,9.173,1.3751,0.4101,5.5256,0.6348,0.16439
grown,0.3,12,18927,54,12,5.8769,0.969,0.47605,0.0010035,6.1866,0.92379,0.47402,4.3578,1.138,0.48441
grown,0.3,12,18599,66,0,7.8816,1.2486,0.0020895,0.0020895,9.2848,1.409,0.0021914,5.8577,1.0329,0.0019654
grown,0.3,12,18947,65,1,11.283,1.8558,0.18203,0.0020096,12.553,2.1141,0.20619,8.2156,1.1913,0.12091
grown,0.3,12,19056,64,2,5.8963,0.96149,0.58076,0.0012548,5.9956,0.91145,0.63167,5.5354,1.1189,0.34882
grown,0.3,12,18409,60,6,8.63,1.3635,0.3955,0.0016123,8.4085,1.0718,0.42092,9.6488,2.3162,0.23236
grown,0.3,12,18864,58,8,6.5954,1.7081,1.1047,0.0015667,7.176,1.7694,1.2392,4.734,1.5348,0.62337
grown,0.3,16,20067,106,14,7.696,1.228,0.97397,0.0010987,7.7577,1.2724,1.0466,7.361,0.95963,0.4158
grown,0.3,16,19957,115,5,10.4,1.7561,0.87542,0.0021591,11.11,1.8212,1.025,8.5907,1.5998,0.35606
grown,0.3,16,19411,106,14,11.813,1.7314,0.73072,0.0012705,12.896,1.8877,0.81153,7.68,1.1377,0.39816
grown,0.3,16,20068,104,16,9.4557,2.0413,1.5113,0.002546,10.399,2.2757,1.7978,7.2458,1.4735,0.64428
grown,0.3,16,20218,112,8,9.3106,1.1481,0.4802,0.0016498,10.474,1.1006,0.55307,6.7111,1.2294,0.30705
grown,0.3,16,20111,110,10,9.2945,2.1645,1.128,0.0017786,9.5847,2.239,1.2682,8.3195,1.9123,0.46881
grown,0.3,24,20731,246,30,11.627,1.754,0.93397,0.0015115,12.306,1.688,1.0376,9.1138,1.951,0.46532
grown,0.3,24,20353,179,97,8.5301,2.1898,1.4462,0.0016547,9.1418,2.3277,1.6745,6.9965,1.8501,0.72255
grown,0.3,24,20700,199,77,10.444,1.9857,1.8542,0.0012285,10.526,2.1147,2.0246,10.093,1.3107,0.81153
grown,0.3,24,20736,215,61,9.8634,1.7086,1.1643,0.0015163,10.454,1.7019,1.2677,7.4961,1.7313,0.70387
grown,0.3,24,20342,236,40,12.876,2.1663,1.4067,0.0023447,14.849,2.368,1.68,7.9522,1.7258,0.63037
grown,0.3,24,20915,189,87,10.193,2.1944,1.7297,0.0016209,11.233,2.4718,1.9732,7.2939,1.3671,0.96985
grown,0.3,32,21458,315,181,11.221,1.9095,1.4612,0.0020014,12.583,2.0495,1.6739,7.5738,1.5729,0.8518
grown,0.3,32,21284,319,177,7.9679,1.6283,1.2265,0.0011061,7.9608,1.689,1.2834,8.0043,1.2705,0.8772
grown,0.3,32,21072,401,95,12.051,1.9741,1.3729,0.0015183,12.056,2.0047,1.4405,12.027,1.7902,0.8949
grown,0.3,32,21014,342,154,11.043,2.1316,1.3254,0.0016699,11.505,2.1771,1.3972,8.8388,1.9282,0.96656
grown,0.3,32,21087,342,154,11.031,2.2893,1.8567,0.0014156,10.588,2.3105,1.9309,13.455,2.1537,1.3065
grown,0.3,32,21192,321,175,7.2981,1.4131,1.1645,0.0012628,7.2863,1.4457,1.2349,7.3543,1.2457,0.74026
grown,0.5,8,28968,28,0,4.7416,0.59925,0.00027759,0.00027759,5.0462,0.58707,0.00020865,3.7866,0.63133,0.00041067
grown,0.5,8,27621,28,0,4.1051,0.4736,0.00027326,0.00027326,4.8284,0.52206,0.0002385,3.0706,0.41094,0.00030838
grown,0.5,8,27489,28,0,5.3406,0.69463,0.00037898,0.00037898,6.0755,0.78422,0.00030102,3.4987,0.47477,0.00049649
grown,0.5,8,27398,28,0,4.5384,0.59767,0.00030084,0.00030084,5.6422,0.72099,0.0002419,2.2728,0.36593,0.00036666
grown,0.5,8,29141,22,6,5.6831,1.9505,1.6607,0.00048391,6.9104,2.7932,2.3702,4.3082,0.50154,0.46492
grown,0.5,8,27588,28,0,6.1583,0.74899,0.00044166,0.00044166,7.029,0.81065,0.00036813,4.3705,0.6351,0.00054099
grown,0.5,12,24986,64,2,3.9032,0.52501,0.4838,0.0001583,3.9619,0.53422,0.5082,3.4518,0.45327,0.24485
grown,0.5,12,24153,52,14,4.1231,0.61719,0.47066,0.00026656,4.9831,0.71176,0.55248,2.2243,0.43302,0.30442
grown,0.5,12,24478,66,0,7.1963,0.44999,0.00031694,0.00031694,7.3273,0.47607,0.00023183,6.7788,0.35838,0.00049362
grown,0.5,12,25047,65,1,5.6052,0.87353,0.25397,0.00036036,6.841,1.0678,0.32008,3.3589,0.51897,0.12172
grown,0.5,12,24895,62,4,4.2645,0.52784,0.20891,0.00022685,4.1311,0.54272,0.22051,5.0709,0.4142,0.10079
grown,0.5,12,24476,65,1,5.3803,0.66732,0.1429,0.00026971,5.2714,0.61106,0.1514,5.8544,0.88056,0.09451
grown,0.5,16,25151,105,15,9.3458,1.3833,0.84605,0.00043656,12.207,1.7094,1.0824,3.3561,0.81836,0.39181
grown,0.5,16,25486,103,17,6.465,0.90661,0.64115,0.00028137,7.0339,0.94164,0.6926,3.9667,0.77603,0.42215
grown,0.5,16,25285,97,23,4.5519,0.73509,0.5821,0.00028238,4.8128,0.77354,0.63528,3.6728,0.60723,0.38374
grown,0.5,16,25262,77,43,5.0003,1.0117,0.82138,0.00032253,5.7825,1.1416,1.0025,3.1777,0.72767,0.30135
grown,0.5,16,25125,80,40,3.8276,0.95218,0.85792,0.00016346,3.6897,0.97549,0.87779,4.857,0.72028,0.66203
grown,0.5,16,25399,95,25,5.2022,1.0231,0.93258,0.00030596,4.9855,1.087,1.0047,6.0263,0.69407,0.53338
grown,0.5,24,26712,218,58,6.5159,1.1346,0.91791,0.0002536,7.0283,1.2616,1.0366,4.9672,0.71245,0.49824
grown,0.5,24,26710,199,77,8.4302,1.7274,1.3317,0.000418,9.319,2.0587,1.6285,6.6252,0.90705,0.50984
grown,0.5,24,26491,209,67,6.2393,1.9547,1.6763,0.00037565,6.9316,2.313,2.0319,4.7137,1.0091,0.62748
grown,0.5,24,26799,194,82,4.827,1.0926,0.90704,0.00021505,4.6941,1.1069,0.93647,5.5129,1.0082,0.71998
grown,0.5,24,26395,147,129,8.0083,1.2988,1.1073,0.00036733,8.5756,1.4154,1.1989,5.8749,0.83093,0.74926
grown,0.5,24,26606,208,68,5.5377,1.1468,0.99596,0.00033284,5.5269,1.2117,1.0734,5.5795,0.8462,0.60387
grown,0.5,32,27388,289,207,7.0691,1.6789,1.4307,0.00024897,7.4976,1.8184,1.5636,5.1759,1.0031,0.75429
grown,0.5,32,27280,313,183,8.6788,1.6776,1.3714,0.00039764,9.5554,1.8712,1.5499,5.5713,0.95483,0.65987
grown,0.5,32,27269,343,153,8.993,1.5701,1.3642,0.00036956,10.673,1.8055,1.6494,4.8972,1.0474,0.61746
grown,0.5,32,27149,313,183,7.7097,1.7194,1.5505,0.00034742,7.9739,1.8139,1.6665,6.4166,1.2181,0.87101
grown,0.5,32,27320,336,160,7.8381,1.2601,1.024,0.00026403,8.3627,1.2959,1.1043,5.3843,1.1125,0.62935
grown,0.5,32,27020,335,161,9.9431,2.11,1.8548,0.00034591,11.149,2.452,2.1571,6.7204,1.0756,0.93764
grown,1,8,35148,23,5,1.7226,0.3686,0.35552,3.8505e-05,1.8222,0.38303,0.37316,1.4457,0.33004,0.30734
grown,1,8,33608,18,10,1.931,0.3323,0.32473,2.6607e-05,2.2798,0.37127,0.35782,0.8235,0.23126,0.24193
grown,1,8,33493,26,2,2.9941,0.36696,0.30667,4.7549e-05,4.131,0.48602,0.40259,1.1173,0.19474,0.17098
grown,1,8,33414,26,2,1.8195,0.39369,0.37583,3.286e-05,2.0869,0.46498,0.44604,0.9318,0.10895,0.079429
grown,1,8,33757,20,8,1.3652,0.36611,0.33673,3.2364e-05,1.4644,0.40832,0.37527,1.1262,0.25435,0.23488
grown,1,8,34380,20,8,1.5223,0.57469,0.53912,3.7779e-05,1.5907,0.61333,0.57198,1.2363,0.40015,0.39413
grown,1,12,30938,52,14,2.4357,0.39063,0.31932,4.0133e-05,2.7103,0.46405,0.37959,1.7687,0.16751,0.13553
grown,1,12,29448,48,18,2.0431,0.38022,0.30251,4.2454e-05,2.5054,0.4779,0.37638,1.0432,0.14685,0.13385
grown,1,12,30553,54,12,2.6165,0.44815,0.36076,4.2149e-05,2.7742,0.50832,0.40893,2.1803,0.24319,0.19713
grown,1,12,30035,41,25,1.5899,0.34016,0.32707,3.0806e-05,1.9039,0.41412,0.40537,0.8531,0.15552,0.11353
grown,1,12,29621,51,15,2.6866,0.42066,0.32102,4.1764e-05,2.9942,0.50015,0.38456,2.0534,0.22638,0.16143
grown,1,12,30420,47,19,2.5925,0.48711,0.47596,3.6608e-05,2.9324,0.56565,0.55293,1.3406,0.14297,0.1373
grown,1,16,31254,79,41,2.5604,0.89281,0.8919,5.727e-05,3.5161,1.2961,1.3104,1.3787,0.29909,0.23834
grown,1,16,31449,84,36,3.0166,0.43543,0.40479,5.5184e-05,3.5491,0.51302,0.48193,1.7813,0.25459,0.21878
grown,1,16,31169,78,42,2.1314,0.39856,0.40472,3.1144e-05,2.1805,0.42203,0.42974,1.8354,0.22812,0.21906
grown,1,16,31171,83,37,2.9146,0.78003,0.73207,5.102e-05,3.2292,0.92626,0.86809,2.1816,0.3554,0.33969
grown,1,16,31263,86,34,3.9002,0.80486,0.72189,4.7683e-05,4.9358,1.0987,0.98675,2.3672,0.24603,0.21444
grown,1,16,31950,94,26,3.3348,0.47846,0.45075,5.1538e-05,3.9406,0.59083,0.56585,2.0757,0.20784,0.1494
grown,1,24,32653,155,121,4.0304,0.79509,0.72189,4.2086e-05,4.481,0.86424,0.77854,2.25,0.5455,0.52279
grown,1,24,32404,131,145,2.6653,0.77458,0.77838,3.8206e-05,2.76,0.84474,0.85479,2.2668,0.40673,0.35849
grown,1,24,32645,122,154,2.641,0.66564,0.62194,4.0719e-05,2.9055,0.72316,0.67347,1.3779,0.40831,0.39483
grown,1,24,32375,136,140,2.0679,0.71619,0.69988,3.2425e-05,2.0799,0.75754,0.73959,2.0051,0.44589,0.4418
grown,1,24,32514,143,133,2.3104,0.78939,0.77669,3.0924e-05,2.4414,0.86377,0.85262,1.7186,0.39013,0.35971
grown,1,24,32754,131,145,3.7944,0.88702,0.83081,5.2329e-05,4.8222,1.1489,1.0815,1.7464,0.3217,0.27565
grown,1,32,32986,270,226,3.9163,0.95542,0.9019,4.9678e-05,4.7624,1.192,1.1259,1.8606,0.30187,0.28088
grown,1,32,33108,209,287,3.8277,1.1095,1.0557,5.9211e-05,4.201,1.2695,1.2064,2.634,0.50098,0.48687
grown,1,32,33170,225,271,3.8937,1.1761,1.1351,5.2709e-05,4.4368,1.414,1.3665,2.5709,0.46745,0.44052
grown,1,32,33198,223,273,2.3643,0.86554,0.87062,3.9252e-05,2.538,0.94467,0.95144,1.4441,0.39946,0.38973
grown,1,32,33118,214,282,3.2691,0.95822,0.94653,4.6101e-05,3.6608,1.1068,1.0957,2.0694,0.44051,0.42075
grown,1,32,33199,229,267,2.5234,0.84739,0.88391,4.4066e-05,2.5927,0.90355,0.94714,2.1556,0.49111,0.46879
lattice,0.05,32,35435,203,293,1.4852,0.53247,0.5432,1.5834e-05,1.881,0.68924,0.70331,0.56292,0.10949,0.11001
lattice,0.05,32,37364,177,319,1.3837,0.65378,0.63806,2.3421e-05,1.5606,0.75789,0.73865,0.76713,0.23079,0.23357
lattice,0.05,32,37480,201,295,1.3283,0.57443,0.54058,1.4747e-05,1.4972,0.66049,0.61955,0.73747,0.24136,0.24077
lattice,0.05,32,35385,203,293,1.5284,0.68349,0.68334,1.6036e-05,1.8009,0.82412,0.82399,0.67432,0.16606,0.16544
lattice,0.05,32,37402,189,307,2.0354,0.80237,0.80025,2.3232e-05,2.3841,0.95429,0.95221,0.82064,0.20742,0.20225
lattice,0.05,32,37302,194,302,1.8366,0.86553,0.82362,2.3197e-05,2.0939,1.0053,0.95509,0.89703,0.29175,0.2907
lattice,0.05,64,35585,482,1534,1.6726,0.70198,0.63636,1.307e-05,1.9167,0.80976,0.73219,0.60964,0.20408,0.20462
lattice,0.05,64,36550,471,1545,1.7576,0.76789,0.71586,1.3507e-05,1.9517,0.85978,0.80045,0.69207,0.21739,0.21745
lattice,0.05,64,37545,452,1564,2.0034,0.97571,0.94279,1.7721e-05,2.2431,1.1042,1.0662,0.8833,0.32084,0.31872
lattice,0.05,64,36588,464,1552,2.099,0.88138,0.8346,1.5644e-05,2.3194,0.98327,0.93004,0.86754,0.25318,0.25431
lattice,0.05,64,36604,467,1549,1.5281,0.82099,0.8197,1.5591e-05,1.7931,0.97888,0.97739,0.61153,0.20195,0.20105
lattice,0.05,64,36605,467,1549,1.323,0.75747,0.76188,1.0615e-05,1.3961,0.81047,0.8153,0.73483,0.26011,0.25967
lattice,0.1,32,37895,311,185,3.4294,0.67459,0.67796,6.7218e-05,3.4197,0.70433,0.70901,3.5003,0.38911,0.37509
lattice,0.1,32,38106,307,189,3.2198,0.75367,0.75651,7.8949e-05,3.2431,0.78635,0.79109,3.0509,0.46234,0.44243
lattice,0.1,32,36983,301,195,3.3736,0.99227,1.0177,3.3073e-05,3.5563,1.0901,1.1184,2.3716,0.24256,0.23978
lattice,0.1,32,37995,288,208,3.1577,1.0397,0.96713,6.7531e-05,3.382,1.1437,1.0618,2.0526,0.43567,0.42542
lattice,0.1,32,37118,292,204,2.9489,1.0048,0.94217,2.8864e-05,3.091,1.0792,1.0112,1.9663,0.36941,0.35852
lattice,0.1,32,37935,294,202,4.5486,1.0888,1.0402,0.00015064,5.1376,1.2793,1.2226,2.7172,0.3653,0.34584
lattice,0.1,64,36240,828,1188,3.5613,1.118,1.1192,2.6758e-05,3.6608,1.1854,1.1869,2.7227,0.33308,0.32572
lattice,0.1,64,37190,799,1217,5.2733,1.9148,1.9074,4.2688e-05,5.9268,2.2208,2.2131,2.7405,0.39626,0.38139
lattice,0.1,64,37198,769,1247,3.9963,1.6793,1.7365,3.3923e-05,4.2673,1.8557,1.9196,2.532,0.3977,0.39723
lattice,0.1,64,38197,809,1207,5.9689,1.8402,1.755,0.0009868,6.9516,2.2293,2.1261,3.2721,0.52708,0.50314
lattice,0.1,64,38171,790,1226,4.495,1.4496,1.4009,0.0001792,4.7213,1.5567,1.5032,3.0779,0.66691,0.65889
lattice,0.1,64,37204,785,1231,5.309,1.7248,1.6545,3.9365e-05,6.2048,2.047,1.9624,2.0483,0.38551,0.38423
lattice,0.15,32,35852,395,101,6.3244,1.0679,0.9972,7.2451e-05,6.6424,1.1625,1.0906,4.6315,0.43672,0.34307
lattice,0.15,32,37756,379,117,4.3962,0.87435,0.83963,0.00042532,4.367,0.90927,0.87778,4.6114,0.54108,0.45685
lattice,0.15,32,36676,395,101,6.6587,1.7316,1.6419,0.00011786,7.4968,2.0083,1.9059,3.4639,0.42145,0.37614
lattice,0.15,32,35661,395,101,4.5335,1.0404,0.93244,7.9173e-05,4.9626,1.1725,1.0522,2.7759,0.40118,0.34686
lattice,0.15,32,35737,395,101,5.0717,0.92987,0.90894,6.6891e-05,5.38,1.0239,1.0037,3.5902,0.36448,0.32366
lattice,0.15,32,35814,395,101,5.4453,1.3624,1.3105,8.0768e-05,5.9626,1.5492,1.4929,3.349,0.39636,0.34762
lattice,0.15,64,35904,1089,927,9.4782,2.3646,2.2535,0.00010542,10.949,2.8487,2.7175,5.1801,0.54735,0.49328
lattice,0.15,64,37875,1069,947,5.3922,1.4365,1.3668,0.0024113,5.3325,1.463,1.3937,6.1786,0.98622,0.90102
lattice,0.15,64,37831,1065,951,10.666,2.5956,2.4844,0.010018,12.037,3.0332,2.9106,6.0343,0.78504,0.6764
lattice,0.15,64,35953,1089,927,7.8789,1.9107,1.8268,9.3426e-05,8.9042,2.2339,2.1381,4.3248,0.52344,0.4751
lattice,0.15,64,37847,1068,948,6.7315,1.7339,1.7125,0.0037812,6.7433,1.7989,1.7851,6.6284,1.0065,0.85129
lattice,0.15,64,36866,1088,928,7.7495,2.2721,2.2436,0.0001105,8.4184,2.5574,2.5286,4.7287,0.60048,0.54136
