op,table,P,S_over_R,M_par,M_perp,M_o,N_tz,N_zt,res_par,res_perp,Rc,M_par_ref,M_par_relerr,M_perp_ref,M_perp_relerr,M_o_ref,M_o_relerr,N_tz_ref,N_tz_relerr,N_zt_ref,N_zt_relerr
2b,B10,5,2,1.8881143787910386,1.625557349777851,-0.042238819030170606,-0.0889682861427006,0.08896828596992648,3.012258185787906e-09,1.7210608131790573e-09,3.4026032334081595,1.88156,0.0034834811491734024,1.62578,0.00013694978542543075,-0.03466,0.2186618300683959,-0.08896,9.314458970995478e-05,0.08523,0.043861151823612346
2b,B10,5,5,1.5182805051630497,1.3503252657452394,-0.02097864851266919,-0.029113974988627146,0.029113974988627143,1.1066144317900743e-16,5.721897854765579e-18,5.95455565846428,1.516,0.00150429100465018,1.35032,3.899627672997708e-06,-0.0205,0.02334870793508244,-0.02911,0.00013655062271198092,0.02889,0.007752682195470535
2b,B10,5,10,1.3030237143323011,1.2029695657103454,-0.012038897911244512,-0.00990683871140785,0.00990683871140785,9.059551016469091e-17,2.2632952307770703e-18,10.207809700224479,1.30275,0.0002101050334300948,1.20297,3.610145345958162e-07,-0.01198,0.004916353192363322,-0.00991,0.0003189998579364244,0.00989,0.0017025997379020177
2b,B10,5,1000,1.0036333092406367,1.002422207798666,-0.00014295152750865218,-1.4208955088253936e-06,1.4208955088253936e-06,1.0175064395479179e-16,2.7544748886475963e-22,852.352109968744,1.00363,3.2972715409350357e-06,1.00242,2.2024686916536927e-06,-0.00014,0.021082339347515643,0.0,,0.0,
2b,B10,6,0.1,2.778880448505225,2.4017641361199615,-0.08133770543337358,-0.2777940569076196,0.2777940496860005,3.689742400893771e-09,2.986885176921907e-09,2.1000000000000005,2.73213,0.017111355793913468,2.41042,0.0035910189427727332,-0.02376,2.4233041007312113,-0.2782,0.0014591771832509015,0.16373,0.6966594374030449
2b,B10,6,0.2,2.7120329920403434,2.335705853738777,-0.07582627845033106,-0.2623905108695021,0.26239050629225374,2.7301863920231803e-09,1.9474354929224994e-09,2.2000000000000006,2.67463,0.013984361216446148,2.34352,0.0033343629502726236,-0.0316,1.3995657737446536,-0.26496,0.00969764919420996,0.17851,0.46989247824913866
2b,B10,6,0.5,2.5367514435459997,2.1651611988750656,-0.059428830309650654,-0.21250543952578402,0.21250544366720753,1.860205087079661e-09,1.903608560611681e-09,2.5000000000000004,2.51299,0.009455446916223244,2.16893,0.0017376315164317818,-0.03422,0.7366695005742447,-0.21437,0.008697861054326572,0.17124,0.24098016624157628
2b,B10,6,1,2.3096712705509232,1.9566702274304077,-0.040725156767652315,-0.1507014668476543,0.15069996189190651,0.00030749390317430405,4.6851482670060666e-06,3.0000000000000004,2.2953,0.006261173071460433,1.9579,0.0006281079572972187,-0.02653,0.5350605641783759,-0.15135,0.0042849894439757254,0.13445,0.12086249082860936
2b,B10,6,2,2.005707274717928,1.7043459879463452,-0.02117722464113155,-0.08549264326032281,0.08549264288840981,2.26559268229801e-09,2.179404764580123e-10,4.000000000000001,1.99848,0.003616385812181286,1.7045,9.035614764137782e-05,-0.01514,0.3987598838263902,-0.08558,0.0010207611553773226,0.08163,0.047318913247700815
2b,B10,6,5,1.585533213216593,1.3952338043007795,-0.005636220492892086,-0.027969646977392223,0.02796964697739223,9.908341643339046e-17,7.749348260548264e-17,7.000000000000001,1.58313,0.0015180138185701623,1.39522,9.893995770970932e-06,-0.00564,0.0006701253737436967,-0.02797,1.2621473284763634e-05,0.02773,0.008642155693913784
2b,B10,6,10,1.34226505334061,1.2291450279135931,-0.0027134415329528074,-0.009517449318695966,0.00951744931869597,1.608635885684733e-16,5.359946039769257e-18,12.000000000000002,1.34198,0.0002124125103280375,1.22914,4.090594719273143e-06,-0.00271,0.0012699383589694394,-0.00952,0.00026792870840698435,0.0095,0.001836770389049463
2b,B10,6,1000,1.004103330819066,1.0027355555426445,-2.8948962891260403e-05,-1.365047053490045e-06,1.3650470534900454e-06,1.3132183015525194e-16,8.71696966506579e-22,1002.0000000000001,1.0041,3.31721847038773e-06,1.00274,4.432312818356861e-06,-3e-05,0.03503457029131993,0.0,,0.0,
2b,B10,7,0.1,2.964232195898875,2.5256683586224544,-0.06920438431332918,-0.2666352119314052,0.26663521975336063,3.9543075354615734e-09,6.764088428798206e-09,2.420003114510611,2.91814,0.015795059832247493,2.53477,0.0035907168609165896,-0.02038,2.3957008985931885,-0.27334,0.024529114175001143,0.15489,0.7214488976264486
2b,B10,7,0.2,2.8891379826532684,2.454067342964181,-0.06198338182245865,-0.251048661180981,0.25104866229385014,1.0764687912779883e-08,2.884241180302088e-09,2.535241358058735,2.85162,0.013156725879769512,2.46123,0.002910194104500269,-0.02538,1.4422136257863927,-0.25747,0.0249401437799315,0.16849,0.4899914671128859
2b,B10,7,0.5,2.692567438351695,2.2691193584525475,-0.04177702415861074,-0.2024365599775708,0.20243655629028798,6.787323404424846e-09,2.180003090805911e-09,2.8809560887031083,2.66833,0.009083373627585338,2.27205,0.0012898666611441626,-0.02195,0.9032812828524254,-0.20568,0.015769350556345835,0.1612,0.2558099025452107
2b,B10,7,1,2.439962883820213,2.0431618483110388,-0.02071419187432366,-0.14326796673095474,0.14326796769008937,1.0197225365556946e-08,2.806572044102038e-09,3.45714730644373,2.42473,0.006282301048039638,2.04399,0.0004051642566554732,-0.00933,1.2201706188985701,-0.1443,0.007151997706481453,0.12655,0.13210563168778644
2b,B10,7,2,2.1027906236492804,1.76915387292395,-0.0006828402513243743,-0.08121054046823278,0.08121053959710221,3.928670357352327e-09,6.701600354536692e-10,4.609529741924973,2.09557,0.0034456609176884783,1.76922,3.737640092810761e-05,0.00369,1.1850515586244919,-0.08135,0.0017143150801133622,0.07706,0.053861141929693865
2b,B10,7,5,1.6410217766926418,1.43224216090043,0.00839747205754664,-0.026564310558217834,0.026564310558217834,8.590038344966668e-17,1.196937107168771e-16,8.066677048368703,1.63862,0.0014657313426187004,1.43223,8.490885144295032e-06,0.00801,0.04837354026799512,-0.02656,0.00016229511362324898,0.0263,0.010049831110944232
2b,B10,7,10,1.3746356883134119,1.250728623373176,0.005750174234774962,-0.009039244564949128,0.009039244564949128,1.9035674839662396e-16,2.0915846804924407e-16,13.82858922577492,1.37435,0.00020787158541267777,1.25073,1.1006586744285065e-06,0.0057,0.008802497328940645,-0.00904,8.35658242114952e-05,0.00902,0.0021335437859342867
2b,B10,7,1000,1.0044910173383035,1.002994013227585,7.412434435043658e-05,-1.2964601907489158e-06,1.296460190748916e-06,5.1086239854908235e-17,1.3040463547206567e-16,1154.6872003522058,1.00449,1.0127908723604589e-06,1.00299,4.0012638061399285e-06,7e-05,0.0589192050062369,0.0,,0.0,
2b,B10,8,0.1,3.122608648130145,2.630564509088164,-0.05277199821126161,-0.2543688743540514,0.2543688743540514,4.206710104778103e-09,3.7064541411673855e-09,2.743782226240391,3.07791,0.014522402581669059,2.63882,0.003128478225811442,-0.01561,2.380653312700936,-0.26482,0.03946501641095302,0.146,0.7422525640688454
2b,B10,8,0.2,3.0400679559447195,2.5540553915706052,-0.0445240148782206,-0.23885683353963696,0.23885683353963696,7.458892179814288e-09,1.2878173756727158e-09,2.8744385227280285,3.00349,0.012178484344785313,2.56007,0.002349392176540028,-0.01734,1.5677055869792733,-0.24754,0.035077831705433646,0.15818,0.5100318215933556
2b,B10,8,0.5,2.8288935474251486,2.357172629631867,-0.02494876848503286,-0.19206657756290957,0.1920665775629096,3.4979629221124083e-09,8.124006620139188e-10,3.2664074121909414,2.80143,0.009803403056706319,2.35909,0.0008127584653969199,-0.0081,2.080094874695415,-0.19605,0.02031840059724781,0.1508,0.2736510448468807
2b,B10,8,1,2.550462014235921,2.116515456432115,9.002244838834082e-05,-0.13573360645787547,0.13573360645787547,3.925798581464324e-09,1.3482618731881262e-09,3.9196888946291293,2.53549,0.005904978617908607,2.11689,0.00017693104879575405,0.00832,0.9891799941840936,-0.13696,0.008954392100792435,0.11845,0.14591478647425468
2b,B10,8,2,2.1853496704316884,1.824162837380451,0.018668160902475073,-0.07689225326269729,0.07689225326269729,4.4028859758760576e-10,7.455460858231301e-10,5.226251859505506,2.17849,0.003148818875316543,1.82414,1.2519532739233993e-05,0.02166,0.13812738215719877,-0.07706,0.0021768328225112285,0.07242,0.06175439467960909
2b,B10,8,5,1.6881939900561738,1.4636846302035118,0.02112912825546248,-0.025148760797023707,0.025148760797023707,2.4558142857948257e-16,6.684108322640166e-18,9.145940754134635,1.68585,0.001390390637466972,1.46366,1.6827817602342057e-05,0.02047,0.03219971936797669,-0.02515,4.927248414680419e-05,0.02485,0.012022567284656178
2b,B10,8,10,1.4021519940895746,1.269071701171769,0.013383628491146072,-0.008557564437876121,0.008557564437876123,2.4760459506807537e-16,1.0308424355404089e-16,15.678755578516517,1.40187,0.0002011556632031737,1.26907,1.3404869463532547e-06,0.0133,0.00628785647714829,-0.00856,0.0002845282854998807,0.00854,0.002056725746618494
2b,B10,8,1000,1.0048205488780297,1.0032137009188016,0.00016681930654217027,-1.2273748700743837e-06,1.2273748700743837e-06,1.1297504654593125e-16,2.3947210165992647e-22,1309.1760908061292,1.00482,5.462451281758039e-07,1.00321,3.6890768649049064e-06,0.00017,0.01870996151664553,0.0,,0.0,
2b,B10,9,0.1,3.2630450732063925,2.721446454403604,-0.03644815932878421,-0.24224150491882443,0.24224150376233455,6.602742028884531e-09,3.3439117434382116e-09,3.069994620171242,3.21748,0.014161726943568369,2.72843,0.0025595472841143164,-0.00958,2.8046095332760137,-0.25485,0.049474181209243046,0.13732,0.764065713387231
2b,B10,9,0.2,3.1736842504198974,2.6407814771953317,-0.027248939017819607,-0.2270322016288927,0.22703219931861154,7.702257862164128e-09,5.540265749045769e-09,3.2161848401793964,3.13615,0.01196825739199248,2.6454,0.0017458693598957568,-0.00777,2.506941958535342,-0.23691,0.04169430742099238,0.14811,0.5328620573804035
2b,B10,9,0.5,2.9442644637080244,2.4335143167984534,-0.004152376608855313,-0.18213853597794769,0.18213853344515174,7.098883020584607e-09,2.282072579382924e-09,3.6547555002038594,2.90386,0.013914053607276015,2.43311,0.0001661728398852987,7e-05,60.31966584079018,-0.18401,0.010170447378144239,0.14683,0.24047220217361406
2b,B10,9,1,2.646472184704348,2.180203472048583,0.02053929363211515,-0.12859218011831397,0.12859218331188363,7.557132401862543e-09,2.6692044736770574e-09,4.385706600244631,2.63222,0.005414511212720894,2.18015,2.4526775030705173e-05,0.02604,0.21124064392798972,-0.12991,0.010144098850635268,0.11074,0.16120808481021873
2b,B10,9,2,2.257131938909579,1.8719453679839164,0.03673834941275092,-0.07281209775111026,0.07281209725309352,5.126808039518025e-09,1.3667403703156537e-09,5.847608800326175,2.25081,0.002808739480266756,1.87183,6.163379362245216e-05,0.03871,0.050933882388248024,-0.073,0.002574003409448383,0.06804,0.07013664393141565
2b,B10,9,5,1.7292019911957834,1.4910098049283032,0.03269489622513286,-0.023812099390720595,0.023812099390720595,9.169292910037128e-17,1.359260081279149e-17,10.233315400570806,1.72694,0.0013098261640725904,1.49099,1.328307252437186e-05,0.03184,0.02684975581447417,-0.02381,8.817264681197943e-05,0.02349,0.013712192027270927
2b,B10,9,10,1.4260713808987537,1.2850152808057502,0.02028719400763238,-0.008102728264897982,0.008102728264897982,2.6953134124224738e-17,3.535091641757383e-18,17.542826400978523,1.4258,0.00019033588073627533,1.28501,4.109544478440403e-06,0.02019,0.004813967688577474,-0.0081,0.0003368228269114166,0.00808,0.0028129040715323835
2b,B10,9,1000,1.0051069965740018,1.0034046660448495,0.00025046558839503583,-1.1621396629349179e-06,1.1621396629349176e-06,1.2277234957827653e-16,8.878908013063003e-22,1464.8260044817068,1.00511,2.9881565183184777e-06,1.0034,4.650234053606223e-06,0.00025,0.00186235358014329,0.0,,0.0,
2b,B10,10,0.1,3.3851910685775906,2.8016468190661907,-0.01658878577356856,-0.23075112727201522,0.23075112869364253,6.63313996657032e-09,6.498879672727239e-09,3.3978713763747797,3.34113,0.013187475069090517,2.80726,0.0019995229988704778,-0.00243,5.826660812168133,-0.24454,0.05638698261218938,0.12902,0.7884911540353631
2b,B10,10,0.2,3.290203733843751,2.717403141189284,-0.0071620613303923965,-0.21595627489609845,0.21595627279026272,7.889776007789768e-09,2.754369839839592e-09,3.5596747752497695,3.25377,0.011197390671052736,2.7206,0.0011750565355863767,0.00303,3.3637166106905596,-0.2264,0.04612952784408808,0.13853,0.5589133963059463
2b,B10,10,0.5,3.0462247326897005,2.5009583234013175,0.016627723410412576,-0.17293446642519253,0.17293446693525458,6.695767893857202e-09,1.8837610686544718e-09,4.045084971874737,3.02088,0.008389850867859861,2.50105,3.66552442704862e-05,0.0225,0.2609900706483299,-0.17746,0.02550171066610773,0.13141,0.3159916820276583
2b,B10,10,1,2.7313362314587386,2.2364830052743514,0.04022696938208038,-0.12199959872519078,0.12199959602454066,4.722610881409022e-09,2.6479313793116942e-09,4.854101966249685,2.71805,0.004888148289670445,2.23606,0.00018917438456536955,0.04355,0.07630380293730461,-0.12335,0.010947720103844491,0.10364,0.17714778101640938
2b,B10,10,2,2.3206186761905196,1.914185747038476,0.053558923322901464,-0.06905423576001078,0.06905423585084353,3.2331842060243435e-09,1.5442409298764985e-09,6.47213595499958,2.31491,0.002466046710463839,1.914,9.704651957997364e-05,0.05482,0.023003952519126902,-0.06924,0.0026829035238188042,0.06403,0.07846690380826991
2b,B10,10,5,1.7654679866222804,1.5151714411465402,0.04324850925958654,-0.022581498691551186,0.022581498691551186,8.219781780931206e-17,1.7269760983767633e-16,11.326237921249264,1.76331,0.0012238271332213314,1.51515,1.4151170867726181e-05,0.04227,0.023149024357381955,-0.02258,6.637252219605518e-05,0.02223,0.015811906952370065
2b,B10,10,10,1.4472242800203838,1.2991140983540417,0.02656489624494723,-0.007683982193652833,0.007683982193652833,8.392853784875622e-18,2.205086205150323e-18,19.41640786499874,1.44697,0.0001757327521536354,1.29911,3.1547398154835133e-06,0.02645,0.004343903400651376,-0.00768,0.000518514798545957,0.00766,0.0031308346805265013
2b,B10,10,1000,1.005360310718785,1.0035735421360208,0.00032639761859482036,-1.1020807047442124e-06,1.102080704744212e-06,1.3010446751443018e-16,1.3032933131886454e-16,1621.2700567273948,1.00536,3.0906221147035466e-07,1.00357,3.529535578701769e-06,0.00033,0.01091630728842315,0.0,,0.0,
nemo,B10,3,0.1,1.878441780569001,1.7641184148847937,-0.029722624472524793,-0.20435946853532563,0.20057080783601466,2.314000814890267e-08,3.9377076928407854e-09,1.2124355652982142,1.90508,0.013982730085350267,1.77827,0.007958063238544378,-0.02784,0.06762300547862043,-0.2097,0.025467484333211082,0.17773,0.12851408223718375
nemo,B10,3,0.2,1.8652636813854169,1.7397047171791473,-0.042138952571701,-0.21091272275203354,0.20737234879121413,3.4865678385195785e-09,8.41653483644489e-09,1.2701705922171769,1.87988,0.007775133846087582,1.74703,0.004192992004059898,-0.04235,0.0049834103494450855,-0.21541,0.020877755201552606,0.18439,0.12463988714796971
nemo,B10,3,0.5,1.8023045674798968,1.6517711939606625,-0.06636362488066155,-0.1848405239600675,0.1795636294766199,1.2477292689995507e-08,5.1110835175158385e-09,1.4433756729740645,1.80381,0.000834584862099199,1.65357,0.0010878318059335038,-0.06475,0.02492084757778458,-0.19041,0.029249913554605808,0.16643,0.0789138345047162
nemo,B10,3,1,1.6950172389434506,1.5350772505152335,-0.07679237000522703,-0.13744217656195654,0.133512050189329,3.387640502202198e-09,4.1574236150636586e-09,1.7320508075688774,1.6961,0.0006383827937912647,1.53416,0.0005978845200197522,-0.07683,0.000489782568957044,-0.14019,0.019600709309105305,0.12721,0.049540525032065096
nemo,B10,3,2,1.5400538290439911,1.3908717446570875,-0.07355729099260966,-0.08015439608256134,0.07850259118708017,7.210422276130909e-10,2.024020378258122e-09,2.3094010767585034,1.5421,0.0013268730666032662,1.39019,0.000490396749428121,-0.07471,0.015429112667518941,-0.0807,0.006760891170243599,0.07681,0.022036078467389194
nemo,B10,3,5,1.3165257523395184,1.2165846052024425,-0.04972009518180308,-0.026355067985863356,0.026197626893603918,5.687888670050487e-09,2.6390748989717744e-09,4.041451884327381,1.31853,0.0015200622363401462,1.21719,0.0004973708275269279,-0.05053,0.01602819747074847,-0.0265,0.005469132608929949,0.02623,0.0012342015400717366
nemo,B10,3,10,1.1873730691022046,1.12574112465776,-0.030815972222222213,-0.009021097956087902,0.009021097956087904,2.2047013170166102e-16,1.162015115464842e-16,6.92820323027551,1.18704,0.00028058793486701524,1.12558,0.00014314811720177162,-0.03072,0.003124095775462649,-0.00902,0.00012172462171860398,0.009,0.002344217343100496
nemo,B10,3,1000,1.0024079294390804,1.001659427936104,-0.00037425075148803566,-1.2938575002456745e-06,1.293857500245675e-06,2.61102907517968e-16,4.942101412325429e-22,578.504969728005,1.00225,0.0001575748955653068,1.0015,0.00015918915237534336,-0.00037,0.011488517535231533,0.0,,0.0,
nemo,B10,4,0.1,2.207164736010986,2.037207507055922,-0.023528940120513254,-0.24265180504451872,0.2304723972661549,1.1216990107128066e-08,8.0436838012178e-09,1.48492424049175,2.24243,0.015726361130119593,2.05466,0.008494102646704575,-0.02645,0.1104370464834309,-0.25621,0.052918289510484655,0.17821,0.29326298898016323
nemo,B10,4,0.2,2.189445104980086,2.0034477539009803,-0.0345197967909527,-0.24754129066550648,0.23716608189070162,7.860965940469525e-18,8.548321337640802e-10,1.5556349186104048,2.206,0.007504485503134142,2.00837,0.002450866174569388,-0.03828,0.09822892395630366,-0.25416,0.02604150666703461,0.19188,0.23601251767094866
nemo,B10,4,0.5,2.097329211206223,1.8762913957968432,-0.05381926619989126,-0.2128202364570888,0.2037867683083095,7.63863846065046e-18,9.744316209898979e-10,1.7677669529663689,2.0979,0.00027207626377670236,1.87879,0.001329900735663235,-0.05305,0.014500776623774947,-0.21603,0.01485795279781138,0.18135,0.123720806773143
nemo,B10,4,1,1.9453769145717172,1.7176112442116025,-0.059146739070520295,-0.15461857246559613,0.14975703309011024,7.264852331851552e-18,3.0118666222193596e-09,2.121320343559643,1.94707,0.0008695555004611219,1.71813,0.00030193046416594803,-0.05866,0.008297631614734024,-0.15631,0.010820980963494835,0.14134,0.059551670370102186
nemo,B10,4,2,1.7325726186400439,1.526003591272334,-0.054542251876575264,-0.08888913896800207,0.0877627802834989,5.741624542535961e-18,3.9343147384431024e-09,2.8284271247461903,1.73525,0.0015429369600669064,1.52566,0.00022520828515787603,-0.05469,0.0027015564714708137,-0.08936,0.00526925953444406,0.08554,0.02598527336332591
nemo,B10,4,5,1.4289502937897147,1.292712370799104,-0.03686985626892065,-0.029117535486892058,0.028993544379129016,1.2942687159842767e-16,2.1141871306655395e-18,4.949747468305833,1.43137,0.0016904826916068596,1.29347,0.0005857338793292063,-0.03619,0.018785749348456733,-0.02929,0.005888170471421721,0.02905,0.0019433948664710325
nemo,B10,4,10,1.2536131791742948,1.1700375998102157,-0.021943634919634657,-0.009969862304026534,0.009969862304026534,1.8095532956445842e-16,1.2663625072160688e-18,8.485281374238571,1.25322,0.00031373515766970053,1.16987,0.00014326361921901246,-0.02183,0.005205447532508381,-0.00997,1.3811030437850652e-05,0.00995,0.001996211459953147
nemo,B10,4,1000,1.0032018366654265,1.0021886996546285,-0.00026463550782176174,-1.4299347131882153e-06,1.4299347131882153e-06,1.0351194502644114e-19,1.8208860748889959e-22,708.5209947489207,1.00304,0.00016134617306046966,1.00203,0.0001583781469901679,-0.00026,0.017828876237545227,0.0,,0.0,
nemo,B10,5,0.1,2.4972607672408187,2.260849737463926,-0.032154831325881726,-0.2786171969657652,0.2449273397090202,1.1308712753191978e-08,9.396226019731275e-09,1.786366697539284,2.51123,0.0055627054308769654,2.25601,0.0021452641893989675,-0.0257,0.2511607519798337,-0.27513,0.012674724551176592,0.17193,0.4245759303729436
nemo,B10,5,0.2,2.461689165120238,2.1998404818155426,-0.03745111084674338,-0.2687407034141716,0.24010640881263126,9.241467626301068e-09,8.62353247131353e-09,1.871431778374488,2.46383,0.000868905273400365,2.19789,0.0008874337730925892,-0.03581,0.045828283907941296,-0.26633,0.009051565404466638,0.18715,0.28296237677067193
nemo,B10,5,0.5,2.3294939122984815,2.0417316280980087,-0.043398684440827485,-0.2219732088011916,0.2054090767321967,1.3934860654629387e-08,5.722710887113958e-09,2.1266270208801,2.32716,0.0010029015187960192,2.04229,0.0002734048063650419,-0.04449,0.024529457387559368,-0.21971,0.010300891180153848,0.17928,0.14574451546294453
nemo,B10,5,1,2.1389497762389604,1.8528803013256456,-0.0427413839900465,-0.15740177664254779,0.14992610834813327,1.3062276867916288e-08,8.668808707408421e-09,2.5519524250561196,2.14,0.0004907587668409778,1.85276,6.493087374817376e-05,-0.04292,0.004161603214200904,-0.15664,0.004863231885519564,0.14063,0.06610330902462681
nemo,B10,5,2,1.876263197419982,1.6250946949774028,-0.03418685846800626,-0.08900177591868617,0.08692522004545905,1.3632047634511381e-08,2.2612376705089408e-09,3.4026032334081595,1.88156,0.00281511223666424,1.62578,0.00042152383631071044,-0.03466,0.013650938603397115,-0.08896,0.0004696034024974886,0.08523,0.019889945388467094
nemo,B10,5,5,1.5161049495657097,1.3501408552737273,-0.02140970327942947,-0.029113618419167056,0.029119588268249817,4.6589084157699265e-09,1.4646513326186632e-09,5.95455565846428,1.516,6.922794571881407e-05,1.35032,0.00013266834992644195,-0.0205,0.04437576972826685,-0.02911,0.00012430158595175551,0.02889,0.00794698055554924
nemo,B10,5,10,1.303186135286357,1.2031319866644017,-0.012038897911244512,-0.00990683871140785,0.00990683871140785,1.7994041261880173e-16,2.2629897101440483e-18,10.207809700224479,1.30275,0.0003347804923100263,1.20297,0.00013465561435579618,-0.01198,0.004916353192363322,-0.00991,0.0003189998579364244,0.00989,0.0017025997379020177
nemo,B10,5,1000,1.0037957301946927,1.002584628752722,-0.00014295152750865218,-1.4208955088253936e-06,1.4208955088253936e-06,1.0173418001114805e-16,2.754028657549985e-22,852.352109968744,1.00363,0.0001651307699975902,1.00242,0.00016423131294461435,-0.00014,0.021082339347515643,0.0,,0.0,
nemo,B10,6,0.1,2.7250331296168264,2.4071460178969395,-0.05056519831335715,-0.2901773029757964,0.23514811192279672,1.5910051641558917e-09,7.519669138333218e-09,2.1000000000000005,2.73213,0.002597559553598748,2.41042,0.001358262088374761,-0.02376,1.1281649121783313,-0.2782,0.04305285038028904,0.16373,0.4361944171672677
nemo,B10,6,0.2,2.6722067622380137,2.340435575047797,-0.03858097279709695,-0.2750507100824333,0.2319094555639542,7.3475844508811316e-09,6.678929851031856e-09,2.2000000000000006,2.67463,0.0009060085925852866,2.34352,0.001316150471172691,-0.0316,0.22091686066762484,-0.26496,0.038083899767637916,0.17851,0.29913985526835585
nemo,B10,6,0.5,2.5109991513853784,2.1667160287599714,-0.03530350856035815,-0.22318383161774225,0.19791329531818308,7.660971123655884e-10,3.2241891254401225e-09,2.5000000000000004,2.51299,0.0007922230548555303,2.16893,0.00102076657154848,-0.03422,0.03166302046633994,-0.21437,0.04111504229949266,0.17124,0.15576556481069304
nemo,B10,6,1,2.2939977383255012,1.9578776582607256,-0.02850545531965625,-0.15502008970808628,0.1433842211639657,1.4040382557571056e-09,4.684619848012584e-09,3.0000000000000004,2.2953,0.0005673601161063357,1.9579,1.1411072717912432e-05,-0.02653,0.07446118807599875,-0.15135,0.024249023508994196,0.13445,0.0664501388171493
nemo,B10,6,2,1.9918180359297153,1.7026600183643388,-0.020203689169953857,-0.08636478978807245,0.08358485439180982,8.65052037295472e-10,2.807178154163917e-09,4.000000000000001,1.99848,0.003333515506927636,1.7045,0.0010794846791793052,-0.01514,0.33445767304847135,-0.08558,0.009170247582057122,0.08163,0.023947744601369923
nemo,B10,6,5,1.5833519179401725,1.3950426131993985,-0.006496442263250032,-0.027969861478527147,0.027976324716140345,5.095059437397927e-09,3.5981163604205385e-09,7.000000000000001,1.58313,0.0001401767006958158,1.39522,0.0001271389462603891,-0.00564,0.15185146511525385,-0.02797,4.952501710805611e-06,0.02773,0.008882968486849769
nemo,B10,6,10,1.342427474294666,1.2293074488676492,-0.0027134415329528074,-0.009517449318695966,0.00951744931869597,1.6084412617321261e-16,5.359237904983507e-18,12.000000000000002,1.34198,0.00033344334093360004,1.22914,0.00013623254279357944,-0.00271,0.0012699383589694394,-0.00952,0.00026792870840698435,0.0095,0.001836770389049463
nemo,B10,6,1000,1.0042657517731224,1.0028979764967005,-2.8948962891260403e-05,-1.365047053490045e-06,1.3650470534900454e-06,2.6101116216989683e-16,8.715557937689072e-22,1002.0000000000001,1.0041,0.00016507496576276387,1.00274,0.00015754482388313388,-3e-05,0.03503457029131993,0.0,,0.0,
nemo,B10,7,0.1,2.9083319809717696,2.528718936434122,-0.050681935158562216,-0.2977720047124542,0.2293518302603291,1.7671749468467308e-08,1.0982762076335934e-08,2.420003114510611,2.91814,0.003361051569914598,2.53477,0.0023872239161257807,-0.02038,1.4868466711757713,-0.27334,0.08938320301622213,0.15489,0.48074007528135515
nemo,B10,7,0.2,2.8476410750384606,2.4552675763187177,-0.036164112316981016,-0.27907640676603346,0.22400641917173725,2.0276143090520722e-08,5.286744802870517e-09,2.535241358058735,2.85162,0.0013953208918226828,2.46123,0.002422538194838476,-0.02538,0.42490592265488636,-0.25747,0.08391815266257616,0.16849,0.32949385228641015
nemo,B10,7,0.5,2.6664247907312015,2.270471974962618,-0.0229257287545056,-0.21944057888874619,0.1877382125341777,7.282043119969356e-09,4.381239539829128e-09,2.8809560887031083,2.66833,0.0007140081132388264,2.27205,0.0006945379887688417,-0.02195,0.04445233505720268,-0.20568,0.06690285340697288,0.1612,0.16462911001350916
nemo,B10,7,1,2.417948817832836,2.042043424203935,-0.009233856149268912,-0.15055483364655445,0.13651027386086304,1.0320810332139177e-08,3.195932370272662e-09,3.45714730644373,2.42473,0.002796675162662946,2.04399,0.000952341154342649,-0.00933,0.010304807152313819,-0.1443,0.04334604051666276,0.12655,0.07870623359038356
nemo,B10,7,2,2.0888157704650223,1.7672099610554988,-0.0032736618034444618,-0.08234349655921087,0.07977573417269866,6.995253695514908e-09,2.010595344606051e-09,4.609529741924973,2.09557,0.003223098982605028,1.76922,0.0011361158841191297,0.00369,1.8871712204456534,-0.08135,0.0122126190437722,0.07706,0.035241813816489206
nemo,B10,7,5,1.6388333310155212,1.432050196895018,0.007251865348035965,-0.026564463472188334,0.026571047638788328,2.898804664924678e-09,1.780201675559616e-09,8.066677048368703,1.63862,0.00013018943716129074,1.43223,0.00012554066384728814,0.00801,0.09464852084444876,-0.02656,0.00016805241672941497,0.0263,0.010305993870278621
nemo,B10,7,10,1.3747981092674681,1.250891044327232,0.005750174234774962,-0.009039244564949128,0.009039244564949128,1.9033426021069447e-16,2.0913131145226861e-16,13.82858922577492,1.37435,0.00032605178263774774,1.25073,0.00012876026579052623,0.0057,0.008802497328940645,-0.00904,8.35658242114952e-05,0.00902,0.0021335437859342867
nemo,B10,7,1000,1.0046534382923593,1.003156434181641,7.412434435043658e-05,-1.2964601907489158e-06,1.296460190748916e-06,2.830038741918663e-16,1.3038352167108214e-16,1154.6872003522058,1.00449,0.0001627077346307162,1.00299,0.00016593802694042124,7e-05,0.0589192050062369,0.0,,0.0,
nemo,B10,8,0.1,3.0772901301462525,2.626132314960917,-0.04541794788554708,-0.3004067903760514,0.2186232952404991,6.2880316734421314e-09,5.859060724129348e-09,2.743782226240391,3.07791,0.00020139310562934695,2.63882,0.0048080903733801125,-0.01561,1.909541824826847,-0.26482,0.1343810527001412,0.146,0.49741983041437743
