cfg,family,param,P,stage,err2_lin,true2_lin,err2_ang,true2_ang
15456,grown,0.2,32,2b,0.01066875,0.66322118,0.0016241122,0.14144403
15456,grown,0.2,32,b1,0.0026397372,0.66322118,0.00058531438,0.14144403
15456,grown,0.2,32,moments,0.0016895395,0.66322118,0.00042296921,0.14144403
15456,grown,0.2,32,diag,0.0013133325,0.66322118,0.00032082352,0.14144403
15954,grown,0.2,8,2b,0.0015768644,0.17185382,0.00017302029,0.043881861
15954,grown,0.2,8,b1,0.00065311829,0.17185382,0.00011933904,0.043881861
15954,grown,0.2,8,moments,0.00015642648,0.17185382,5.5647e-05,0.043881861
15954,grown,0.2,8,diag,0.00010468793,0.17185382,3.8284741e-05,0.043881861
16302,grown,0.2,8,2b,0.0015147647,0.10411852,0.00023089443,0.05763848
16302,grown,0.2,8,b1,0.00048769113,0.10411852,9.2239398e-05,0.05763848
16302,grown,0.2,8,moments,0.00010562216,0.10411852,6.3929043e-05,0.05763848
16302,grown,0.2,8,diag,9.1434676e-05,0.10411852,5.6402576e-05,0.05763848
16409,grown,0.2,8,2b,0.00056521207,0.037596132,0.00037466037,0.046540138
16409,grown,0.2,8,b1,0.00021146882,0.037596132,0.00012080021,0.046540138
16409,grown,0.2,8,moments,0.00014999711,0.037596132,5.1160483e-05,0.046540138
16409,grown,0.2,8,diag,0.00012710769,0.037596132,2.5438911e-05,0.046540138
17019,grown,0.2,8,2b,0.00058349481,0.090018628,9.4764853e-05,0.037092205
17019,grown,0.2,8,b1,0.00033934735,0.090018628,6.7603408e-05,0.037092205
17019,grown,0.2,8,moments,8.6638194e-05,0.090018628,4.4004974e-05,0.037092205
17019,grown,0.2,8,diag,8.4967521e-05,0.090018628,3.8076689e-05,0.037092205
16940,grown,0.2,8,2b,0.0011199895,0.14181454,0.00033561876,0.034191944
16940,grown,0.2,8,b1,0.00034098779,0.14181454,0.00010433726,0.034191944
16940,grown,0.2,8,moments,6.9159735e-05,0.14181454,8.0710564e-05,0.034191944
16940,grown,0.2,8,diag,5.270668e-05,0.14181454,7.8981273e-05,0.034191944
16727,grown,0.2,8,2b,0.0016496561,0.30063729,0.00043384654,0.030659474
16727,grown,0.2,8,b1,0.0003061401,0.30063729,0.00013049831,0.030659474
16727,grown,0.2,8,moments,0.00013020393,0.30063729,7.9741011e-05,0.030659474
16727,grown,0.2,8,diag,0.00011143476,0.30063729,6.5354561e-05,0.030659474
17738,grown,0.30000001,12,2b,0.00060684872,0.20152277,0.00019205746,0.057318976
17738,grown,0.30000001,12,b1,0.00045160422,0.20152277,8.8217795e-05,0.057318976
17738,grown,0.30000001,12,moments,0.00014302563,0.20152277,6.7692372e-05,0.057318976
17738,grown,0.30000001,12,diag,0.00014079564,0.20152277,6.4614305e-05,0.057318976
18417,grown,0.30000001,12,2b,0.0017772267,0.19450989,0.00037781911,0.03942003
18417,grown,0.30000001,12,b1,0.00026079085,0.19450989,6.7444203e-05,0.03942003
18417,grown,0.30000001,12,moments,0.00014630698,0.19450989,7.2745027e-05,0.03942003
18417,grown,0.30000001,12,diag,0.0001236025,0.19450989,7.2034557e-05,0.03942003
18916,grown,0.30000001,12,2b,0.0010417521,0.15060386,0.00012143282,0.0497481
18916,grown,0.30000001,12,b1,0.00020405331,0.15060386,0.000115956,0.0497481
18916,grown,0.30000001,12,moments,7.7440807e-05,0.15060386,6.2730147e-05,0.0497481
18916,grown,0.30000001,12,diag,8.6918457e-05,0.15060386,6.0509862e-05,0.0497481
18852,grown,0.30000001,12,2b,0.0011297642,0.11600895,0.00022113745,0.051461829
18852,grown,0.30000001,12,b1,0.00031674695,0.11600895,0.00013716253,0.051461829
18852,grown,0.30000001,12,moments,0.00011454856,0.11600895,6.3772318e-05,0.051461829
18852,grown,0.30000001,12,diag,0.00010110882,0.11600895,7.6891611e-05,0.051461829
18927,grown,0.30000001,12,2b,0.00074224831,0.1774614,0.00043304057,0.066856855
18927,grown,0.30000001,12,b1,0.00025619435,0.1774614,0.00019769026,0.066856855
18927,grown,0.30000001,12,moments,0.00010049518,0.1774614,0.00011935806,0.066856855
18927,grown,0.30000001,12,diag,0.00012767168,0.1774614,6.2477079e-05,0.066856855
18638,grown,0.30000001,12,2b,0.0012235023,0.20263121,0.00047402233,0.037566909
18638,grown,0.30000001,12,b1,0.00038167921,0.20263121,0.00011014222,0.037566909
18638,grown,0.30000001,12,moments,0.00014753323,0.20263121,7.4654169e-05,0.037566909
18638,grown,0.30000001,12,diag,9.5264598e-05,0.20263121,7.5501524e-05,0.037566909
19348,grown,0.30000001,16,2b,0.0012651576,0.1078926,0.00032205366,0.057351827
19348,grown,0.30000001,16,b1,0.00056244233,0.1078926,0.00014618805,0.057351827
19348,grown,0.30000001,16,moments,0.00018251314,0.1078926,9.4495904e-05,0.057351827
19348,grown,0.30000001,16,diag,0.00017680234,0.1078926,7.8795299e-05,0.057351827
19290,grown,0.30000001,16,2b,0.0014006277,0.049276546,0.00041134543,0.072377669
19290,grown,0.30000001,16,b1,0.00044539077,0.049276546,0.00010246455,0.072377669
19290,grown,0.30000001,16,moments,0.00024095174,0.049276546,9.5484414e-05,0.072377669
19290,grown,0.30000001,16,diag,0.00021351304,0.049276546,8.1124263e-05,0.072377669
20056,grown,0.30000001,16,2b,0.0014910064,0.52347155,0.00050123566,0.057608768
20056,grown,0.30000001,16,b1,0.00070872646,0.52347155,0.00011884781,0.057608768
20056,grown,0.30000001,16,moments,0.00012376171,0.52347155,7.4476967e-05,0.057608768
20056,grown,0.30000001,16,diag,9.7127513e-05,0.52347155,9.2772098e-05,0.057608768
19743,grown,0.30000001,16,2b,0.0015722322,0.18369615,0.00032658941,0.066911034
19743,grown,0.30000001,16,b1,0.00044986302,0.18369615,0.00014190452,0.066911034
19743,grown,0.30000001,16,moments,0.0001995424,0.18369615,7.2142962e-05,0.066911034
19743,grown,0.30000001,16,diag,0.00020695725,0.18369615,5.5140008e-05,0.066911034
20031,grown,0.30000001,16,2b,0.0021443001,0.137406,0.0002291996,0.058758943
20031,grown,0.30000001,16,b1,0.0004440805,0.137406,0.00015331938,0.058758943
20031,grown,0.30000001,16,moments,0.00017475628,0.137406,8.419337e-05,0.058758943
20031,grown,0.30000001,16,diag,0.00015732489,0.137406,8.8622858e-05,0.058758943
20036,grown,0.30000001,16,2b,0.0013801325,0.10899656,0.00034307773,0.073016776
20036,grown,0.30000001,16,b1,0.00058047085,0.10899656,0.00012819453,0.073016776
20036,grown,0.30000001,16,moments,0.00017974462,0.10899656,7.9683756e-05,0.073016776
20036,grown,0.30000001,16,diag,0.00017419208,0.10899656,6.7788377e-05,0.073016776
20310,grown,0.30000001,24,2b,0.0069710314,0.26317838,0.00099439779,0.090550985
20310,grown,0.30000001,24,b1,0.0014653579,0.26317838,0.00031369761,0.090550985
20310,grown,0.30000001,24,moments,0.00071570087,0.26317838,0.00018192055,0.090550985
20310,grown,0.30000001,24,diag,0.00065325764,0.26317838,0.0001740364,0.090550985
20580,grown,0.30000001,24,2b,0.0033437542,0.37112497,0.00065172896,0.11476247
20580,grown,0.30000001,24,b1,0.00098893799,0.37112497,0.00020401946,0.11476247
20580,grown,0.30000001,24,moments,0.00031561136,0.37112497,0.00013518298,0.11476247
20580,grown,0.30000001,24,diag,0.00027072741,0.37112497,0.00013065086,0.11476247
20224,grown,0.30000001,24,2b,0.0027813605,0.22973195,0.00071682306,0.084011516
20224,grown,0.30000001,24,b1,0.0010912486,0.22973195,0.0002280441,0.084011516
20224,grown,0.30000001,24,moments,0.0004611343,0.22973195,0.00018776747,0.084011516
20224,grown,0.30000001,24,diag,0.0003705582,0.22973195,0.00020742564,0.084011516
20500,grown,0.30000001,24,2b,0.0049561352,0.5795878,0.0014275689,0.12862485
20500,grown,0.30000001,24,b1,0.0013413974,0.5795878,0.00020200242,0.12862485
20500,grown,0.30000001,24,moments,0.00039754013,0.5795878,0.00016336799,0.12862485
20500,grown,0.30000001,24,diag,0.00041663392,0.5795878,0.00019553461,0.12862485
20805,grown,0.30000001,24,2b,0.0039333016,0.53573948,0.0005344374,0.12262996
20805,grown,0.30000001,24,b1,0.00086816939,0.53573948,0.00025584724,0.12262996
20805,grown,0.30000001,24,moments,0.00027967131,0.53573948,0.00019373184,0.12262996
20805,grown,0.30000001,24,diag,0.0002824391,0.53573948,0.00017249397,0.12262996
20611,grown,0.30000001,24,2b,0.0047020602,0.30321983,0.00063919591,0.095428343
20611,grown,0.30000001,24,b1,0.001072245,0.30321983,0.00023708967,0.095428343
20611,grown,0.30000001,24,moments,0.0003634718,0.30321983,0.0001779734,0.095428343
20611,grown,0.30000001,24,diag,0.00025757573,0.30321983,0.0001159058,0.095428343
21090,grown,0.30000001,32,2b,0.0055834715,0.50076571,0.0012163539,0.10758816
21090,grown,0.30000001,32,b1,0.0011782398,0.50076571,0.00033299966,0.10758816
21090,grown,0.30000001,32,moments,0.00057869817,0.50076571,0.00022525137,0.10758816
21090,grown,0.30000001,32,diag,0.00054061809,0.50076571,0.00020016568,0.10758816
21296,grown,0.30000001,32,2b,0.0076098236,0.30802359,0.0014127189,0.084922208
21296,grown,0.30000001,32,b1,0.001548925,0.30802359,0.00032966471,0.084922208
21296,grown,0.30000001,32,moments,0.00069842907,0.30802359,0.00026425457,0.084922208
21296,grown,0.30000001,32,diag,0.00052071258,0.30802359,0.00024753281,0.084922208
21270,grown,0.30000001,32,2b,0.0081981348,0.64405341,0.0014764867,0.14013147
21270,grown,0.30000001,32,b1,0.0020487389,0.64405341,0.00033103784,0.14013147
21270,grown,0.30000001,32,moments,0.00057526405,0.64405341,0.00020077718,0.14013147
21270,grown,0.30000001,32,diag,0.00052037063,0.64405341,0.00019027536,0.14013147
21314,grown,0.30000001,32,2b,0.011366976,0.66697317,0.00093658253,0.14652848
21314,grown,0.30000001,32,b1,0.0031377876,0.66697317,0.00037246929,0.14652848
21314,grown,0.30000001,32,moments,0.00080288634,0.66697317,0.00023213071,0.14652848
21314,grown,0.30000001,32,diag,0.00080868424,0.66697317,0.00022140323,0.14652848
21322,grown,0.30000001,32,2b,0.0080772701,0.19103194,0.001707925,0.13316207
21322,grown,0.30000001,32,b1,0.0015995117,0.19103194,0.00040811006,0.13316207
21322,grown,0.30000001,32,moments,0.00061680194,0.19103194,0.00026149373,0.13316207
21322,grown,0.30000001,32,diag,0.00057763925,0.19103194,0.00021288631,0.13316207
21458,grown,0.30000001,32,2b,0.0082833986,0.59511946,0.0010754222,0.15972841
21458,grown,0.30000001,32,b1,0.0030457836,0.59511946,0.00036838275,0.15972841
21458,grown,0.30000001,32,moments,0.0014875736,0.59511946,0.00021341528,0.15972841
21458,grown,0.30000001,32,diag,0.0014543177,0.59511946,0.00022565553,0.15972841
22513,grown,0.30000001,8,2b,0.00020261318,0.079043805,0.00010214663,0.045168811
22513,grown,0.30000001,8,b1,6.8818197e-05,0.079043805,4.7030475e-05,0.045168811
22513,grown,0.30000001,8,moments,3.2075261e-05,0.079043805,3.9103407e-05,0.045168811
22513,grown,0.30000001,8,diag,3.8943023e-05,0.079043805,3.5594944e-05,0.045168811
21915,grown,0.30000001,8,2b,0.00058523642,0.10960241,8.822098e-05,0.031836104
21915,grown,0.30000001,8,b1,0.00017654048,0.10960241,4.935395e-05,0.031836104
21915,grown,0.30000001,8,moments,5.674329e-05,0.10960241,2.4737237e-05,0.031836104
21915,grown,0.30000001,8,diag,5.627812e-05,0.10960241,3.0230593e-05,0.031836104
23032,grown,0.30000001,8,2b,0.00068827018,0.063615624,0.00013006741,0.041015962
23032,grown,0.30000001,8,b1,0.00023179368,0.063615624,4.0623411e-05,0.041015962
23032,grown,0.30000001,8,moments,6.6190912e-05,0.063615624,4.0598553e-05,0.041015962
23032,grown,0.30000001,8,diag,7.9974654e-05,0.063615624,3.1169449e-05,0.041015962
23454,grown,0.30000001,8,2b,0.00058775147,0.098114406,9.2099549e-05,0.060484404
23454,grown,0.30000001,8,b1,0.00011616466,0.098114406,6.1773906e-05,0.060484404
23454,grown,0.30000001,8,moments,4.8514507e-05,0.098114406,3.1229764e-05,0.060484404
23454,grown,0.30000001,8,diag,3.0051747e-05,0.098114406,2.6582127e-05,0.060484404
23182,grown,0.30000001,8,2b,0.0002558729,0.052855015,4.0944233e-05,0.034866003
23182,grown,0.30000001,8,b1,9.6788344e-05,0.052855015,2.2025604e-05,0.034866003
23182,grown,0.30000001,8,moments,4.209761e-05,0.052855015,1.6860531e-05,0.034866003
23182,grown,0.30000001,8,diag,4.0370502e-05,0.052855015,1.8953236e-05,0.034866003
22578,grown,0.30000001,8,2b,0.00072234176,0.045302876,0.00010143829,0.035175338
22578,grown,0.30000001,8,b1,0.00024018302,0.045302876,6.6588428e-05,0.035175338
22578,grown,0.30000001,8,moments,5.3823341e-05,0.045302876,5.820347e-05,0.035175338
22578,grown,0.30000001,8,diag,6.7790834e-05,0.045302876,4.5824562e-05,0.035175338
24061,grown,0.5,12,2b,0.00065177012,0.11939571,8.0519598e-05,0.070943911
24061,grown,0.5,12,b1,9.1922852e-05,0.11939571,2.6418635e-05,0.070943911
24061,grown,0.5,12,moments,4.6779628e-05,0.11939571,1.9464347e-05,0.070943911
24061,grown,0.5,12,diag,4.9375321e-05,0.11939571,1.1852862e-05,0.070943911
23895,grown,0.5,12,2b,0.00061845845,0.2179638,0.00018450077,0.070199869
23895,grown,0.5,12,b1,0.00016080463,0.2179638,4.411986e-05,0.070199869
23895,grown,0.5,12,moments,5.3594315e-05,0.2179638,2.0778621e-05,0.070199869
23895,grown,0.5,12,diag,4.7070414e-05,0.2179638,1.6688553e-05,0.070199869
24249,grown,0.5,12,2b,0.00099437547,0.22669632,6.4977775e-05,0.049752172
24249,grown,0.5,12,b1,0.00015564433,0.22669632,2.2256419e-05,0.049752172
24249,grown,0.5,12,moments,5.516915e-05,0.22669632,2.2316893e-05,0.049752172
24249,grown,0.5,12,diag,4.1850677e-05,0.22669632,2.2732779e-05,0.049752172
23554,grown,0.5,12,2b,0.00045473634,0.056746253,6.7906415e-05,0.087548998
23554,grown,0.5,12,b1,0.00012428512,0.056746253,4.9096608e-05,0.087548998
23554,grown,0.5,12,moments,5.5678011e-05,0.056746253,2.1718085e-05,0.087548998
23554,grown,0.5,12,diag,5.3374419e-05,0.056746253,2.0722688e-05,0.087548998
24895,grown,0.5,12,2b,0.00022374415,0.060531321,5.7463104e-05,0.053100125
24895,grown,0.5,12,b1,6.7718338e-05,0.060531321,1.7196836e-05,0.053100125
24895,grown,0.5,12,moments,3.1579494e-05,0.060531321,8.6344415e-06,0.053100125
24895,grown,0.5,12,diag,2.8671331e-05,0.060531321,8.1090116e-06,0.053100125
24730,grown,0.5,12,2b,0.00074318659,0.1557444,0.00014311882,0.05063739
24730,grown,0.5,12,b1,0.00020956117,0.1557444,6.095084e-05,0.05063739
24730,grown,0.5,12,moments,6.945135e-05,0.1557444,4.0533117e-05,0.05063739
24730,grown,0.5,12,diag,4.46917e-05,0.1557444,3.2806529e-05,0.05063739
25503,grown,0.5,16,2b,0.00058498164,0.26131591,8.5351625e-05,0.065187512
25503,grown,0.5,16,b1,0.00015582042,0.26131591,2.9104671e-05,0.065187512
25503,grown,0.5,16,moments,5.4301454e-05,0.26131591,2.2992153e-05,0.065187512
25503,grown,0.5,16,diag,5.5376096e-05,0.26131591,2.0557609e-05,0.065187512
25125,grown,0.5,16,2b,0.00091580525,0.38324031,0.00027728917,0.076358396
25125,grown,0.5,16,b1,0.00023126659,0.38324031,8.9455785e-05,0.076358396
25125,grown,0.5,16,moments,6.9055013e-05,0.38324031,6.361469e-05,0.076358396
25125,grown,0.5,16,diag,6.5477671e-05,0.38324031,5.4032082e-05,0.076358396
25151,grown,0.5,16,2b,0.0012424477,0.12584228,0.00023828411,0.067384802
25151,grown,0.5,16,b1,0.00031016681,0.12584228,8.3722181e-05,0.067384802
25151,grown,0.5,16,moments,0.00010648325,0.12584228,4.8524159e-05,0.067384802
25151,grown,0.5,16,diag,9.6078197e-05,0.12584228,4.8174123e-05,0.067384802
25108,grown,0.5,16,2b,0.00056438961,0.52152083,0.00010615738,0.064722489
25108,grown,0.5,16,b1,0.00026225681,0.52152083,4.5496459e-05,0.064722489
25108,grown,0.5,16,moments,6.9379672e-05,0.52152083,2.5627917e-05,0.064722489
25108,grown,0.5,16,diag,7.1323826e-05,0.52152083,2.0831611e-05,0.064722489
25929,grown,0.5,16,2b,0.00059885499,0.089033563,6.0637233e-05,0.062892665
25929,grown,0.5,16,b1,0.00016895352,0.089033563,3.3597845e-05,0.062892665
25929,grown,0.5,16,moments,3.9612627e-05,0.089033563,2.1851478e-05,0.062892665
25929,grown,0.5,16,diag,4.2550945e-05,0.089033563,2.2523238e-05,0.062892665
26078,grown,0.5,16,2b,0.0013284058,0.14466096,0.00018320269,0.062772309
26078,grown,0.5,16,b1,0.00032201959,0.14466096,4.1815842e-05,0.062772309
26078,grown,0.5,16,moments,7.0761227e-05,0.14466096,3.0840978e-05,0.062772309
26078,grown,0.5,16,diag,6.3500342e-05,0.14466096,2.9616689e-05,0.062772309
26274,grown,0.5,24,2b,0.0030426872,0.1796297,0.00037682407,0.10114287
26274,grown,0.5,24,b1,0.00066947199,0.1796297,7.3230631e-05,0.10114287
26274,grown,0.5,24,moments,0.00030881601,0.1796297,5.6770296e-05,0.10114287
26274,grown,0.5,24,diag,0.00025185023,0.1796297,5.5707912e-05,0.10114287
26491,grown,0.5,24,2b,0.0027785,0.64295764,0.00026315405,0.12608532
26491,grown,0.5,24,b1,0.00074359231,0.64295764,9.8416167e-05,0.12608532
26491,grown,0.5,24,moments,0.00025790286,0.64295764,5.7856682e-05,0.12608532
26491,grown,0.5,24,diag,0.00024966054,0.64295764,5.0274929e-05,0.12608532
26799,grown,0.5,24,2b,0.0012197916,0.27355881,0.00032042318,0.095061566
26799,grown,0.5,24,b1,0.00039153032,0.27355881,8.6752849e-05,0.095061566
26799,grown,0.5,24,moments,0.00017190468,0.27355881,5.3868268e-05,0.095061566
26799,grown,0.5,24,diag,0.00015375137,0.27355881,5.4472708e-05,0.095061566
26518,grown,0.5,24,2b,0.0038246588,0.67721083,0.00052259128,0.096667791
26518,grown,0.5,24,b1,0.0006788431,0.67721083,0.00011942044,0.096667791
26518,grown,0.5,24,moments,0.00017834374,0.67721083,0.00011041005,0.096667791
26518,grown,0.5,24,diag,0.00018613897,0.67721083,0.00012321016,0.096667791
26517,grown,0.5,24,2b,0.0012546742,0.37632274,0.00028778629,0.081203136
26517,grown,0.5,24,b1,0.00032901389,0.37632274,7.3296922e-05,0.081203136
26517,grown,0.5,24,moments,0.00010372586,0.37632274,3.624997e-05,0.081203136
26517,grown,0.5,24,diag,8.777075e-05,0.37632274,3.3775997e-05,0.081203136
26670,grown,0.5,24,2b,0.0034413703,0.4276784,0.00037661336,0.16601009
26670,grown,0.5,24,b1,0.0010257673,0.4276784,0.00023252958,0.16601009
26670,grown,0.5,24,moments,0.00023230529,0.4276784,8.9074284e-05,0.16601009
26670,grown,0.5,24,diag,0.00020731764,0.4276784,6.2147649e-05,0.16601009
27018,grown,0.5,32,2b,0.0025650338,0.2626606,0.00053729725,0.13236194
27018,grown,0.5,32,b1,0.00054209567,0.2626606,0.00011634969,0.13236194
27018,grown,0.5,32,moments,0.00023525418,0.2626606,6.2389497e-05,0.13236194
27018,grown,0.5,32,diag,0.00024883821,0.2626606,6.4243206e-05,0.13236194
27174,grown,0.5,32,2b,0.0033037675,0.34344918,0.00048518014,0.11762113
27174,grown,0.5,32,b1,0.00074873239,0.34344918,0.00015180117,0.11762113
27174,grown,0.5,32,moments,0.00023674774,0.34344918,0.00010519011,0.11762113
27174,grown,0.5,32,diag,0.00021391085,0.34344918,0.00010774206,0.11762113
27372,grown,0.5,32,2b,0.01323031,1.6638815,0.0013332185,0.20700757
27372,grown,0.5,32,b1,0.0022059665,1.6638815,0.0002265017,0.20700757
27372,grown,0.5,32,moments,0.00058296149,1.6638815,0.00014825276,0.20700757
27372,grown,0.5,32,diag,0.00059634585,1.6638815,0.00015072407,0.20700757
27263,grown,0.5,32,2b,0.0049467047,0.70090886,0.00060865583,0.19453766
27263,grown,0.5,32,b1,0.0011706555,0.70090886,0.00019928266,0.19453766
27263,grown,0.5,32,moments,0.00040377157,0.70090886,0.00013238482,0.19453766
27263,grown,0.5,32,diag,0.0004003937,0.70090886,0.00013428995,0.19453766
27280,grown,0.5,32,2b,0.0029622704,0.45294226,0.00041072443,0.1552896
27280,grown,0.5,32,b1,0.0010023978,0.45294226,0.00014289819,0.1552896
27280,grown,0.5,32,moments,0.00040528021,0.45294226,0.00010715799,0.1552896
27280,grown,0.5,32,diag,0.00035953726,0.45294226,9.8841154e-05,0.1552896
27390,grown,0.5,32,2b,0.0027093278,0.30706103,0.00032492863,0.12672678
27390,grown,0.5,32,b1,0.00100509,0.30706103,0.00014006812,0.12672678
27390,grown,0.5,32,moments,0.00029218887,0.30706103,8.3951219e-05,0.12672678
27390,grown,0.5,32,diag,0.00025174501,0.30706103,8.4694092e-05,0.12672678
28208,grown,0.5,8,2b,0.00015957228,0.17468403,3.1113493e-05,0.032359688
28208,grown,0.5,8,b1,0.0001096888,0.17468403,1.5376258e-05,0.032359688
28208,grown,0.5,8,moments,2.9939674e-05,0.17468403,1.388621e-05,0.032359688
28208,grown,0.5,8,diag,1.9559751e-05,0.17468403,1.3589402e-05,0.032359688
28086,grown,0.5,8,2b,0.00025490398,0.11272391,3.8690311e-05,0.046908205
28086,grown,0.5,8,b1,8.2311255e-05,0.11272391,1.7261522e-05,0.046908205
28086,grown,0.5,8,moments,2.3534727e-05,0.11272391,6.3801945e-06,0.046908205
28086,grown,0.5,8,diag,1.9623374e-05,0.11272391,5.3705995e-06,0.046908205
28170,grown,0.5,8,2b,0.00035797729,0.071853819,4.5555854e-05,0.030892194
28170,grown,0.5,8,b1,0.00010717651,0.071853819,1.7069687e-05,0.030892194
28170,grown,0.5,8,moments,2.6374158e-05,0.071853819,1.3119326e-05,0.030892194
28170,grown,0.5,8,diag,2.6269578e-05,0.071853819,1.3105468e-05,0.030892194
28203,grown,0.5,8,2b,0.00036341043,0.060029565,3.6200185e-05,0.03315652
28203,grown,0.5,8,b1,0.0001269921,0.060029565,2.0079042e-05,0.03315652
28203,grown,0.5,8,moments,1.8082394e-05,0.060029565,9.9882555e-06,0.03315652
28203,grown,0.5,8,diag,1.4977481e-05,0.060029565,1.0535501e-05,0.03315652
28749,grown,0.5,8,2b,0.0002786523,0.14150851,4.1201057e-05,0.019246279
28749,grown,0.5,8,b1,6.2284508e-05,0.14150851,1.0292407e-05,0.019246279
28749,grown,0.5,8,moments,1.6629348e-05,0.14150851,1.0261163e-05,0.019246279
28749,grown,0.5,8,diag,1.5837148e-05,0.14150851,1.1060705e-05,0.019246279
28427,grown,0.5,8,2b,0.00033826371,0.16398307,8.1521182e-05,0.02343117
28427,grown,0.5,8,b1,9.4330598e-05,0.16398307,4.07476e-05,0.02343117
28427,grown,0.5,8,moments,2.7628107e-05,0.16398307,2.8129602e-05,0.02343117
28427,grown,0.5,8,diag,1.362183e-05,0.16398307,2.9844041e-05,0.02343117
29880,grown,1,12,2b,0.00013177291,0.10668233,1.3105546e-05,0.085682053
29880,grown,1,12,b1,6.1407538e-05,0.10668233,6.7226481e-06,0.085682053
29880,grown,1,12,moments,1.8306757e-05,0.10668233,2.4262722e-06,0.085682053
29880,grown,1,12,diag,1.8146695e-05,0.10668233,2.4699941e-06,0.085682053
29897,grown,1,12,2b,3.5143378e-05,0.073078655,7.0914667e-06,0.052055557
29897,grown,1,12,b1,1.2394572e-05,0.073078655,4.1399646e-06,0.052055557
29897,grown,1,12,moments,7.9623239e-06,0.073078655,2.3340758e-06,0.052055557
29897,grown,1,12,diag,7.6880776e-06,0.073078655,2.3274069e-06,0.052055557
30029,grown,1,12,2b,0.00010491607,0.12696657,1.7042529e-05,0.062881867
30029,grown,1,12,b1,2.4517489e-05,0.12696657,7.7485976e-06,0.062881867
30029,grown,1,12,moments,9.4706759e-06,0.12696657,3.5799704e-06,0.062881867
30029,grown,1,12,diag,8.6347283e-06,0.12696657,3.5648054e-06,0.062881867
30723,grown,1,12,2b,5.9659818e-05,0.093953443,1.854307e-05,0.045366165
30723,grown,1,12,b1,2.6477413e-05,0.093953443,6.5813129e-06,0.045366165
30723,grown,1,12,moments,1.0303439e-05,0.093953443,4.5639923e-06,0.045366165
30723,grown,1,12,diag,9.2677544e-06,0.093953443,4.4345426e-06,0.045366165
30850,grown,1,12,2b,0.00020413918,0.16768818,3.3365121e-05,0.080667337
30850,grown,1,12,b1,7.2389644e-05,0.16768818,7.4459226e-06,0.080667337
30850,grown,1,12,moments,1.1019175e-05,0.16768818,5.095828e-06,0.080667337
30850,grown,1,12,diag,1.0896509e-05,0.16768818,4.8022121e-06,0.080667337
30529,grown,1,12,2b,0.00010396838,0.12109095,7.3008857e-06,0.046808593
30529,grown,1,12,b1,3.4857108e-05,0.12109095,4.1004067e-06,0.046808593
30529,grown,1,12,moments,8.8937861e-06,0.12109095,2.0763511e-06,0.046808593
30529,grown,1,12,diag,9.6846043e-06,0.12109095,2.0337294e-06,0.046808593
31148,grown,1,16,2b,0.00012598284,0.13536821,1.4865815e-05,0.080050191
31148,grown,1,16,b1,5.1796397e-05,0.13536821,5.2135049e-06,0.080050191
31148,grown,1,16,moments,1.3197178e-05,0.13536821,3.256252e-06,0.080050191
31148,grown,1,16,diag,1.259865e-05,0.13536821,3.1313967e-06,0.080050191
31031,grown,1,16,2b,0.00014040238,0.15648802,1.824443e-05,0.080303154
31031,grown,1,16,b1,5.7654268e-05,0.15648802,6.2508085e-06,0.080303154
31031,grown,1,16,moments,1.3258742e-05,0.15648802,4.9972859e-06,0.080303154
31031,grown,1,16,diag,1.2422862e-05,0.15648802,5.0008299e-06,0.080303154
31993,grown,1,16,2b,0.00014324651,0.09211987,7.3666361e-06,0.0849824
31993,grown,1,16,b1,6.1762438e-05,0.09211987,6.1436091e-06,0.0849824
31993,grown,1,16,moments,2.689501e-05,0.09211987,4.0239594e-06,0.0849824
31993,grown,1,16,diag,2.6824657e-05,0.09211987,3.9705879e-06,0.0849824
31704,grown,1,16,2b,0.00017434861,0.17199007,1.9414017e-05,0.066328844
31704,grown,1,16,b1,7.9793678e-05,0.17199007,1.163864e-05,0.066328844
31704,grown,1,16,moments,2.1757974e-05,0.17199007,6.6831311e-06,0.066328844
31704,grown,1,16,diag,2.1720282e-05,0.17199007,6.4549652e-06,0.066328844
31666,grown,1,16,2b,0.00025549531,0.11743587,2.4225885e-05,0.056186562
31666,grown,1,16,b1,9.3789611e-05,0.11743587,1.0040149e-05,0.056186562
31666,grown,1,16,moments,2.5131068e-05,0.11743587,3.9250735e-06,0.056186562
31666,grown,1,16,diag,2.2692732e-05,0.11743587,3.9080935e-06,0.056186562
31559,grown,1,16,2b,0.00011358368,0.17372821,3.477523e-05,0.094839863
31559,grown,1,16,b1,6.235092e-05,0.17372821,1.3974724e-05,0.094839863
31559,grown,1,16,moments,4.1035267e-05,0.17372821,8.9296963e-06,0.094839863
31559,grown,1,16,diag,4.1986759e-05,0.17372821,8.3583791e-06,0.094839863
32322,grown,1,24,2b,0.00055120856,0.33437971,4.2584394e-05,0.11493756
32322,grown,1,24,b1,0.00011422842,0.33437971,1.5916168e-05,0.11493756
32322,grown,1,24,moments,3.5461928e-05,0.33437971,9.3872217e-06,0.11493756
32322,grown,1,24,diag,3.343271e-05,0.33437971,9.4937905e-06,0.11493756
32248,grown,1,24,2b,0.0002647373,0.30817674,6.0228192e-05,0.1442821
32248,grown,1,24,b1,0.00015827781,0.30817674,2.2677876e-05,0.1442821
32248,grown,1,24,moments,5.3727589e-05,0.30817674,1.3525382e-05,0.1442821
