cfg,family,param,P,stage,err2_lin,true2_lin,err2_ang,true2_ang
9459,grown,0.1,32,diag,0.0032914765,0.36563937,0.00091689425,0.12064747
9468,grown,0.1,32,2b,0.02100315,0.49055307,0.003843388,0.11294205
9468,grown,0.1,32,b1,0.0059422383,0.49055307,0.0013261551,0.11294205
9468,grown,0.1,32,moments,0.0022363379,0.49055307,0.00087034025,0.11294205
9468,grown,0.1,32,diag,0.0015757655,0.49055307,0.00072884615,0.11294205
9289,grown,0.1,32,2b,0.032078151,0.46874843,0.0039338841,0.12162201
9289,grown,0.1,32,b1,0.0095692666,0.46874843,0.0011532652,0.12162201
9289,grown,0.1,32,moments,0.0042741813,0.46874843,0.00070338255,0.12162201
9289,grown,0.1,32,diag,0.0038804314,0.46874843,0.00069094091,0.12162201
9684,grown,0.1,32,2b,0.033620672,0.35563531,0.0034665769,0.09473045
9684,grown,0.1,32,b1,0.0079757514,0.35563531,0.00105934,0.09473045
9684,grown,0.1,32,moments,0.0026978999,0.35563531,0.00085000576,0.09473045
9684,grown,0.1,32,diag,0.002462979,0.35563531,0.00062444183,0.09473045
9474,grown,0.1,32,2b,0.027085045,0.46132679,0.0037858777,0.10637584
9474,grown,0.1,32,b1,0.0095590804,0.46132679,0.0018494789,0.10637584
9474,grown,0.1,32,moments,0.003340431,0.46132679,0.0015857452,0.10637584
9474,grown,0.1,32,diag,0.0032460264,0.46132679,0.0010379364,0.10637584
9682,grown,0.1,32,2b,0.022549861,0.34753684,0.0025732026,0.11727534
9682,grown,0.1,32,b1,0.003902814,0.34753684,0.00087089685,0.11727534
9682,grown,0.1,32,moments,0.0019435226,0.34753684,0.00067129036,0.11727534
9682,grown,0.1,32,diag,0.0016564654,0.34753684,0.00054794879,0.11727534
9904,grown,0.1,8,2b,0.0014623875,0.13827942,0.00031381972,0.01856185
9904,grown,0.1,8,b1,0.00034483638,0.13827942,9.1769259e-05,0.01856185
9904,grown,0.1,8,moments,0.00019079553,0.13827942,0.00010256465,0.01856185
9904,grown,0.1,8,diag,0.00015602351,0.13827942,0.00010907702,0.01856185
10013,grown,0.1,8,2b,0.0060243188,0.14016558,0.00099620119,0.024301378
10013,grown,0.1,8,b1,0.0016003553,0.14016558,0.0003681375,0.024301378
10013,grown,0.1,8,moments,0.00032877939,0.14016558,0.00033059849,0.024301378
10013,grown,0.1,8,diag,0.00025019173,0.14016558,0.00033588558,0.024301378
