op,N,phi,mean,std,n,expected,metric
M_rpy,90,0.025,1.2186,0.10574,10,10,prmse_lin
M_rpy,90,0.05,2.4542,0.13027,10,10,prmse_lin
M_rpy,90,0.1,4.3235,0.22129,10,10,prmse_lin
M_rpy,90,0.15,6.0953,0.36777,10,10,prmse_lin
M_rpy,100,0.025,1.2318,0.16177,10,10,prmse_lin
M_rpy,100,0.05,2.1389,0.12102,10,10,prmse_lin
M_rpy,100,0.1,4.1796,0.20278,10,10,prmse_lin
M_rpy,100,0.15,6.0135,0.27803,10,10,prmse_lin
M_rpy,120,0.025,1.1969,0.11411,10,10,prmse_lin
M_rpy,120,0.05,2.3011,0.14993,10,10,prmse_lin
M_rpy,120,0.1,4.2782,0.22726,10,10,prmse_lin
M_rpy,120,0.15,6.0576,0.1974,10,10,prmse_lin
M_rpy,140,0.025,1.1699,0.096198,10,10,prmse_lin
M_rpy,140,0.05,2.1708,0.13341,10,10,prmse_lin
M_rpy,140,0.1,4.1907,0.15215,10,10,prmse_lin
M_rpy,140,0.15,6.0914,0.23666,10,10,prmse_lin
M_rpy,160,0.025,1.1356,0.11489,10,10,prmse_lin
M_rpy,160,0.05,2.0841,0.13015,10,10,prmse_lin
M_rpy,160,0.1,4.1368,0.17648,10,10,prmse_lin
M_rpy,160,0.15,5.9607,0.22685,10,10,prmse_lin
M_rpy,180,0.025,1.1458,0.049853,10,10,prmse_lin
M_rpy,180,0.05,2.0274,0.094927,10,10,prmse_lin
M_rpy,180,0.1,4.027,0.11016,10,10,prmse_lin
M_rpy,180,0.15,5.9013,0.16698,10,10,prmse_lin
M_rpy,200,0.025,1.127,0.072325,10,10,prmse_lin
M_rpy,200,0.05,2.0734,0.085193,10,10,prmse_lin
M_rpy,200,0.075,3.2129,0.11738,10,10,prmse_lin
M_rpy,200,0.1,4.0163,0.15805,10,10,prmse_lin
M_rpy,200,0.125,5.0784,0.14691,10,10,prmse_lin
M_rpy,200,0.15,5.9651,0.14514,10,10,prmse_lin
M_rpy,200,0.175,6.8526,0.19664,10,10,prmse_lin
M_rpy,200,0.2,7.7353,0.25853,10,10,prmse_lin
M_rpy,300,0.025,1.0687,0.058547,10,10,prmse_lin
M_rpy,300,0.05,2.015,0.066277,10,10,prmse_lin
M_rpy,300,0.1,3.8692,0.13653,10,10,prmse_lin
M_rpy,300,0.15,5.8055,0.10014,10,10,prmse_lin
NeMO,20,0.025,0.42562,0.079812,10,10,prmse_lin
NeMO,20,0.05,0.67808,0.10217,10,10,prmse_lin
NeMO,20,0.1,0.66108,0.11725,10,10,prmse_lin
NeMO,20,0.15,0.87183,0.098089,10,10,prmse_lin
NeMO,30,0.025,0.43586,0.061313,10,10,prmse_lin
NeMO,30,0.05,0.66069,0.063017,10,10,prmse_lin
NeMO,30,0.1,0.86229,0.1016,10,10,prmse_lin
NeMO,30,0.15,0.84337,0.098967,10,10,prmse_lin
NeMO,40,0.025,0.47254,0.064197,10,10,prmse_lin
NeMO,40,0.05,0.67258,0.059978,10,10,prmse_lin
NeMO,40,0.1,1.0088,0.060298,10,10,prmse_lin
NeMO,40,0.15,1.0391,0.06653,10,10,prmse_lin
NeMO,50,0.025,0.50224,0.080994,10,10,prmse_lin
NeMO,50,0.05,0.74577,0.12972,10,10,prmse_lin
NeMO,50,0.1,1.0215,0.047148,10,10,prmse_lin
NeMO,50,0.15,1.2246,0.095554,10,10,prmse_lin
NeMO,60,0.025,0.49639,0.058832,10,10,prmse_lin
NeMO,60,0.05,0.74486,0.051729,10,10,prmse_lin
NeMO,60,0.1,1.0444,0.084579,10,10,prmse_lin
NeMO,60,0.15,1.3131,0.065157,10,10,prmse_lin
NeMO,70,0.025,0.55123,0.054269,10,10,prmse_lin
NeMO,70,0.05,0.72664,0.077487,10,10,prmse_lin
NeMO,70,0.1,1.0589,0.071015,10,10,prmse_lin
NeMO,70,0.15,1.2919,0.082847,10,10,prmse_lin
NeMO,80,0.025,0.51152,0.047036,10,10,prmse_lin
NeMO,80,0.05,0.80993,0.08885,10,10,prmse_lin
NeMO,80,0.1,1.1021,0.083721,10,10,prmse_lin
NeMO,80,0.15,1.3838,0.08468,10,10,prmse_lin
NeMO,90,0.025,0.56076,0.058376,10,10,prmse_lin
NeMO,90,0.05,0.88333,0.065059,10,10,prmse_lin
NeMO,90,0.1,1.1824,0.080435,10,10,prmse_lin
NeMO,90,0.15,1.4606,0.090121,10,10,prmse_lin
NeMO,100,0.025,0.56856,0.067869,10,10,prmse_lin
NeMO,100,0.05,0.78195,0.069126,10,10,prmse_lin
NeMO,100,0.1,1.2348,0.059053,10,10,prmse_lin
NeMO,100,0.15,1.4835,0.063741,10,10,prmse_lin
NeMO,120,0.025,0.57139,0.072011,10,10,prmse_lin
NeMO,120,0.05,0.96392,0.087205,10,10,prmse_lin
NeMO,120,0.1,1.3636,0.070838,10,10,prmse_lin
NeMO,120,0.15,1.8344,0.10509,10,10,prmse_lin
NeMO,140,0.025,0.63866,0.047701,10,10,prmse_lin
NeMO,140,0.05,0.97343,0.04546,10,10,prmse_lin
NeMO,140,0.1,1.5069,0.10827,10,10,prmse_lin
NeMO,140,0.15,1.9729,0.12505,10,10,prmse_lin
NeMO,160,0.025,0.63051,0.050571,10,10,prmse_lin
NeMO,160,0.05,1.032,0.064096,10,10,prmse_lin
NeMO,160,0.1,1.5967,0.074243,10,10,prmse_lin
NeMO,160,0.15,2.0763,0.095056,10,10,prmse_lin
NeMO,180,0.025,0.6517,0.035244,10,10,prmse_lin
NeMO,180,0.05,1.0281,0.069244,10,10,prmse_lin
NeMO,180,0.1,1.6689,0.11282,10,10,prmse_lin
NeMO,180,0.15,2.2729,0.068707,10,10,prmse_lin
NeMO,200,0.025,0.65784,0.04641,10,10,prmse_lin
NeMO,200,0.05,1.0834,0.072737,10,10,prmse_lin
NeMO,200,0.075,1.5029,0.088334,10,10,prmse_lin
NeMO,200,0.1,1.7253,0.061225,10,10,prmse_lin
NeMO,200,0.125,2.1147,0.079948,10,10,prmse_lin
NeMO,200,0.15,2.4273,0.13431,10,10,prmse_lin
NeMO,200,0.175,2.7395,0.12097,10,10,prmse_lin
NeMO,200,0.2,3.1909,0.15435,10,10,prmse_lin
NeMO,300,0.025,0.69917,0.037909,10,10,prmse_lin
NeMO,300,0.05,1.2314,0.052853,10,10,prmse_lin
NeMO,300,0.1,2.0543,0.10215,10,10,prmse_lin
NeMO,300,0.15,2.9057,0.070784,10,10,prmse_lin
NeMO,500,0.025,0.72772,0.020375,10,10,prmse_lin
NeMO,500,0.05,1.3277,0.038155,10,10,prmse_lin
NeMO,500,0.1,2.4529,0.073286,10,10,prmse_lin
NeMO,500,0.15,3.4104,0.045725,10,10,prmse_lin
NeMO,1000,0.025,0.7751,0.014919,5,5,prmse_lin
NeMO,1000,0.05,1.4539,0.029763,5,5,prmse_lin
NeMO,1000,0.1,2.8035,0.036719,5,5,prmse_lin
NeMO,1000,0.15,4.0785,0.1127,5,5,prmse_lin
NeMO,1500,0.025,0.77916,0.016209,5,5,prmse_lin
NeMO,1500,0.05,1.4974,0.011803,5,5,prmse_lin
NeMO,1500,0.1,2.9046,0.039252,5,5,prmse_lin
NeMO,1500,0.15,4.3387,0.03272,5,5,prmse_lin
NeMO,2000,0.025,0.79103,0.021436,3,3,prmse_lin
NeMO,2000,0.05,1.5635,0.021887,3,3,prmse_lin
NeMO,2000,0.1,2.9834,0.050036,3,3,prmse_lin
NeMO,2000,0.15,4.4825,0.028755,3,3,prmse_lin
NeMO,2500,0.025,0.80465,0.0049513,3,3,prmse_lin
NeMO,2500,0.05,1.5512,0.012278,3,3,prmse_lin
NeMO,2500,0.1,3.0317,0.013455,3,3,prmse_lin
NeMO,2500,0.15,4.5415,0.055798,3,3,prmse_lin
NeMO,3000,0.025,0.78874,0.0029251,3,3,prmse_lin
NeMO,3000,0.05,1.5501,0.034099,3,3,prmse_lin
NeMO,3000,0.1,3.0919,0.046446,3,3,prmse_lin
NeMO,3000,0.15,4.5991,0.019987,3,3,prmse_lin
NeMO,5000,0.025,0.80141,0.0062664,3,3,prmse_lin
NeMO,5000,0.05,1.5958,0.013022,3,3,prmse_lin
NeMO,5000,0.1,3.1484,0.018051,3,3,prmse_lin
NeMO,5000,0.15,4.769,0.004849,3,3,prmse_lin
NeMO,7500,0.025,0.80063,0.011995,3,3,prmse_lin
NeMO,7500,0.05,1.5843,0.016617,3,3,prmse_lin
NeMO,7500,0.1,3.2153,0.021806,3,3,prmse_lin
NeMO,7500,0.15,4.8358,0.0039517,3,3,prmse_lin
NeMO,10000,0.025,0.79125,0.0051255,3,3,prmse_lin
NeMO,10000,0.05,1.6036,0.0027073,3,3,prmse_lin
NeMO,10000,0.1,3.211,0.0034871,3,3,prmse_lin
NeMO,10000,0.15,4.901,0.018041,3,3,prmse_lin
NeMO,20000,0.1,3.2609,0.00278,2,2,prmse_lin
NeMO,30000,0.1,3.2736,0.004355,2,2,prmse_lin
NeMO + FTS,20,0.025,0.17474,0.084652,10,10,prmse_lin
NeMO + FTS,20,0.05,0.33115,0.11704,10,10,prmse_lin
NeMO + FTS,20,0.1,0.48271,0.095125,10,10,prmse_lin
NeMO + FTS,20,0.15,0.69402,0.098803,10,10,prmse_lin
NeMO + FTS,30,0.025,0.14262,0.029422,10,10,prmse_lin
NeMO + FTS,30,0.05,0.23951,0.054217,10,10,prmse_lin
NeMO + FTS,30,0.1,0.49974,0.094198,10,10,prmse_lin
NeMO + FTS,30,0.15,0.61333,0.094052,10,10,prmse_lin
NeMO + FTS,40,0.025,0.13949,0.043717,10,10,prmse_lin
NeMO + FTS,40,0.05,0.24471,0.053798,10,10,prmse_lin
NeMO + FTS,40,0.1,0.44822,0.054653,10,10,prmse_lin
NeMO + FTS,40,0.15,0.62432,0.064863,10,10,prmse_lin
NeMO + FTS,50,0.025,0.12481,0.042961,10,10,prmse_lin
NeMO + FTS,50,0.05,0.26565,0.066556,10,10,prmse_lin
NeMO + FTS,50,0.1,0.42817,0.056579,10,10,prmse_lin
NeMO + FTS,50,0.15,0.63032,0.070821,10,10,prmse_lin
NeMO + FTS,60,0.025,0.12287,0.036205,10,10,prmse_lin
NeMO + FTS,60,0.05,0.2226,0.030137,10,10,prmse_lin
NeMO + FTS,60,0.1,0.43379,0.053864,10,10,prmse_lin
NeMO + FTS,60,0.15,0.59292,0.075381,10,10,prmse_lin
NeMO + FTS,70,0.025,0.1351,0.028748,10,10,prmse_lin
NeMO + FTS,70,0.05,0.21253,0.046633,10,10,prmse_lin
NeMO + FTS,70,0.1,0.41155,0.037002,10,10,prmse_lin
NeMO + FTS,70,0.15,0.5779,0.060804,10,10,prmse_lin
NeMO + FTS,80,0.025,0.13189,0.032056,10,10,prmse_lin
NeMO + FTS,80,0.05,0.22084,0.034297,10,10,prmse_lin
NeMO + FTS,80,0.1,0.39123,0.030535,10,10,prmse_lin
NeMO + FTS,80,0.15,0.57664,0.059008,10,10,prmse_lin
NeMO + FTS,90,0.025,0.12614,0.035865,10,10,prmse_lin
NeMO + FTS,90,0.05,0.21855,0.029216,10,10,prmse_lin
NeMO + FTS,90,0.1,0.3722,0.044027,10,10,prmse_lin
NeMO + FTS,90,0.15,0.54842,0.028005,10,10,prmse_lin
NeMO + FTS,100,0.025,0.11361,0.02482,10,10,prmse_lin
NeMO + FTS,100,0.05,0.18065,0.022487,10,10,prmse_lin
NeMO + FTS,100,0.1,0.3651,0.028814,10,10,prmse_lin
NeMO + FTS,100,0.15,0.52471,0.029598,10,10,prmse_lin
NeMO + FTS,120,0.025,0.10747,0.028711,10,10,prmse_lin
NeMO + FTS,120,0.05,0.19997,0.03464,10,10,prmse_lin
NeMO + FTS,120,0.1,0.36272,0.020581,10,10,prmse_lin
NeMO + FTS,120,0.15,0.51283,0.046438,10,10,prmse_lin
NeMO + FTS,140,0.025,0.10111,0.016422,10,10,prmse_lin
NeMO + FTS,140,0.05,0.17675,0.019281,10,10,prmse_lin
NeMO + FTS,140,0.1,0.33883,0.022675,10,10,prmse_lin
NeMO + FTS,140,0.15,0.48773,0.028756,10,10,prmse_lin
NeMO + FTS,160,0.025,0.09013,0.015415,10,10,prmse_lin
NeMO + FTS,160,0.05,0.17222,0.023055,10,10,prmse_lin
NeMO + FTS,160,0.1,0.32634,0.018414,10,10,prmse_lin
NeMO + FTS,160,0.15,0.45227,0.037,10,10,prmse_lin
NeMO + FTS,180,0.025,0.094759,0.012258,10,10,prmse_lin
NeMO + FTS,180,0.05,0.16865,0.014038,10,10,prmse_lin
NeMO + FTS,180,0.1,0.31479,0.03855,10,10,prmse_lin
NeMO + FTS,180,0.15,0.45434,0.023448,10,10,prmse_lin
NeMO + FTS,200,0.025,0.10279,0.016662,10,10,prmse_lin
NeMO + FTS,200,0.05,0.16802,0.021826,10,10,prmse_lin
NeMO + FTS,200,0.075,0.2432,0.013658,10,10,prmse_lin
NeMO + FTS,200,0.1,0.30727,0.025262,10,10,prmse_lin
NeMO + FTS,200,0.125,0.36565,0.016343,10,10,prmse_lin
NeMO + FTS,200,0.15,0.44988,0.02499,10,10,prmse_lin
NeMO + FTS,200,0.175,0.51283,0.018507,10,10,prmse_lin
NeMO + FTS,200,0.2,0.57292,0.043093,10,10,prmse_lin
SD,200,0.025,2.158,0.22326,10,10,prmse_lin
SD,200,0.05,4.8815,0.34785,10,10,prmse_lin
SD,200,0.075,8.8105,0.25762,10,10,prmse_lin
SD,200,0.1,11.872,0.48945,10,10,prmse_lin
SD,200,0.125,15.254,0.3934,10,10,prmse_lin
SD,200,0.15,18.913,0.37563,10,10,prmse_lin
SD,200,0.175,22.127,0.46622,10,10,prmse_lin
SD,200,0.2,25.178,0.42832,10,10,prmse_lin
SD_Minf,200,0.025,0.075859,0.0090076,10,10,prmse_lin
SD_Minf,200,0.05,0.13269,0.020987,10,10,prmse_lin
SD_Minf,200,0.075,0.21389,0.016079,10,10,prmse_lin
SD_Minf,200,0.1,0.27268,0.024412,10,10,prmse_lin
SD_Minf,200,0.125,0.36777,0.022183,10,10,prmse_lin
SD_Minf,200,0.15,0.50126,0.033368,10,10,prmse_lin
SD_Minf,200,0.175,0.6198,0.04669,10,10,prmse_lin
SD_Minf,200,0.2,0.76873,0.054092,10,10,prmse_lin
HIGNN_2b,20,0.025,12.771,3.0304,10,10,prmse_fluct
HIGNN_2b,20,0.05,18.551,2.5734,10,10,prmse_fluct
HIGNN_2b,20,0.1,32.527,3.1927,10,10,prmse_fluct
HIGNN_2b,20,0.15,48.5,4.9016,10,10,prmse_fluct
HIGNN_2b,30,0.025,9.788,1.0936,10,10,prmse_fluct
HIGNN_2b,30,0.05,15.464,2.1727,10,10,prmse_fluct
HIGNN_2b,30,0.1,29.242,4.3558,10,10,prmse_fluct
HIGNN_2b,30,0.15,44.023,4.7109,10,10,prmse_fluct
HIGNN_2b,40,0.025,9.2895,1.0137,10,10,prmse_fluct
HIGNN_2b,40,0.05,14.552,1.5653,10,10,prmse_fluct
HIGNN_2b,40,0.1,26.53,2.4576,10,10,prmse_fluct
HIGNN_2b,40,0.15,44.553,3.4147,10,10,prmse_fluct
HIGNN_2b,50,0.025,8.6077,1.1597,10,10,prmse_fluct
HIGNN_2b,50,0.05,14.067,1.7038,10,10,prmse_fluct
HIGNN_2b,50,0.1,27.302,2.5672,10,10,prmse_fluct
HIGNN_2b,50,0.15,40.459,3.1303,10,10,prmse_fluct
HIGNN_2b,60,0.025,7.6134,0.88029,10,10,prmse_fluct
HIGNN_2b,60,0.05,13.405,1.0988,10,10,prmse_fluct
HIGNN_2b,60,0.1,26.282,2.1411,10,10,prmse_fluct
HIGNN_2b,60,0.15,41.028,3.6075,10,10,prmse_fluct
HIGNN_2b,70,0.025,7.7254,0.71428,10,10,prmse_fluct
HIGNN_2b,70,0.05,12.988,0.98107,10,10,prmse_fluct
HIGNN_2b,70,0.1,24.799,1.7031,10,10,prmse_fluct
HIGNN_2b,70,0.15,37.777,1.374,10,10,prmse_fluct
HIGNN_2b,80,0.025,7.3263,1.3281,10,10,prmse_fluct
HIGNN_2b,80,0.05,12.369,1.1367,10,10,prmse_fluct
HIGNN_2b,80,0.1,24.221,1.2629,10,10,prmse_fluct
HIGNN_2b,80,0.15,38.262,2.4369,10,10,prmse_fluct
HIGNN_2b,90,0.025,7.3405,1.0169,10,10,prmse_fluct
HIGNN_2b,90,0.05,13.039,0.85416,10,10,prmse_fluct
HIGNN_2b,90,0.1,24.006,1.1573,10,10,prmse_fluct
HIGNN_2b,90,0.15,38.142,2.3954,10,10,prmse_fluct
HIGNN_2b,100,0.025,6.8735,0.60076,10,10,prmse_fluct
HIGNN_2b,100,0.05,11.232,0.61468,10,10,prmse_fluct
HIGNN_2b,100,0.1,23.62,1.2604,10,10,prmse_fluct
HIGNN_2b,100,0.15,36.112,1.5808,10,10,prmse_fluct
HIGNN_2b,120,0.025,6.4731,0.83944,10,10,prmse_fluct
HIGNN_2b,120,0.05,11.848,0.55602,10,10,prmse_fluct
HIGNN_2b,120,0.1,23.791,1.0034,10,10,prmse_fluct
HIGNN_2b,120,0.15,37.156,1.631,10,10,prmse_fluct
HIGNN_2b,140,0.025,6.2688,0.45693,10,10,prmse_fluct
HIGNN_2b,140,0.05,11.076,0.4296,10,10,prmse_fluct
HIGNN_2b,140,0.1,23.222,1.139,10,10,prmse_fluct
HIGNN_2b,140,0.15,36.261,1.5666,10,10,prmse_fluct
HIGNN_2b,160,0.025,5.9803,0.44916,10,10,prmse_fluct
HIGNN_2b,160,0.05,11.066,0.648,10,10,prmse_fluct
HIGNN_2b,160,0.1,22.547,0.87709,10,10,prmse_fluct
HIGNN_2b,160,0.15,34.852,1.3562,10,10,prmse_fluct
HIGNN_2b,180,0.025,5.8115,0.36315,10,10,prmse_fluct
HIGNN_2b,180,0.05,10.34,0.35774,10,10,prmse_fluct
HIGNN_2b,180,0.1,21.654,0.85723,10,10,prmse_fluct
HIGNN_2b,180,0.15,34.701,1.0387,10,10,prmse_fluct
HIGNN_2b,200,0.025,5.798,0.33427,10,10,prmse_fluct
HIGNN_2b,200,0.05,10.513,0.39049,10,10,prmse_fluct
HIGNN_2b,200,0.1,21.711,0.61449,10,10,prmse_fluct
HIGNN_2b,200,0.15,34.774,1.1675,10,10,prmse_fluct
HIGNN_2b,300,0.025,5.2215,0.19539,10,10,prmse_fluct
HIGNN_2b,300,0.05,10.11,0.39166,10,10,prmse_fluct
HIGNN_2b,300,0.1,20.502,0.79728,10,10,prmse_fluct
HIGNN_2b,300,0.15,33.063,0.74746,10,10,prmse_fluct
HIGNN_2b,500,0.025,4.7227,0.18274,10,10,prmse_fluct
HIGNN_2b,500,0.05,9.2959,0.18646,10,10,prmse_fluct
HIGNN_2b,500,0.1,19.984,0.48573,10,10,prmse_fluct
HIGNN_2b,500,0.15,31.128,0.57697,10,10,prmse_fluct
HIGNN_2b,1000,0.025,4.3034,0.033347,5,5,prmse_fluct
HIGNN_2b,1000,0.05,8.6552,0.16889,5,5,prmse_fluct
HIGNN_2b,1000,0.1,18.815,0.23749,5,5,prmse_fluct
HIGNN_2b,1000,0.15,30.37,0.89643,5,5,prmse_fluct
HIGNN_2b,1500,0.025,4.1107,0.055509,5,5,prmse_fluct
HIGNN_2b,1500,0.05,8.4207,0.064641,5,5,prmse_fluct
HIGNN_2b,1500,0.1,18.123,0.14524,5,5,prmse_fluct
HIGNN_2b,1500,0.15,29.621,0.18246,5,5,prmse_fluct
HIGNN_2b,2000,0.025,4.0023,0.064608,3,3,prmse_fluct
HIGNN_2b,2000,0.05,8.3942,0.1044,3,3,prmse_fluct
HIGNN_2b,2000,0.1,17.735,0.17159,3,3,prmse_fluct
HIGNN_2b,2000,0.15,29.113,0.242,3,3,prmse_fluct
HIGNN_2b,2500,0.025,4.0342,0.023591,3,3,prmse_fluct
HIGNN_2b,2500,0.05,8.1563,0.041223,3,3,prmse_fluct
HIGNN_2b,2500,0.1,17.554,0.14545,3,3,prmse_fluct
HIGNN_2b,2500,0.15,28.719,0.23053,3,3,prmse_fluct
HIGNN_2b,3000,0.025,3.8942,0.018325,3,3,prmse_fluct
HIGNN_2b,3000,0.05,8.0433,0.1549,3,3,prmse_fluct
HIGNN_2b,3000,0.1,17.625,0.23641,3,3,prmse_fluct
HIGNN_2b,3000,0.15,28.494,0.077911,3,3,prmse_fluct
HIGNN_2b,5000,0.025,3.8902,0.042446,3,3,prmse_fluct
HIGNN_2b,5000,0.05,7.9504,0.06417,3,3,prmse_fluct
HIGNN_2b,5000,0.1,17.176,0.12937,3,3,prmse_fluct
HIGNN_2b,5000,0.15,27.994,0.12051,3,3,prmse_fluct
HIGNN_2b,7500,0.025,3.8036,0.042316,3,3,prmse_fluct
HIGNN_2b,7500,0.05,7.849,0.069842,3,3,prmse_fluct
HIGNN_2b,7500,0.1,17.024,0.10117,3,3,prmse_fluct
HIGNN_2b,7500,0.15,27.564,0.12449,3,3,prmse_fluct
HIGNN_2b,10000,0.025,3.7471,0.008335,3,3,prmse_fluct
HIGNN_2b,10000,0.05,7.8067,0.010164,3,3,prmse_fluct
HIGNN_2b,10000,0.1,16.789,0.065818,3,3,prmse_fluct
HIGNN_2b,10000,0.15,27.507,0.037688,3,3,prmse_fluct
HIGNN_2b,20000,0.1,16.615,0.0036,2,2,prmse_fluct
HIGNN_2b,30000,0.1,16.555,0.01975,2,2,prmse_fluct
HIGNN_full,20,0.025,6.4911,0.71377,10,10,prmse_fluct
HIGNN_full,20,0.05,10.691,2.7437,10,10,prmse_fluct
HIGNN_full,20,0.1,14.878,2.3536,10,10,prmse_fluct
HIGNN_full,20,0.15,20.8,2.7148,10,10,prmse_fluct
HIGNN_full,30,0.025,6.0481,0.70199,10,10,prmse_fluct
HIGNN_full,30,0.05,10.217,1.1451,10,10,prmse_fluct
HIGNN_full,30,0.1,18.626,2.727,10,10,prmse_fluct
HIGNN_full,30,0.15,25.795,3.2717,10,10,prmse_fluct
HIGNN_full,40,0.025,6.5082,0.76101,10,10,prmse_fluct
HIGNN_full,40,0.05,11.078,1.2705,10,10,prmse_fluct
HIGNN_full,40,0.1,20.385,1.8852,10,10,prmse_fluct
HIGNN_full,40,0.15,29.887,3.3938,10,10,prmse_fluct
HIGNN_full,50,0.025,6.0673,0.68254,10,10,prmse_fluct
HIGNN_full,50,0.05,10.931,1.4773,10,10,prmse_fluct
HIGNN_full,50,0.1,21.609,2.2816,10,10,prmse_fluct
HIGNN_full,50,0.15,29.55,2.7246,10,10,prmse_fluct
HIGNN_full,60,0.025,5.7253,0.8402,10,10,prmse_fluct
HIGNN_full,60,0.05,10.504,0.47816,10,10,prmse_fluct
HIGNN_full,60,0.1,20.932,1.7816,10,10,prmse_fluct
HIGNN_full,60,0.15,32.482,2.489,10,10,prmse_fluct
HIGNN_full,70,0.025,5.8038,0.43475,10,10,prmse_fluct
HIGNN_full,70,0.05,10.398,0.74835,10,10,prmse_fluct
HIGNN_full,70,0.1,20.91,1.3489,10,10,prmse_fluct
HIGNN_full,70,0.15,30.253,1.5479,10,10,prmse_fluct
HIGNN_full,80,0.025,5.5074,0.55964,10,10,prmse_fluct
HIGNN_full,80,0.05,10.459,0.8695,10,10,prmse_fluct
HIGNN_full,80,0.1,20.778,1.1274,10,10,prmse_fluct
HIGNN_full,80,0.15,31.622,1.9802,10,10,prmse_fluct
HIGNN_full,90,0.025,5.5508,0.40298,10,10,prmse_fluct
HIGNN_full,90,0.05,11.151,0.72727,10,10,prmse_fluct
HIGNN_full,90,0.1,21.022,0.92931,10,10,prmse_fluct
HIGNN_full,90,0.15,32.803,1.8872,10,10,prmse_fluct
HIGNN_full,100,0.025,5.5906,0.52347,10,10,prmse_fluct
HIGNN_full,100,0.05,9.7922,0.70181,10,10,prmse_fluct
HIGNN_full,100,0.1,20.991,1.1073,10,10,prmse_fluct
HIGNN_full,100,0.15,31.146,1.4133,10,10,prmse_fluct
HIGNN_full,120,0.025,5.2721,0.56398,10,10,prmse_fluct
HIGNN_full,120,0.05,10.615,0.55088,10,10,prmse_fluct
HIGNN_full,120,0.1,21.44,1.1078,10,10,prmse_fluct
HIGNN_full,120,0.15,33.795,1.7555,10,10,prmse_fluct
HIGNN_full,140,0.025,5.3387,0.33731,10,10,prmse_fluct
HIGNN_full,140,0.05,10.196,0.3248,10,10,prmse_fluct
HIGNN_full,140,0.1,21.614,1.2223,10,10,prmse_fluct
HIGNN_full,140,0.15,33.036,1.2197,10,10,prmse_fluct
HIGNN_full,160,0.025,5.1762,0.3754,10,10,prmse_fluct
HIGNN_full,160,0.05,10.276,0.5431,10,10,prmse_fluct
HIGNN_full,160,0.1,21.142,0.87055,10,10,prmse_fluct
HIGNN_full,160,0.15,32.394,1.2084,10,10,prmse_fluct
HIGNN_full,180,0.025,5.1258,0.16448,10,10,prmse_fluct
HIGNN_full,180,0.05,9.5859,0.36676,10,10,prmse_fluct
HIGNN_full,180,0.1,20.474,0.8065,10,10,prmse_fluct
HIGNN_full,180,0.15,32.769,0.95731,10,10,prmse_fluct
HIGNN_full,200,0.025,5.027,0.28339,10,10,prmse_fluct
HIGNN_full,200,0.05,9.8281,0.4405,10,10,prmse_fluct
HIGNN_full,200,0.1,20.687,0.56761,10,10,prmse_fluct
HIGNN_full,200,0.15,32.951,1.3065,10,10,prmse_fluct
HIGNN_full,300,0.025,4.714,0.19069,10,10,prmse_fluct
HIGNN_full,300,0.05,9.6598,0.35105,10,10,prmse_fluct
HIGNN_full,300,0.1,19.894,0.8261,10,10,prmse_fluct
HIGNN_full,300,0.15,31.921,0.77726,10,10,prmse_fluct
HIGNN_full,500,0.025,4.4271,0.14347,10,10,prmse_fluct
HIGNN_full,500,0.05,9.0542,0.18787,10,10,prmse_fluct
HIGNN_full,500,0.1,19.594,0.46203,10,10,prmse_fluct
HIGNN_full,500,0.15,30.72,0.58079,10,10,prmse_fluct
HIGNN_full,1000,0.025,4.1721,0.044248,5,5,prmse_fluct
HIGNN_full,1000,0.05,8.5195,0.14523,5,5,prmse_fluct
HIGNN_full,1000,0.1,18.668,0.18732,5,5,prmse_fluct
HIGNN_full,1000,0.15,30.164,0.90543,5,5,prmse_fluct
HIGNN_full,1500,0.025,4.0431,0.051678,5,5,prmse_fluct
HIGNN_full,1500,0.05,8.3355,0.062371,5,5,prmse_fluct
HIGNN_full,1500,0.1,18.04,0.14205,5,5,prmse_fluct
HIGNN_full,1500,0.15,29.513,0.18229,5,5,prmse_fluct
HIGNN_full,2000,0.025,3.9523,0.067449,3,3,prmse_fluct
HIGNN_full,2000,0.05,8.3367,0.086233,3,3,prmse_fluct
HIGNN_full,2000,0.1,17.692,0.16989,3,3,prmse_fluct
HIGNN_full,2000,0.15,29.05,0.23666,3,3,prmse_fluct
HIGNN_full,2500,0.025,3.9916,0.026409,3,3,prmse_fluct
HIGNN_full,2500,0.05,8.1236,0.042358,3,3,prmse_fluct
HIGNN_full,2500,0.1,17.511,0.15245,3,3,prmse_fluct
HIGNN_full,2500,0.15,28.707,0.19876,3,3,prmse_fluct
HIGNN_full,3000,0.025,3.8598,0.02622,3,3,prmse_fluct
HIGNN_full,3000,0.05,8.0155,0.15504,3,3,prmse_fluct
HIGNN_full,3000,0.1,17.602,0.23463,3,3,prmse_fluct
HIGNN_full,3000,0.15,28.473,0.084379,3,3,prmse_fluct
HIGNN_full,5000,0.025,3.8682,0.040038,3,3,prmse_fluct
HIGNN_full,5000,0.05,7.9321,0.059992,3,3,prmse_fluct
HIGNN_full,5000,0.1,17.162,0.12511,3,3,prmse_fluct
HIGNN_full,5000,0.15,27.984,0.11739,3,3,prmse_fluct
HIGNN_full,7500,0.025,3.7888,0.043494,3,3,prmse_fluct
HIGNN_full,7500,0.05,7.8387,0.065464,3,3,prmse_fluct
