op,mean_dev_mfs,max_dev_mfs,final_dev_mfs,mean_dev_mfs_y>-400,max_dev_mfs_y>-400,mean_dev_sd,max_dev_sd,final_dev_sd,mean_dev_sd_y>-400,max_dev_sd_y>-400,frames
nemo,3.2673919200255788,16.074145286627736,16.074145286627736,0.22574595599719732,0.6016572344737019,2.8709871197750534,13.180778332956605,13.180778332956605,0.22291154876577998,0.5540579439216744,91
2b,2.176399313464468,10.980994345649782,10.980994345649782,0.181043470249111,0.8287806836001549,1.726253788657102,7.565743035770242,7.565743035770242,0.16520297736440323,0.769473823126444,91
rpy,9.051963953443341,39.184279628973705,39.184279628973705,0.5815305277019162,2.5355548227466205,8.699917893727537,36.883042793284524,36.883042793284524,0.5641656487374398,2.4757921431641994,91
b1_paper,1.4400811229550623,6.624012461590407,6.624012461590407,0.18127226985972322,0.830683670070957,0.9914928648619059,2.811377475182873,2.811377475182873,0.16542877927143812,0.7713501177929767,91
2b_paper,2.1764066616629303,10.981015772869783,10.981015772869783,0.18104439530086755,0.8287859458095811,1.7262615659782876,7.565768481899688,7.565768481899688,0.1652039228899374,0.7694790883084486,91
rpy_paper,9.051963953443341,39.184279628973705,39.184279628973705,0.5815305277019162,2.5355548227466205,8.699917893727537,36.883042793284524,36.883042793284524,0.5641656487374398,2.4757921431641994,91
SD (Townsend) vs MFS,0.5405788898555127,3.9253729536488824,3.9253729536488824,0.017664543324698943,0.059924712055469016,,,,,,91
