n,near_op,near_cutoff,mac,max_leaf,pdeg,fp32_level,two_body_chunk,pair_chunk,backend,gpu,t,wall_s,far_ms,nsearch_ms,self2b_ms,nbody_ms,overall_near_ms,total_gpu_ms,near_pairs,peak_alloc_mb,peak_total_mb
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.28,2.4459,396.121,12.986,601.759,1433.063,2048.491,2445.588,19411290.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.29,2.4466,410.123,11.108,604.62,1418.698,2035.16,2446.265,19373302.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.3,2.3867,400.755,11.053,585.015,1386.874,1983.662,2386.421,19378804.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.31,2.4859,413.06,11.942,620.685,1438.253,2071.586,2485.584,19414132.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.32,2.3851,390.765,10.993,585.388,1395.991,1993.058,2384.76,19461542.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.33,2.3924,385.26,10.995,588.422,1405.775,2005.889,2392.064,19515150.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.34,2.4395,401.841,11.101,603.361,1421.292,2036.442,2439.181,19572140.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.35,2.5369,414.329,12.321,630.279,1478.087,2121.376,2536.618,19631862.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.36,2.5322,420.351,12.339,619.788,1477.775,2110.613,2531.898,19690294.0,2579.99,
1047968,baseline,6.0,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.37,2.5103,399.533,11.326,662.206,1435.226,2109.474,2509.973,19753234.0,2579.99,
