backend,n,step,t,far_ms,nsearch_ms,self2b_ms,nbody_ms,overall_near_ms,total_gpu_ms,near_pairs,wall_ms,z_std,bbox_vol,gpu,git_sha,label,mac,max_leaf,pdeg,fp32_level,hilbert_q,pair_budget_gb
widebvh,1047968,3,0.03,372.888,11.976,668.852,1597.623,2279.219,2653.039,22042122,2653.083,238.168,101685376.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,4,0.04,377.191,12.429,668.934,1599.069,2281.216,2659.744,22085592,2659.788,238.072,103458280.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,5,0.05,379.612,12.178,687.182,1590.227,2290.36,2670.884,21883790,2670.926,237.94,105127928.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,6,0.06,384.283,12.139,686.09,1576.013,2275.014,2660.21,21663112,2660.253,237.771,106688984.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,7,0.07,383.645,12.086,653.003,1561.598,2227.46,2612.044,21463496,2612.091,237.566,108138272.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,8,0.08,381.085,11.774,646.427,1545.313,2204.275,2586.287,21241706,2586.332,237.326,109471856.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,9,0.09,380.677,11.78,642.532,1536.203,2191.269,2572.863,21088714,2572.907,237.051,110720664.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,10,0.1,378.725,12.118,645.397,1531.689,2189.975,2569.619,21056648,2569.663,236.744,112291248.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,11,0.11,380.119,11.644,642.888,1535.55,2190.846,2571.868,21098442,2571.912,236.404,113758320.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,12,0.12,380.338,11.746,644.787,1543.895,2201.203,2582.468,21163630,2582.513,236.034,115368560.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,13,0.13,381.827,11.927,647.479,1545.942,2206.137,2588.876,21214412,2588.921,235.634,117012904.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,14,0.14,381.924,11.955,647.207,1544.325,2204.263,2587.502,21223980,2587.547,235.205,118540680.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,15,0.15,389.921,11.946,645.917,1543.97,2202.622,2593.466,21201732,2593.51,234.751,119952568.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,16,0.16,393.59,11.686,644.438,1543.377,2200.284,2594.802,21147202,2594.849,234.271,121250496.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,17,0.17,395.942,11.6,642.644,1538.951,2193.972,2590.832,21049946,2590.88,233.769,122438232.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,18,0.18,396.398,11.777,637.343,1524.263,2174.154,2571.497,20911628,2571.55,233.245,123929752.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,19,0.19,394.623,11.704,632.062,1517.288,2161.822,2557.372,20748136,2557.42,232.701,125464176.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,20,0.2,392.771,11.599,629.352,1505.234,2146.951,2540.652,20568096,2540.7,232.141,126896608.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,21,0.21,392.386,11.716,637.561,1489.483,2139.52,2532.836,20385204,2532.883,231.565,128240832.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,22,0.22,396.967,11.644,615.133,1476.688,2104.228,2502.126,20206950,2502.174,230.975,129686024.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,23,0.23,396.924,12.109,610.037,1464.309,2087.207,2485.11,20036062,2485.156,230.375,131274600.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,24,0.24,400.275,11.778,605.539,1457.447,2075.517,2477.21,19874862,2477.259,229.765,132826200.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,25,0.25,395.525,12.048,606.223,1433.108,2052.134,2448.645,19727640,2448.692,229.149,134299648.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,26,0.26,388.588,11.665,625.57,1437.034,2075.084,2464.627,19596876,2464.676,228.529,135703696.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,27,0.27,405.258,11.693,593.912,1431.648,2037.982,2444.177,19490208,2444.226,227.906,137047936.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,28,0.28,401.413,11.387,613.789,1420.118,2046.023,2448.389,19411728,2448.438,227.284,138524976.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,29,0.29,406.328,11.794,593.191,1422.644,2028.353,2435.657,19373916,2435.714,226.665,140164128.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,30,0.3,405.16,11.566,597.428,1406.991,2016.703,2422.866,19379498,2422.917,226.051,142095600.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,31,0.31,389.71,11.309,620.223,1424.163,2056.499,2447.206,19414688,2447.254,225.444,144029536.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,32,0.32,411.057,11.469,592.817,1429.642,2034.653,2446.657,19462088,2446.707,224.848,145920960.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,33,0.33,402.054,11.78,619.503,1433.547,2065.575,2468.594,19515482,2468.644,224.264,147775104.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,34,0.34,400.793,11.537,597.257,1431.835,2041.369,2443.608,19572358,2443.658,223.696,149597424.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,35,0.35,400.202,11.826,600.882,1440.033,2053.481,2454.66,19632016,2454.716,223.145,151392592.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,36,0.36,401.56,11.692,600.694,1444.738,2057.856,2460.391,19690320,2460.444,222.615,153201712.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,37,0.37,396.328,11.907,608.058,1434.587,2055.31,2452.68,19753470,2452.732,222.108,155168480.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,38,0.38,387.086,11.538,633.372,1456.551,2102.274,2490.349,19821618,2490.401,221.626,157294704.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,39,0.39,398.251,11.394,630.206,1457.8,2100.154,2499.385,19886032,2499.436,221.173,159535232.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,40,0.4,404.999,11.763,614.951,1447.642,2075.117,2481.124,19942930,2481.175,220.75,161924576.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,41,0.41,394.736,11.709,613.851,1462.845,2089.164,2484.895,19996518,2484.945,220.361,164428128.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,42,0.42,394.471,11.708,615.898,1465.019,2093.383,2488.823,20047094,2488.878,220.009,167124496.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,43,0.43,401.229,11.577,614.614,1469.011,2095.965,2498.173,20088902,2498.222,219.696,169854048.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,44,0.44,408.066,11.784,638.044,1467.558,2118.152,2527.107,20126040,2527.158,219.424,172652256.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,45,0.45,409.743,12.225,626.308,1461.609,2100.901,2511.631,20161142,2511.683,219.196,175644368.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,46,0.46,390.219,11.634,644.826,1478.358,2135.658,2526.846,20188534,2526.899,219.016,178675520.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,47,0.47,399.352,11.713,616.722,1480.214,2109.405,2509.718,20207184,2509.769,218.885,181825280.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,48,0.48,395.902,11.542,619.252,1483.691,2115.233,2512.077,20218198,2512.126,218.806,184975728.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
widebvh,1047968,49,0.49,395.777,11.542,633.982,1466.489,2112.771,2509.557,20220480,2509.607,218.782,188058656.0,NVIDIA GeForce RTX 4060 Laptop GPU,ac78eb4,fp32l3_p5_mac0.7_leaf512,0.7,512,5,3,,1.0
