x,y,z,q_x,q_y,q_z,q_w,f_x,f_y,f_z,t_x,t_y,t_z,v_x,v_y,v_z,w_x,w_y,w_z
0,0,0,0,0,0,1,0,0,18.84955592153876,0,0,0,0.009367692552211329,0.03031945634809503,2.011914166093971,-0.0170026502132224,-0.04672757574953928,-0.003912772547382009
2.917466450392674,-0.3044090652010424,-1.216657845760742,0.2865411614878876,-0.07976099172879098,0.3736342620089736,0.8785953478277823,0,0,18.84955592153876,0,0,0,0.04609670552295798,-0.07132272014780983,2.181181521173708,-0.04926785730439334,-0.01350010644739916,-0.00019101715102114
7.10165279423163,-1.691430726141716,-0.3629165528714998,0.8861797431453267,0.04494197324517486,-0.4515676215405003,-0.09355407557112934,0,0,18.84955592153876,0,0,0,0.04451606237489331,-0.0187384646692021,2.18092222879188,-0.05267953247065639,0.03762948895263912,-0.01557406992956351
7.750086294049383,-3.667061457504631,-2.946975438432555,0.3036458582075442,-0.928221027175687,-0.1698969853927376,-0.1316811750280827,0,0,18.84955592153876,0,0,0,-0.09027661160393172,-0.01211527656963857,2.137758313683996,-0.01052975829876517,0.03786202266053623,-0.009599176528350061
5.704804783787972,-5.325834488570347,1.579158621056483,-0.2283597794913765,0.1672333882502858,-0.8809754232899301,-0.3791663335847576,0,0,18.84955592153876,0,0,0,0.03792859772565754,-0.07866911711839428,2.167742539219706,0.04764186142717509,-0.01032396868274709,0.02205343580997277
0.8459680662283866,-2.574657159042998,-4.192973347449747,0.1085914186592925,-0.7124677549998655,-0.3800442687974296,-0.5797964777689159,0,0,18.84955592153876,0,0,0,0.1505192659039089,0.05744645440499883,1.84851691207725,0.06696666044547492,-0.07945883483669261,-0.006055957483588668
7.975247193751726,-4.846884952375119,6.767311746783385,0.07690855587357669,0.9068768168709985,-0.09658785483274621,-0.4029023446868668,0,0,18.84955592153876,0,0,0,0.1538215693100952,-0.07002008756160853,1.959047528921523,0.02077919446936568,0.09610151890717858,0.01458986880379455
11.24358950455938,-4.884030452247941,0.3033197188181539,-0.1390205062499075,0.5199125251534471,-0.7860634863668295,0.3040862713629325,0,0,18.84955592153876,0,0,0,0.02024959785361581,-0.04955277066037074,1.716360738325819,0.05349458029209771,0.1034382650443027,-0.01739207141515906
1.286109409987076,1.137864134753853,4.72668006145762,-0.2766934377355195,-0.09512978320353428,-0.05710103064789621,-0.9545315804941693,0,0,18.84955592153876,0,0,0,-0.0408270082981462,0.06047057884593084,1.883943469918071,-0.005123567725952268,-0.01499122028194105,-0.006316950220835487
5.538769313748767,-2.48210280404463,5.255794687097139,-0.2080616555937884,-0.09543435020817428,0.9612801965199536,-0.1534373359077733,0,0,18.84955592153876,0,0,0,-0.0194379200159398,-0.04089082577007081,2.194844969461142,0.006603634257804034,-0.03219713434407564,0.006429866511797494
