exp,N,phi,seed,op,wall_s,nearfield_interactions,rmse,rel_rmse,mae,rel_mae,max_rel_rmse,prmse_lin,prmse_ang,err_mean_pct,prmse_fluct,max_rel_lin
fig4,140,0.05,2131,M_nbody_b1,3.08947,9.94286,0.00159082,4.7019,0.00354038,4.38835,13.2188,5.15512,2.72313,,,
fig4,140,0.05,2132,M_nbody_b1,2.76616,10.1857,0.00181925,6.05943,0.00388984,5.48457,17.9837,6.90639,3.09253,,,
fig4,140,0.05,2123,M_nbody_b1_v2,2.28675,8.41429,0.00122429,3.62204,0.00273413,3.4146,10.0775,3.9716,2.08815,,,
fig4,140,0.05,2124,M_nbody_b1_v2,2.29058,9.25714,0.00142459,3.23074,0.00317683,3.04716,6.87417,3.34582,2.39478,,,
fig4,140,0.05,2125,M_nbody_b1_v2,2.3282,9.25714,0.00121714,3.88367,0.00270399,3.63502,12.8258,4.38003,2.06333,,,
fig4,140,0.05,2126,M_nbody_b1_v2,2.42909,9.47143,0.00122866,3.21461,0.00273457,3.03302,10.5725,3.35368,2.46001,,,
fig4,140,0.05,2127,M_nbody_b1_v2,2.3018,8.9,0.00119153,3.44561,0.00256302,3.11245,10.0492,3.69569,2.32352,,,
fig4,140,0.05,2128,M_nbody_b1_v2,2.30511,9.05714,0.00122552,3.01319,0.00271117,2.79006,9.27715,3.15468,2.14422,,,
fig4,140,0.05,2129,M_nbody_b1_v2,2.33293,9.31429,0.00123538,3.63606,0.00274712,3.44501,12.0145,3.98977,1.99562,,,
fig4,140,0.05,2130,M_nbody_b1_v2,2.31108,8.88571,0.00129047,3.10613,0.00291854,2.953,8.08558,3.22774,2.33664,,,
fig4,140,0.05,2131,M_nbody_b1_v2,2.37631,9.94286,0.00144336,4.26607,0.00321636,3.98672,13.6901,4.65565,2.60164,,,
fig4,140,0.05,2132,M_nbody_b1_v2,2.36467,10.1857,0.00163084,5.43186,0.00355416,5.01126,14.1934,6.17314,2.86961,,,
fig4,140,0.05,2123,M_nbody_gpu,0.00600243,8.41429,0.00132857,3.93054,0.00296282,3.70021,9.78867,4.32524,2.16731,,,
fig4,140,0.05,2124,M_nbody_gpu,0.00590897,9.25714,0.0015774,3.57729,0.00349365,3.35105,7.39849,3.72129,2.50331,,,
fig4,140,0.05,2125,M_nbody_gpu,0.00583577,9.25714,0.00131623,4.19986,0.00292621,3.93376,13.4153,4.74526,2.18242,,,
fig4,140,0.05,2126,M_nbody_gpu,0.00592709,9.47143,0.00131383,3.43743,0.00291857,3.23709,9.74217,3.60299,2.52028,,,
fig4,140,0.05,2127,M_nbody_gpu,0.00592399,8.9,0.00131864,3.81319,0.00280408,3.40519,9.15631,4.09459,2.54449,,,
fig4,140,0.05,2128,M_nbody_gpu,0.00591874,9.05714,0.0013316,3.27402,0.00294491,3.0306,8.60376,3.44419,2.20186,,,
fig4,140,0.05,2129,M_nbody_gpu,0.00589466,9.31429,0.00133401,3.92636,0.0029843,3.74243,10.3997,4.31753,2.09072,,,
fig4,140,0.05,2130,M_nbody_gpu,0.00591826,8.88571,0.00143246,3.4479,0.0032241,3.26216,11.7149,3.6122,2.36224,,,
fig4,140,0.05,2131,M_nbody_gpu,0.00595975,9.94286,0.00159858,4.72484,0.0035458,4.39508,13.735,5.17795,2.75088,,,
fig4,140,0.05,2132,M_nbody_gpu,0.00591111,10.1857,0.00178927,5.95956,0.00384079,5.41541,15.184,6.79819,3.01033,,,
fig4,140,0.05,2123,M_rpy,1.78309,8.41429,0.00244949,7.24676,0.00527824,6.5919,21.1985,7.81983,4.90157,,,
fig4,140,0.05,2124,M_rpy,1.7396,9.25714,0.00269697,6.11631,0.00587708,5.6372,13.6288,6.26523,5.09428,,,
fig4,140,0.05,2125,M_rpy,1.81735,9.25714,0.0022698,7.24254,0.00498378,6.6998,17.5187,8.17238,3.82423,,,
fig4,140,0.05,2126,M_rpy,1.75002,9.47143,0.00263476,6.89345,0.0056098,6.22204,18.1157,7.14327,5.575,,,
fig4,140,0.05,2127,M_rpy,2.50774,8.9,0.00247792,7.16555,0.00528503,6.41797,17.7634,7.52058,5.69607,,,
fig4,140,0.05,2128,M_rpy,2.68111,9.05714,0.00256455,6.30547,0.00548629,5.64592,18.8565,6.54287,4.90868,,,
fig4,140,0.05,2129,M_rpy,1.78178,9.31429,0.0024894,7.32695,0.00539588,6.76666,23.1205,7.86921,5.04589,,,
fig4,140,0.05,2130,M_rpy,2.1363,8.88571,0.00260375,6.26716,0.00562316,5.68955,20.2127,6.44823,5.1728,,,
fig4,140,0.05,2131,M_rpy,1.7455,9.94286,0.00285208,8.42973,0.00614252,7.61375,27.7475,9.08423,5.77597,,,
fig4,140,0.05,2132,M_rpy,2.20755,10.1857,0.0032931,10.9684,0.00690829,9.74049,41.7736,12.2869,6.67,,,
fig4,140,0.05,2123,mfs_coarse,0.304028,8.41429,0.000206182,0.609983,0.000287244,0.358734,3.04617,0.424378,1.00277,,,
fig4,140,0.05,2124,mfs_coarse,0.316599,9.25714,0.000187405,0.425005,0.000278344,0.266983,3.01405,0.32858,0.795075,,,
fig4,140,0.05,2125,mfs_coarse,0.293041,9.25714,8.66298e-05,0.276421,0.000125086,0.168156,1.71333,0.248645,0.338969,,,
fig4,140,0.05,2126,mfs_coarse,0.28911,9.47143,0.00015459,0.404461,0.00024522,0.271982,2.0865,0.365514,0.551513,,,
fig4,140,0.05,2127,mfs_coarse,0.290034,8.9,0.000164854,0.476719,0.000229272,0.27842,1.98434,0.35128,0.777009,,,
fig4,140,0.05,2128,mfs_coarse,0.327615,9.05714,0.000115701,0.284475,0.000166536,0.171381,1.48056,0.233878,0.464342,,,
fig4,140,0.05,2129,mfs_coarse,0.315499,9.31429,0.000133356,0.392501,0.000185957,0.233198,3.37154,0.306906,0.59925,,,
fig4,140,0.05,2130,mfs_coarse,0.365001,8.88571,0.000200535,0.482683,0.000284554,0.287913,2.41435,0.384354,0.834605,,,
fig4,140,0.05,2131,mfs_coarse,0.328342,9.94286,0.000234338,0.692619,0.000322574,0.399835,5.3781,0.657564,0.797109,,,
fig4,140,0.05,2132,mfs_coarse,0.32729,10.1857,0.000289521,0.964313,0.000449968,0.634443,4.18432,1.02153,0.805564,,,
fig4,140,0.075,3123,M_2b,1.69342,13.4429,0.00237967,5.75442,0.00520942,5.28895,18.1627,5.96081,4.4675,,,
fig4,140,0.075,3124,M_2b,1.66573,12.7571,0.0025748,8.82093,0.00557601,8.03543,25.7911,10.1286,4.45761,,,
fig4,140,0.075,3125,M_2b,1.75313,13.3571,0.00245005,8.33265,0.00538115,7.67869,26.7569,9.47417,4.70035,,,
fig4,140,0.075,3126,M_2b,1.69018,13.4,0.00306977,8.94882,0.00648449,8.01286,28.1643,9.57997,6.25961,,,
fig4,140,0.075,3127,M_2b,1.7204,14.4857,0.00301966,5.7457,0.00665731,5.30447,12.341,5.828,4.87526,,,
fig4,140,0.075,3128,M_2b,1.73907,13.3143,0.00229441,7.57721,0.0049252,6.84654,17.8805,8.41023,4.68478,,,
fig4,140,0.075,3129,M_2b,1.71354,13.8,0.00269722,6.09475,0.00593222,5.5982,15.4196,6.23427,5.05741,,,
fig4,140,0.075,3130,M_2b,1.72,13.3143,0.00243589,5.36332,0.00528791,4.88391,13.1173,5.47809,4.46423,,,
fig4,140,0.075,3131,M_2b,1.73291,12.6,0.00314344,5.68721,0.00662912,5.01352,16.5713,5.71691,5.33886,,,
fig4,140,0.075,3132,M_2b,1.74889,13.1857,0.00265406,8.21228,0.00579468,7.54285,21.3262,9.10279,4.45413,,,
fig4,140,0.075,3123,M_3b,2.05917,13.4429,0.00184931,4.47193,0.00415363,4.21704,12.3818,4.47274,4.4675,,,
fig4,140,0.075,3124,M_3b,1.99125,12.7571,0.0020007,6.85415,0.00449053,6.47117,19.9036,7.65337,4.45761,,,
fig4,140,0.075,3125,M_3b,2.14001,13.3571,0.00185866,6.32132,0.00419131,5.98083,17.3987,6.90148,4.70035,,,
fig4,140,0.075,3126,M_3b,2.03887,13.4,0.0024974,7.28027,0.00542406,6.70249,21.1226,7.54678,6.25961,,,
fig4,140,0.075,3127,M_3b,2.1495,14.4857,0.00244657,4.65524,0.0055082,4.38886,9.00757,4.63198,4.87526,,,
fig4,140,0.075,3128,M_3b,2.10703,13.3143,0.00172205,5.68703,0.00379771,5.2792,13.9677,6.02043,4.68478,,,
fig4,140,0.075,3129,M_3b,2.10518,13.8,0.00214018,4.83603,0.00481039,4.53953,12.4301,4.80224,5.05741,,,
fig4,140,0.075,3130,M_3b,2.07743,13.3143,0.00187237,4.12258,0.00421206,3.89026,9.06206,4.07217,4.46423,,,
fig4,140,0.075,3131,M_3b,2.0613,12.6,0.0024011,4.34416,0.00524956,3.97018,11.0082,4.24527,5.33886,,,
fig4,140,0.075,3132,M_3b,2.10173,13.1857,0.00202061,6.25225,0.00453619,5.90469,17.4149,6.73249,4.45413,,,
fig4,140,0.075,3123,M_mom_old,1.74963,13.4429,0.00157245,3.80242,0.00350879,3.56236,10.6153,4.00444,2.42439,,,
fig4,140,0.075,3124,M_mom_old,1.69556,12.7571,0.00168529,5.77359,0.0037951,5.46901,14.7642,6.68533,2.60295,,,
fig4,140,0.075,3125,M_mom_old,1.79228,13.3571,0.00150881,5.13148,0.00334905,4.77896,15.639,5.88229,2.65957,,,
fig4,140,0.075,3126,M_mom_old,1.72266,13.4,0.00216663,6.31602,0.00466755,5.76768,15.89,6.89372,3.63373,,,
fig4,140,0.075,3127,M_mom_old,1.76984,14.4857,0.00223136,4.24575,0.00493258,3.93022,8.97477,4.3406,3.18158,,,
fig4,140,0.075,3128,M_mom_old,1.79767,13.3143,0.00152277,5.02891,0.00333921,4.64184,12.9954,5.6442,2.79306,,,
fig4,140,0.075,3129,M_mom_old,1.76956,13.8,0.00186082,4.20479,0.00412416,3.89194,10.6572,4.36366,2.91966,,,
fig4,140,0.075,3130,M_mom_old,1.76809,13.3143,0.0015722,3.46166,0.00346865,3.20364,9.26929,3.5624,2.63778,,,
fig4,140,0.075,3131,M_mom_old,1.77959,12.6,0.00209633,3.79274,0.00458488,3.46749,10.5321,3.83003,3.34088,,,
fig4,140,0.075,3132,M_mom_old,1.79642,13.1857,0.00178446,5.52156,0.00396441,5.16042,15.9353,6.16032,2.72969,,,
fig4,140,0.075,3123,M_mom_v2_k10_rc6,1.68066,13.4429,0.00142178,3.43809,0.00318206,3.23064,9.71228,3.604,2.3375,,,
fig4,140,0.075,3124,M_mom_v2_k10_rc6,1.69041,12.7571,0.00150041,5.1402,0.00338919,4.88406,13.1905,5.93359,2.42484,,,
fig4,140,0.075,3125,M_mom_v2_k10_rc6,1.69965,13.3571,0.00135195,4.59801,0.00298706,4.26242,13.1149,5.21965,2.6321,,,
fig4,140,0.075,3126,M_mom_v2_k10_rc6,1.69245,13.4,0.00191917,5.59465,0.00419077,5.17853,14.1111,6.06841,3.46063,,,
fig4,140,0.075,3127,M_mom_v2_k10_rc6,1.68735,14.4857,0.00198363,3.77439,0.0044227,3.52395,7.83095,3.83566,3.11781,,,
fig4,140,0.075,3128,M_mom_v2_k10_rc6,1.6887,13.3143,0.00131521,4.34343,0.00296395,4.12019,13.347,4.8392,2.59646,,,
fig4,140,0.075,3129,M_mom_v2_k10_rc6,1.70592,13.8,0.00165625,3.74253,0.00366894,3.46236,9.5247,3.86814,2.75262,,,
fig4,140,0.075,3130,M_mom_v2_k10_rc6,1.71475,13.3143,0.00137094,3.01852,0.00305584,2.82237,7.53016,3.0763,2.57113,,,
fig4,140,0.075,3131,M_mom_v2_k10_rc6,1.71504,12.6,0.00182946,3.30991,0.00407475,3.08169,9.03504,3.31936,3.2008,,,
fig4,140,0.075,3132,M_mom_v2_k10_rc6,1.72534,13.1857,0.00155168,4.80127,0.00347903,4.52861,11.589,5.32124,2.60827,,,
fig4,140,0.075,3123,M_mom_v2_kinf_rc6,1.68069,13.4429,0.00145143,3.50979,0.00323635,3.28576,9.6755,3.68231,2.3597,,,
fig4,140,0.075,3124,M_mom_v2_kinf_rc6,1.68758,12.7571,0.00149596,5.12496,0.00337814,4.86815,12.4479,5.91814,2.4054,,,
fig4,140,0.075,3125,M_mom_v2_kinf_rc6,2.06844,13.3571,0.00132887,4.5195,0.00295386,4.21504,13.9933,5.12048,2.63308,,,
fig4,140,0.075,3126,M_mom_v2_kinf_rc6,1.68686,13.4,0.00191404,5.57969,0.00417429,5.15816,14.7562,6.0554,3.43162,,,
fig4,140,0.075,3127,M_mom_v2_kinf_rc6,1.68799,14.4857,0.0019503,3.71096,0.0043579,3.47232,8.09213,3.76649,3.12115,,,
fig4,140,0.075,3128,M_mom_v2_kinf_rc6,1.69245,13.3143,0.00130337,4.30432,0.00294682,4.09638,12.4362,4.79583,2.57211,,,
fig4,140,0.075,3129,M_mom_v2_kinf_rc6,1.70717,13.8,0.00163091,3.68527,0.00361806,3.41434,9.62944,3.8111,2.69018,,,
fig4,140,0.075,3130,M_mom_v2_kinf_rc6,1.70219,13.3143,0.00132438,2.91602,0.00296261,2.73627,7.59413,2.96386,2.55061,,,
fig4,140,0.075,3131,M_mom_v2_kinf_rc6,1.71678,12.6,0.00181237,3.279,0.0040472,3.06085,9.10838,3.28631,3.19489,,,
fig4,140,0.075,3132,M_mom_v2_kinf_rc6,1.72395,13.1857,0.00152904,4.7312,0.00342682,4.46064,12.5202,5.24066,2.58849,,,
fig4,140,0.075,3123,M_mom_v2_kinf_rc8,1.71349,13.4429,0.00141842,3.42996,0.00317186,3.22028,10.9337,3.59365,2.34725,,,
fig4,140,0.075,3124,M_mom_v2_kinf_rc8,1.72193,12.7571,0.00147445,5.05128,0.00333028,4.79917,12.8294,5.83093,2.383,,,
fig4,140,0.075,3125,M_mom_v2_kinf_rc8,1.75091,13.3571,0.00130444,4.43643,0.00291364,4.15765,12.5743,5.00838,2.66479,,,
fig4,140,0.075,3126,M_mom_v2_kinf_rc8,1.69851,13.4,0.00183561,5.35105,0.00403361,4.98432,15.147,5.78771,3.4093,,,
fig4,140,0.075,3127,M_mom_v2_kinf_rc8,1.6935,14.4857,0.00184808,3.51646,0.00413083,3.29139,7.82748,3.55478,3.12018,,,
fig4,140,0.075,3128,M_mom_v2_kinf_rc8,1.70038,13.3143,0.00126808,4.18778,0.00286872,3.98782,12.2435,4.65181,2.57174,,,
fig4,140,0.075,3129,M_mom_v2_kinf_rc8,1.71746,13.8,0.00157464,3.55813,0.00346295,3.26796,8.99057,3.67175,2.67123,,,
fig4,140,0.075,3130,M_mom_v2_kinf_rc8,1.71779,13.3143,0.0012899,2.8401,0.00289037,2.66955,7.64496,2.87758,2.55821,,,
fig4,140,0.075,3131,M_mom_v2_kinf_rc8,1.74637,12.6,0.0017368,3.14228,0.00388228,2.93612,8.85133,3.13901,3.17911,,,
fig4,140,0.075,3132,M_mom_v2_kinf_rc8,1.73007,13.1857,0.00146412,4.53035,0.00327251,4.25978,11.7921,5.0007,2.58539,,,
fig4,140,0.075,3123,M_mom_v2_kinf_rc8_pc8,1.56596,13.4429,0.00119906,2.89952,0.00271363,2.75506,11.099,2.9949,2.31263,,,
fig4,140,0.075,3124,M_mom_v2_kinf_rc8_pc8,1.59038,12.7571,0.00121068,4.14765,0.0027524,3.96641,12.1759,4.74477,2.18826,,,
fig4,140,0.075,3125,M_mom_v2_kinf_rc8_pc8,1.58935,13.3571,0.00111154,3.78037,0.00248963,3.5526,10.3863,4.21001,2.50919,,,
fig4,140,0.075,3126,M_mom_v2_kinf_rc8_pc8,1.62433,13.4,0.00155246,4.52565,0.00341887,4.22469,12.8876,4.83036,3.2421,,,
fig4,140,0.075,3127,M_mom_v2_kinf_rc8_pc8,1.55323,14.4857,0.00147317,2.80309,0.00334318,2.6638,7.13166,2.80395,2.7948,,,
fig4,140,0.075,3128,M_mom_v2_kinf_rc8_pc8,1.60265,13.3143,0.000980387,3.2377,0.00224754,3.12432,8.60667,3.49567,2.42008,,,
fig4,140,0.075,3129,M_mom_v2_kinf_rc8_pc8,1.59384,13.8,0.00133639,3.01976,0.00299974,2.83083,8.46582,3.09946,2.41637,,,
fig4,140,0.075,3130,M_mom_v2_kinf_rc8_pc8,1.59243,13.3143,0.0010655,2.34601,0.0023886,2.20611,7.68544,2.33904,2.39488,,,
fig4,140,0.075,3131,M_mom_v2_kinf_rc8_pc8,1.61836,12.6,0.00143933,2.60408,0.00323284,2.44496,7.21047,2.57481,2.9155,,,
fig4,140,0.075,3132,M_mom_v2_kinf_rc8_pc8,1.58339,13.1857,0.0012176,3.76753,0.00273249,3.55685,12.0026,4.13017,2.31351,,,
fig4,140,0.075,3123,M_mom_v2_kinf_rc8_pc8_c,2.10772,13.4429,0.00119996,2.90169,0.00271792,2.75941,11.0165,2.99725,2.31366,,,
fig4,140,0.075,3124,M_mom_v2_kinf_rc8_pc8_c,2.12379,12.7571,0.00120348,4.12296,0.00273296,3.93839,12.5781,4.71477,2.18406,,,
fig4,140,0.075,3125,M_mom_v2_kinf_rc8_pc8_c,2.08258,13.3571,0.00110772,3.76738,0.00247973,3.53847,10.9971,4.19332,2.50921,,,
fig4,140,0.075,3126,M_mom_v2_kinf_rc8_pc8_c,2.13272,13.4,0.00156443,4.56052,0.00343391,4.24328,12.5215,4.8688,3.26074,,,
fig4,140,0.075,3127,M_mom_v2_kinf_rc8_pc8_c,2.06502,14.4857,0.00146729,2.79191,0.00333682,2.65873,6.53864,2.79397,2.77174,,,
fig4,140,0.075,3128,M_mom_v2_kinf_rc8_pc8_c,2.08374,13.3143,0.000982672,3.24524,0.00225295,3.13184,8.99557,3.50582,2.41798,,,
fig4,140,0.075,3129,M_mom_v2_kinf_rc8_pc8_c,2.09679,13.8,0.00133121,3.00804,0.00299421,2.82561,8.64888,3.08589,2.42027,,,
fig4,140,0.075,3130,M_mom_v2_kinf_rc8_pc8_c,2.11233,13.3143,0.00107216,2.36068,0.00240154,2.21806,7.79074,2.35373,2.40947,,,
fig4,140,0.075,3131,M_mom_v2_kinf_rc8_pc8_c,2.1206,12.6,0.00144461,2.61363,0.00323964,2.4501,7.5183,2.58368,2.93199,,,
fig4,140,0.075,3132,M_mom_v2_kinf_rc8_pc8_c,2.1385,13.1857,0.00121262,3.75214,0.00271816,3.53819,11.3946,4.11049,2.31952,,,
fig4,140,0.075,3123,M_mom_v2_kinf_rc8_pc8_diag,2.02074,13.4429,0.00119112,2.8803,0.00269796,2.73915,10.7305,2.97294,2.31217,,,
fig4,140,0.075,3124,M_mom_v2_kinf_rc8_pc8_diag,2.10122,12.7571,0.00120526,4.12909,0.00273449,3.94059,12.144,4.73592,2.1146,,,
fig4,140,0.075,3125,M_mom_v2_kinf_rc8_pc8_diag,2.0116,13.3571,0.00109714,3.73139,0.00245189,3.49876,10.1507,4.1649,2.43944,,,
fig4,140,0.075,3126,M_mom_v2_kinf_rc8_pc8_diag,2.03202,13.4,0.00154862,4.51445,0.00340873,4.21216,13.2603,4.83695,3.1358,,,
fig4,140,0.075,3127,M_mom_v2_kinf_rc8_pc8_diag,1.98371,14.4857,0.00147332,2.80337,0.00333375,2.65629,6.98988,2.80604,2.7774,,,
fig4,140,0.075,3128,M_mom_v2_kinf_rc8_pc8_diag,2.01569,13.3143,0.00098403,3.24972,0.00224332,3.11845,9.26357,3.53036,2.34381,,,
fig4,140,0.075,3129,M_mom_v2_kinf_rc8_pc8_diag,2.01196,13.8,0.0013158,2.97322,0.00296133,2.79458,8.25403,3.05176,2.37858,,,
fig4,140,0.075,3130,M_mom_v2_kinf_rc8_pc8_diag,2.07646,13.3143,0.00103731,2.28395,0.00233594,2.15747,6.07475,2.27665,2.33513,,,
fig4,140,0.075,3131,M_mom_v2_kinf_rc8_pc8_diag,2.01523,12.6,0.00145308,2.62897,0.00324901,2.45719,7.12591,2.60909,2.84469,,,
fig4,140,0.075,3132,M_mom_v2_kinf_rc8_pc8_diag,2.05183,13.1857,0.00121194,3.75003,0.00270691,3.52355,12.1596,4.11086,2.30351,,,
fig4,140,0.075,3123,M_mom_v2_kinf_rc8_pc8_diag_c,2.10573,13.4429,0.00119362,2.88636,0.0027045,2.74579,10.6896,2.98006,2.31091,,,
fig4,140,0.075,3124,M_mom_v2_kinf_rc8_pc8_diag_c,2.12842,12.7571,0.00120002,4.11113,0.00271854,3.91761,11.7936,4.71559,2.10406,,,
fig4,140,0.075,3125,M_mom_v2_kinf_rc8_pc8_diag_c,2.08829,13.3571,0.0010948,3.72342,0.00244753,3.49253,10.1632,4.15464,2.43967,,,
fig4,140,0.075,3126,M_mom_v2_kinf_rc8_pc8_diag_c,2.13128,13.4,0.00156175,4.55272,0.00342756,4.23542,12.6235,4.87462,3.18028,,,
fig4,140,0.075,3127,M_mom_v2_kinf_rc8_pc8_diag_c,2.0677,14.4857,0.0014683,2.79383,0.00332915,2.65263,6.45534,2.79788,2.75427,,,
fig4,140,0.075,3128,M_mom_v2_kinf_rc8_pc8_diag_c,2.08976,13.3143,0.000983447,3.2478,0.00224375,3.11904,9.66841,3.52737,2.34605,,,
fig4,140,0.075,3129,M_mom_v2_kinf_rc8_pc8_diag_c,2.09641,13.8,0.00130711,2.95359,0.00294733,2.78138,8.37893,3.02983,2.37818,,,
fig4,140,0.075,3130,M_mom_v2_kinf_rc8_pc8_diag_c,2.11391,13.3143,0.00104315,2.29681,0.00234914,2.16966,6.14102,2.28901,2.35142,,,
fig4,140,0.075,3131,M_mom_v2_kinf_rc8_pc8_diag_c,2.12212,12.6,0.00145612,2.63446,0.00325079,2.45854,7.50549,2.61348,2.86163,,,
fig4,140,0.075,3132,M_mom_v2_kinf_rc8_pc8_diag_c,2.12884,13.1857,0.00120546,3.72999,0.0026933,3.50583,11.4946,4.08526,2.31112,,,
fig4,140,0.075,3123,M_mom_v2_kinf_rc8_pc8_diag_final,2.12302,13.4429,0.00118725,2.87095,0.00269732,2.7385,10.2737,2.96421,2.29818,,,
fig4,140,0.075,3124,M_mom_v2_kinf_rc8_pc8_diag_final,2.14296,12.7571,0.00120051,4.1128,0.0027206,3.92058,12.11,4.71561,2.11478,,,
fig4,140,0.075,3125,M_mom_v2_kinf_rc8_pc8_diag_final,2.12185,13.3571,0.00109217,3.71449,0.00244479,3.48862,10.1028,4.14907,2.41636,,,
fig4,140,0.075,3126,M_mom_v2_kinf_rc8_pc8_diag_final,2.11317,13.4,0.00156403,4.55935,0.00343086,4.2395,12.6308,4.88856,3.14807,,,
fig4,140,0.075,3127,M_mom_v2_kinf_rc8_pc8_diag_final,2.06121,14.4857,0.0014799,2.8159,0.00334081,2.66192,6.57144,2.81845,2.791,,,
fig4,140,0.075,3128,M_mom_v2_kinf_rc8_pc8_diag_final,2.12471,13.3143,0.000995891,3.2889,0.00226905,3.15422,9.51515,3.57832,2.35028,,,
fig4,140,0.075,3129,M_mom_v2_kinf_rc8_pc8_diag_final,2.0858,13.8,0.00131038,2.96098,0.00295312,2.78684,8.14618,3.03868,2.37322,,,
fig4,140,0.075,3130,M_mom_v2_kinf_rc8_pc8_diag_final,2.1073,13.3143,0.00104283,2.2961,0.0023504,2.17083,6.16527,2.28949,2.3425,,,
fig4,140,0.075,3131,M_mom_v2_kinf_rc8_pc8_diag_final,2.14461,12.6,0.00146073,2.6428,0.00326727,2.471,7.49795,2.62208,2.86724,,,
fig4,140,0.075,3132,M_mom_v2_kinf_rc8_pc8_diag_final,2.123,13.1857,0.00121097,3.74704,0.00271063,3.5284,12.055,4.10751,2.30203,,,
fig4,140,0.075,3123,M_mom_v2_kinf_rc8_pc8_diag_w025f,2.3219,13.4429,0.00118955,2.87651,0.00269582,2.73697,10.1724,2.96978,2.30389,,,
fig4,140,0.075,3124,M_mom_v2_kinf_rc8_pc8_diag_w025f,2.21454,12.7571,0.00119787,4.10374,0.00271664,3.91487,11.4481,4.70181,2.12783,,,
fig4,140,0.075,3125,M_mom_v2_kinf_rc8_pc8_diag_w025f,2.19711,13.3571,0.00110145,3.74605,0.00246828,3.52214,10.1449,4.18797,2.42218,,,
fig4,140,0.075,3126,M_mom_v2_kinf_rc8_pc8_diag_w025f,2.22359,13.4,0.00155195,4.52415,0.003415,4.2199,12.5206,4.8414,3.17444,,,
fig4,140,0.075,3127,M_mom_v2_kinf_rc8_pc8_diag_w025f,2.42315,14.4857,0.00147501,2.8066,0.00333695,2.65884,6.42816,2.81041,2.76935,,,
fig4,140,0.075,3128,M_mom_v2_kinf_rc8_pc8_diag_w025f,2.26583,13.3143,0.000996604,3.29125,0.00226644,3.15058,9.63945,3.58566,2.33249,,,
fig4,140,0.075,3129,M_mom_v2_kinf_rc8_pc8_diag_w025f,2.23767,13.8,0.00132092,2.98479,0.00297834,2.81064,8.02899,3.06466,2.37894,,,
fig4,140,0.075,3130,M_mom_v2_kinf_rc8_pc8_diag_w025f,2.18109,13.3143,0.00104245,2.29525,0.00234645,2.16718,6.23344,2.28747,2.34974,,,
fig4,140,0.075,3131,M_mom_v2_kinf_rc8_pc8_diag_w025f,2.25975,12.6,0.00145291,2.62866,0.00324865,2.45692,7.59362,2.60883,2.84387,,,
fig4,140,0.075,3132,M_mom_v2_kinf_rc8_pc8_diag_w025f,2.20639,13.1857,0.00120871,3.74005,0.00270375,3.51943,11.9086,4.09751,2.31057,,,
fig4,140,0.075,3123,M_mom_v2_kinf_rc8_pc8_final,2.10584,13.4429,0.0011931,2.8851,0.00270814,2.74948,10.9391,2.98004,2.30093,,,
fig4,140,0.075,3124,M_mom_v2_kinf_rc8_pc8_final,2.12292,12.7571,0.00120473,4.12726,0.00273733,3.94469,12.2928,4.71988,2.18537,,,
fig4,140,0.075,3125,M_mom_v2_kinf_rc8_pc8_final,2.09139,13.3571,0.00110449,3.75639,0.00247856,3.53681,10.2006,4.18442,2.48888,,,
fig4,140,0.075,3126,M_mom_v2_kinf_rc8_pc8_final,2.10085,13.4,0.0015647,4.56131,0.00343503,4.24466,12.2903,4.87457,3.23549,,,
fig4,140,0.075,3127,M_mom_v2_kinf_rc8_pc8_final,2.06116,14.4857,0.00147878,2.81378,0.00334866,2.66817,6.71032,2.81513,2.80066,,,
fig4,140,0.075,3128,M_mom_v2_kinf_rc8_pc8_final,2.12153,13.3143,0.000994058,3.28284,0.0022753,3.1629,8.82295,3.55256,2.42224,,,
fig4,140,0.075,3129,M_mom_v2_kinf_rc8_pc8_final,2.09165,13.8,0.00133302,3.01215,0.00299728,2.82852,8.24718,3.09058,2.41946,,,
fig4,140,0.075,3130,M_mom_v2_kinf_rc8_pc8_final,2.1228,13.3143,0.00107401,2.36476,0.00240576,2.22196,7.80095,2.35814,2.41121,,,
fig4,140,0.075,3131,M_mom_v2_kinf_rc8_pc8_final,2.11759,12.6,0.00144862,2.62089,0.00325396,2.46093,7.55581,2.59157,2.93296,,,
fig4,140,0.075,3132,M_mom_v2_kinf_rc8_pc8_final,2.12292,13.1857,0.00121574,3.76179,0.00273209,3.55633,11.8938,4.12399,2.30936,,,
fig4,140,0.075,3123,M_mom_v2_kinf_rc8_pc8_w025f,2.31517,13.4429,0.00119691,2.89431,0.00271157,2.75296,10.4549,2.98941,2.30935,,,
fig4,140,0.075,3124,M_mom_v2_kinf_rc8_pc8_w025f,2.2022,12.7571,0.00120217,4.11848,0.00273367,3.93942,11.969,4.70479,2.20606,,,
fig4,140,0.075,3125,M_mom_v2_kinf_rc8_pc8_w025f,2.20772,13.3571,0.00111408,3.78901,0.00250275,3.57133,10.0177,4.22615,2.48931,,,
fig4,140,0.075,3126,M_mom_v2_kinf_rc8_pc8_w025f,2.21585,13.4,0.00155526,4.5338,0.00342274,4.22947,12.4515,4.8372,3.2576,,,
fig4,140,0.075,3127,M_mom_v2_kinf_rc8_pc8_w025f,2.13903,14.4857,0.00147469,2.80599,0.0033473,2.66708,6.53467,2.80806,2.78576,,,
