exp,N,phi,seed,op,wall_s,nearfield_interactions,rmse,rel_rmse,mae,rel_mae,max_rel_rmse,prmse_lin,prmse_ang,err_mean_pct,prmse_fluct,max_rel_lin
cluster,10,0.1,0,M_2b,0.0777779,7,0.104111,7.02865,0.214364,5.9164,12.2364,6.48017,46.1438,,,
cluster,10,0.1,0,M_3b,0.0800207,7,0.0545002,3.67935,0.131945,3.64166,4.3526,2.4496,46.1438,,,
cluster,10,0.1,0,M_mom_old,0.0467353,7,0.0451228,3.04628,0.106519,2.93989,4.28193,2.51732,28.9027,,,
cluster,10,0.1,0,M_mom_v2_k10_rc6,0.0660405,7,0.0387183,2.6139,0.0924375,2.55126,4.05784,2.18446,24.1922,,,
cluster,10,0.1,0,M_mom_v2_kinf_rc6,0.0530653,7,0.0380625,2.56963,0.0900652,2.48578,4.00924,2.13874,24.002,,,
cluster,10,0.1,0,M_mom_v2_kinf_rc8,0.0805357,7,0.0392554,2.65016,0.0935543,2.58208,3.92116,2.2275,24.2018,,,
cluster,10,0.1,0,M_mom_v2_kinf_rc8_pc8,0.0723217,7,0.0379613,2.5628,0.0859008,2.37085,3.83318,2.14308,23.6855,,,
cluster,10,0.1,0,M_mom_v2_kinf_rc8_pc8_diag,0.0895257,7,0.0411377,2.77724,0.0950737,2.62402,4.09173,2.31521,25.849,,,
cluster,10,0.1,0,M_nbody_b1,0.0477858,7,0.0488556,3.29828,0.112542,3.10614,4.5585,2.73981,30.9426,,,
cluster,10,0.1,0,M_nbody_b1_v2,0.0590556,7,0.0430259,2.90472,0.101686,2.80651,3.99717,2.41812,27.12,,,
cluster,10,0.1,0,M_rpy,0.00803423,7,0.155043,10.467,0.318733,8.79696,18.0159,9.93848,56.0107,,,
cluster,10,0.2,0,M_2b,0.00675201,7.6,0.085434,5.72541,0.185587,5.08778,8.66829,5.31698,34.1502,,,
cluster,10,0.2,0,M_3b,0.0162897,7.6,0.0562164,3.76737,0.128325,3.51797,5.81609,3.09985,34.1502,,,
cluster,10,0.2,0,M_mom_old,0.0154965,7.6,0.023583,1.58043,0.0548629,1.50404,2.18289,0.973626,19.7988,,,
cluster,10,0.2,0,M_mom_v2_k10_rc6,0.0178032,7.6,0.0303055,2.03094,0.0707187,1.93872,2.84849,1.65302,18.8154,,,
cluster,10,0.2,0,M_mom_v2_kinf_rc6,0.0172808,7.6,0.0293428,1.96642,0.0677564,1.85751,2.88463,1.56522,18.9726,,,
cluster,10,0.2,0,M_mom_v2_kinf_rc8,0.0189838,7.6,0.027204,1.82309,0.0615767,1.6881,2.77741,1.37413,19.0807,,,
cluster,10,0.2,0,M_mom_v2_kinf_rc8_pc8,0.0133705,7.6,0.0218046,1.46125,0.0494465,1.35555,2.63856,0.931293,17.9106,,,
cluster,10,0.2,0,M_mom_v2_kinf_rc8_pc8_diag,0.023423,7.6,0.0223482,1.49768,0.0514916,1.41162,2.31943,0.784762,20.2777,,,
cluster,10,0.2,0,M_nbody_b1,0.0197544,7.6,0.0368319,2.46831,0.0886258,2.42964,3.24577,1.97737,23.55,,,
cluster,10,0.2,0,M_nbody_b1_v2,0.0250969,7.6,0.0355119,2.37985,0.0846523,2.32071,3.39336,1.93293,22.1375,,,
cluster,10,0.2,0,M_rpy,0.00808597,7.6,0.133099,8.9197,0.28832,7.90416,13.5518,8.55239,41.1392,,,
cluster,10,0.5,0,M_2b,0.00767398,6.8,0.0498424,3.58238,0.107936,3.17597,5.37433,3.37355,20.8387,,,
cluster,10,0.5,0,M_3b,0.0156691,6.8,0.0273421,1.96519,0.062605,1.84213,2.97211,1.54223,20.8387,,,
cluster,10,0.5,0,M_mom_old,0.00874305,6.8,0.014838,1.06647,0.0355672,1.04655,1.42958,0.819615,11.6709,,,
cluster,10,0.5,0,M_mom_v2_k10_rc6,0.0104971,6.8,0.0174421,1.25363,0.0415146,1.22155,1.50891,1.06682,11.2842,,,
cluster,10,0.5,0,M_mom_v2_kinf_rc6,0.0101688,6.8,0.0170166,1.22305,0.0404519,1.19028,1.50909,1.0277,11.3603,,,
cluster,10,0.5,0,M_mom_v2_kinf_rc8,0.0117235,6.8,0.0166175,1.19437,0.0397068,1.16836,1.6831,0.986414,11.5322,,,
cluster,10,0.5,0,M_mom_v2_kinf_rc8_pc8,0.00646901,6.8,0.010622,0.763443,0.0243973,0.717881,1.21862,0.437945,10.6786,,,
cluster,10,0.5,0,M_mom_v2_kinf_rc8_pc8_diag,0.00829744,6.8,0.0103786,0.745953,0.0239328,0.704212,1.08107,0.336459,11.3643,,,
cluster,10,0.5,0,M_nbody_b1,0.0150528,6.8,0.0209982,1.50922,0.0499273,1.46909,2.37465,1.25276,14.4146,,,
cluster,10,0.5,0,M_nbody_b1_v2,0.0184097,6.8,0.020553,1.47723,0.0492031,1.44778,2.29152,1.21497,14.3882,,,
cluster,10,0.5,0,M_rpy,0.00787282,6.8,0.0822607,5.91241,0.177421,5.22053,8.94716,5.76228,23.3117,,,
cluster,10,1,0,M_2b,0.00841975,5.2,0.0189469,1.59498,0.0395017,1.36202,3.01065,1.48113,12.0856,,,
cluster,10,1,0,M_3b,0.0152354,5.2,0.0102509,0.862935,0.0243447,0.839406,1.164,0.624535,12.0856,,,
cluster,10,1,0,M_mom_old,0.00944114,5.2,0.00725763,0.610959,0.0169716,0.58518,1.03106,0.49536,7.26509,,,
cluster,10,1,0,M_mom_v2_k10_rc6,0.0117037,5.2,0.0072035,0.606402,0.0173173,0.597099,0.831271,0.5026,6.89505,,,
cluster,10,1,0,M_mom_v2_kinf_rc6,0.011121,5.2,0.00738496,0.621678,0.0177639,0.612498,0.846892,0.514971,7.07739,,,
cluster,10,1,0,M_mom_v2_kinf_rc8,0.0123098,5.2,0.00688788,0.579832,0.0166268,0.573293,0.770532,0.464072,7.06094,,,
cluster,10,1,0,M_mom_v2_kinf_rc8_pc8,0.00815082,5.2,0.00595849,0.501595,0.0140734,0.485251,0.812051,0.378531,6.68112,,,
cluster,10,1,0,M_mom_v2_kinf_rc8_pc8_diag,0.0112379,5.2,0.00603874,0.50835,0.0142816,0.492429,0.855709,0.383372,6.77703,,,
cluster,10,1,0,M_nbody_b1,0.013464,5.2,0.0115605,0.973177,0.0263424,0.908284,1.45292,0.849889,9.64639,,,
cluster,10,1,0,M_nbody_b1_v2,0.016196,5.2,0.00957102,0.805704,0.022688,0.782281,1.11958,0.673487,8.98856,,,
cluster,10,1,0,M_rpy,0.00790524,5.2,0.0348002,2.92954,0.0748507,2.58085,5.01949,2.86569,12.6579,,,
cluster,10,2,0,M_2b,0.00936913,3.4,0.0073475,0.710932,0.0150394,0.595763,1.28321,0.690461,5.21334,,,
cluster,10,2,0,M_3b,0.0152478,3.4,0.00470277,0.455032,0.0105812,0.419157,0.732397,0.421954,5.21334,,,
cluster,10,2,0,M_mom_old,0.0107424,3.4,0.00371746,0.359695,0.00831544,0.329404,0.570837,0.345518,3.07012,,,
cluster,10,2,0,M_mom_v2_k10_rc6,0.0129871,3.4,0.00494005,0.477991,0.0117683,0.466183,0.598684,0.468116,2.9858,,,
cluster,10,2,0,M_mom_v2_kinf_rc6,0.0121839,3.4,0.00468479,0.453292,0.0111308,0.440929,0.610753,0.44348,2.89598,,,
cluster,10,2,0,M_mom_v2_kinf_rc8,0.0136898,3.4,0.00332147,0.32138,0.00785541,0.31118,0.534127,0.305633,3.04691,,,
cluster,10,2,0,M_mom_v2_kinf_rc8_pc8,0.00914454,3.4,0.00246286,0.238302,0.00551398,0.218428,0.50469,0.22481,2.42205,,,
cluster,10,2,0,M_mom_v2_kinf_rc8_pc8_diag,0.0200629,3.4,0.00314054,0.303873,0.00682289,0.270278,0.649354,0.29341,2.42964,,,
cluster,10,2,0,M_nbody_b1,0.012465,3.4,0.00443224,0.428856,0.00980224,0.388301,0.777416,0.410878,3.77099,,,
cluster,10,2,0,M_nbody_b1_v2,0.0148165,3.4,0.00503025,0.486718,0.0116863,0.462936,0.698934,0.472578,3.58456,,,
cluster,10,2,0,M_rpy,0.00796747,3.4,0.0136187,1.31773,0.027957,1.10747,2.09791,1.30678,5.33444,,,
cluster,10,3,0,M_2b,0.0101223,2.6,0.00389177,0.417924,0.00834994,0.367232,0.656131,0.412481,2.72144,,,
cluster,10,3,0,M_3b,0.0155153,2.6,0.00358401,0.384874,0.00761367,0.33485,0.590299,0.378936,2.72144,,,
cluster,10,3,0,M_mom_old,0.0111721,2.6,0.00362199,0.388953,0.0078798,0.346555,0.61552,0.385675,2.05308,,,
cluster,10,3,0,M_mom_v2_k10_rc6,0.0135829,2.6,0.00265267,0.284861,0.00583106,0.256451,0.453676,0.281716,1.71243,,,
cluster,10,3,0,M_mom_v2_kinf_rc6,0.0132494,2.6,0.00253913,0.272669,0.00556439,0.244723,0.454131,0.269364,1.71494,,,
cluster,10,3,0,M_mom_v2_kinf_rc8,0.0149219,2.6,0.00224894,0.241506,0.00502248,0.22089,0.36563,0.237591,1.74901,,,
cluster,10,3,0,M_mom_v2_kinf_rc8_pc8,0.0104661,2.6,0.00199909,0.214675,0.00459198,0.201956,0.333362,0.210968,1.60348,,,
cluster,10,3,0,M_mom_v2_kinf_rc8_pc8_diag,0.0130866,2.6,0.00239124,0.256787,0.00541906,0.238331,0.386706,0.253663,1.61785,,,
cluster,10,3,0,M_nbody_b1,0.0127597,2.6,0.0037525,0.402968,0.00797547,0.350762,0.653094,0.399784,2.06226,,,
cluster,10,3,0,M_nbody_b1_v2,0.014147,2.6,0.00265125,0.284708,0.00583815,0.256763,0.466183,0.280247,2.02831,,,
cluster,10,3,0,M_rpy,0.00820374,2.6,0.00624004,0.670096,0.0133912,0.588946,1.01744,0.66674,2.76188,,,
fig3,200,0.025,123,M_2b,3.59576,4.61,0.000734059,2.55226,0.00151861,2.20569,9.99742,2.96345,1.25945,,,
fig3,200,0.025,124,M_2b,4.59901,4.7,0.000881851,2.98596,0.00184004,2.60365,9.55731,3.46741,1.32006,,,
fig3,200,0.025,125,M_2b,4.41095,5.11,0.000943019,2.4239,0.00200611,2.17715,5.99364,2.59807,1.32294,,,
fig3,200,0.025,126,M_2b,4.9025,4.88,0.000911635,2.23139,0.00188745,1.94647,8.0443,2.34302,1.50401,,,
fig3,200,0.025,127,M_2b,4.63795,4.97,0.000932163,2.29381,0.0019431,2.01866,12.1118,2.39664,1.65922,,,
fig3,200,0.025,128,M_2b,4.71013,4.75,0.000846562,2.5949,0.00169658,2.1899,16.3182,2.86565,1.51509,,,
fig3,200,0.025,129,M_2b,4.56338,4.63,0.000877945,2.40878,0.0018323,2.12432,7.755,2.60138,1.36827,,,
fig3,200,0.025,130,M_2b,3.62494,4.61,0.000812567,2.45425,0.00173921,2.19521,8.03489,2.70285,1.43669,,,
fig3,200,0.025,131,M_2b,4.19074,5.01,0.000925336,2.87998,0.00196026,2.57283,12.2922,3.20094,1.59394,,,
fig3,200,0.025,132,M_2b,4.29363,5.02,0.000901545,2.93374,0.0019233,2.6121,8.84994,3.33047,1.49518,,,
fig3,200,0.025,123,M_3b,4.05608,4.61,0.000622736,2.1652,0.00133316,1.93633,7.79199,2.473,1.25945,,,
fig3,200,0.025,124,M_3b,4.23963,4.7,0.000804757,2.72492,0.001712,2.42246,8.18067,3.14428,1.32006,,,
fig3,200,0.025,125,M_3b,4.50845,5.11,0.00083978,2.15854,0.00182767,1.9835,5.72052,2.29698,1.32294,,,
fig3,200,0.025,126,M_3b,4.16635,4.88,0.0008071,1.97552,0.00170718,1.76056,5.94871,2.05207,1.50401,,,
fig3,200,0.025,127,M_3b,4.82692,4.97,0.000806893,1.98555,0.00174439,1.81222,10.1652,2.04233,1.65922,,,
fig3,200,0.025,128,M_3b,3.6954,4.75,0.000725517,2.22387,0.00151971,1.9616,12.3576,2.41422,1.51509,,,
fig3,200,0.025,129,M_3b,4.38547,4.63,0.000777576,2.1334,0.00167285,1.93946,5.65423,2.28238,1.36827,,,
fig3,200,0.025,130,M_3b,3.73208,4.61,0.000718842,2.17117,0.00157741,1.99099,6.71601,2.36051,1.43669,,,
fig3,200,0.025,131,M_3b,4.39944,5.01,0.000804903,2.50515,0.00176426,2.31558,8.79855,2.74641,1.59394,,,
fig3,200,0.025,132,M_3b,5.08328,5.02,0.00081776,2.6611,0.00175468,2.38309,7.931,2.99527,1.49518,,,
fig3,200,0.025,123,M_mom_old,3.81691,4.61,0.000562631,1.95622,0.00119295,1.7327,7.86983,2.28481,0.893848,,,
fig3,200,0.025,124,M_mom_old,4.50991,4.7,0.000723412,2.44949,0.00155802,2.20458,5.74993,2.85327,1.0278,,,
fig3,200,0.025,125,M_mom_old,4.6454,5.11,0.000716457,1.84156,0.0015752,1.70951,4.37705,1.97437,1.00061,,,
fig3,200,0.025,126,M_mom_old,3.6135,4.88,0.000696148,1.70394,0.00150681,1.55393,4.50427,1.80101,1.04555,,,
fig3,200,0.025,127,M_mom_old,4.83491,4.97,0.000720014,1.77176,0.00156248,1.62323,9.57558,1.86578,1.1664,,,
fig3,200,0.025,128,M_mom_old,4.03617,4.75,0.000595323,1.82479,0.00129455,1.67097,8.96257,2.01008,1.09407,,,
fig3,200,0.025,129,M_mom_old,3.53256,4.63,0.000683213,1.8745,0.00146277,1.69589,5.51635,2.03298,0.99591,,,
fig3,200,0.025,130,M_mom_old,4.89394,4.61,0.000639318,1.93097,0.00141366,1.7843,6.68162,2.15221,0.968941,,,
fig3,200,0.025,131,M_mom_old,3.97678,5.01,0.000666437,2.07419,0.00147784,1.93966,5.93693,2.31426,1.09387,,,
fig3,200,0.025,132,M_mom_old,3.73058,5.02,0.000707921,2.30367,0.00153793,2.08871,6.61309,2.63228,1.07166,,,
fig3,200,0.025,123,M_mom_v2_k10_rc6,4.20967,4.61,0.000537621,1.86926,0.00113674,1.65105,7.74578,2.17736,0.886162,,,
fig3,200,0.025,124,M_mom_v2_k10_rc6,3.84049,4.7,0.000671291,2.273,0.00144883,2.05008,6.00499,2.64076,0.997176,,,
fig3,200,0.025,125,M_mom_v2_k10_rc6,4.63121,5.11,0.000670659,1.72384,0.00147826,1.60431,4.85578,1.84463,0.968853,,,
fig3,200,0.025,126,M_mom_v2_k10_rc6,3.61468,4.88,0.000652289,1.59659,0.00143152,1.47628,4.51525,1.68051,1.04203,,,
fig3,200,0.025,127,M_mom_v2_k10_rc6,3.83457,4.97,0.000675727,1.66279,0.00145884,1.51557,8.85701,1.7441,1.15072,,,
fig3,200,0.025,128,M_mom_v2_k10_rc6,4.53185,4.75,0.000568077,1.74128,0.00124222,1.60343,8.5422,1.90988,1.08823,,,
fig3,200,0.025,129,M_mom_v2_k10_rc6,3.90538,4.63,0.000639196,1.75373,0.00137149,1.59007,4.86727,1.89571,0.982546,,,
fig3,200,0.025,130,M_mom_v2_k10_rc6,3.71342,4.61,0.000610597,1.84423,0.00133768,1.6884,6.3308,2.05648,0.918842,,,
fig3,200,0.025,131,M_mom_v2_k10_rc6,4.29378,5.01,0.000618106,1.92377,0.00137696,1.80725,5.65708,2.13905,1.05943,,,
fig3,200,0.025,132,M_mom_v2_k10_rc6,4.31597,5.02,0.000658179,2.1418,0.00143514,1.94912,6.39035,2.44111,1.03472,,,
fig3,200,0.025,123,M_mom_v2_kinf_rc6,4.06216,4.61,0.000536593,1.86569,0.00113455,1.64787,8.08844,2.17275,0.886828,,,
fig3,200,0.025,124,M_mom_v2_kinf_rc6,4.4386,4.7,0.000673452,2.28032,0.0014551,2.05896,5.92452,2.64919,1.00078,,,
fig3,200,0.025,125,M_mom_v2_kinf_rc6,4.55865,5.11,0.000672008,1.7273,0.00148098,1.60725,4.82845,1.84879,0.966826,,,
fig3,200,0.025,126,M_mom_v2_kinf_rc6,3.59904,4.88,0.000654023,1.60083,0.00143274,1.47753,4.4712,1.68516,1.04321,,,
fig3,200,0.025,127,M_mom_v2_kinf_rc6,3.87505,4.97,0.00067632,1.66424,0.00146286,1.51974,8.70329,1.74516,1.15541,,,
fig3,200,0.025,128,M_mom_v2_kinf_rc6,4.54653,4.75,0.000572573,1.75506,0.00124647,1.60891,9.20613,1.92649,1.08894,,,
fig3,200,0.025,129,M_mom_v2_kinf_rc6,4.52685,4.63,0.000640506,1.75733,0.00137275,1.59153,4.86763,1.89882,0.990626,,,
fig3,200,0.025,130,M_mom_v2_kinf_rc6,4.0902,4.61,0.000611363,1.84654,0.00133986,1.69116,6.2554,2.05773,0.929123,,,
fig3,200,0.025,131,M_mom_v2_kinf_rc6,3.94632,5.01,0.00061521,1.91475,0.00136803,1.79553,5.66589,2.1291,1.05403,,,
fig3,200,0.025,132,M_mom_v2_kinf_rc6,4.36732,5.02,0.000658043,2.14136,0.00143709,1.95177,6.20064,2.43868,1.04605,,,
fig3,200,0.025,123,M_mom_v2_kinf_rc8,4.25961,4.61,0.000530485,1.84445,0.00113137,1.64325,7.60936,2.14696,0.882371,,,
fig3,200,0.025,124,M_mom_v2_kinf_rc8,3.67427,4.7,0.000651213,2.20502,0.00141463,2.00169,6.0421,2.557,0.996064,,,
fig3,200,0.025,125,M_mom_v2_kinf_rc8,4.06946,5.11,0.000656979,1.68868,0.00145373,1.57768,4.40905,1.80529,0.964393,,,
fig3,200,0.025,126,M_mom_v2_kinf_rc8,3.68364,4.88,0.000652477,1.59705,0.00142894,1.47362,4.54711,1.68119,1.04068,,,
fig3,200,0.025,127,M_mom_v2_kinf_rc8,3.8561,4.97,0.000668761,1.64564,0.00144972,1.50609,8.25704,1.72464,1.15046,,,
fig3,200,0.025,128,M_mom_v2_kinf_rc8,4.07768,4.75,0.000575792,1.76493,0.0012449,1.60688,9.32797,1.93812,1.09079,,,
fig3,200,0.025,129,M_mom_v2_kinf_rc8,3.80378,4.63,0.000624455,1.71329,0.00134386,1.55803,4.53084,1.84806,0.990302,,,
fig3,200,0.025,130,M_mom_v2_kinf_rc8,3.69265,4.61,0.000601476,1.81668,0.00132177,1.66832,6.28707,2.02155,0.93375,,,
fig3,200,0.025,131,M_mom_v2_kinf_rc8,3.62296,5.01,0.000617376,1.9215,0.00137002,1.79815,5.2832,2.13664,1.05752,,,
fig3,200,0.025,132,M_mom_v2_kinf_rc8,3.95552,5.02,0.000645486,2.1005,0.00140496,1.90812,6.06929,2.38928,1.04308,,,
fig3,200,0.025,123,M_mom_v2_kinf_rc8_pc8,3.80179,4.61,0.000455879,1.58506,0.000987455,1.43422,6.55033,1.837,0.799452,,,
fig3,200,0.025,124,M_mom_v2_kinf_rc8_pc8,4.04303,4.7,0.000561526,1.90134,0.00121195,1.71489,5.38159,2.19987,0.887852,,,
fig3,200,0.025,125,M_mom_v2_kinf_rc8_pc8,3.51954,5.11,0.000548425,1.40965,0.00123473,1.34001,3.95562,1.49783,0.882005,,,
fig3,200,0.025,126,M_mom_v2_kinf_rc8_pc8,3.75604,4.88,0.000587124,1.43709,0.00128581,1.32601,4.26449,1.51206,0.942789,,,
fig3,200,0.025,127,M_mom_v2_kinf_rc8_pc8,3.56118,4.97,0.000585116,1.43982,0.00125876,1.30771,7.36107,1.50172,1.06115,,,
fig3,200,0.025,128,M_mom_v2_kinf_rc8_pc8,3.8342,4.75,0.000525485,1.61073,0.00113839,1.46941,6.96306,1.75691,1.05671,,,
fig3,200,0.025,129,M_mom_v2_kinf_rc8_pc8,3.58403,4.63,0.000554233,1.52062,0.00120349,1.3953,4.4041,1.63456,0.920993,,,
fig3,200,0.025,130,M_mom_v2_kinf_rc8_pc8,3.57801,4.61,0.000503349,1.5203,0.00109938,1.38763,4.53705,1.68229,0.842119,,,
fig3,200,0.025,131,M_mom_v2_kinf_rc8_pc8,3.66729,5.01,0.000532725,1.65803,0.00116446,1.52836,5.38962,1.83534,0.960813,,,
fig3,200,0.025,132,M_mom_v2_kinf_rc8_pc8,4.0144,5.02,0.000526766,1.71416,0.00114902,1.56052,5.81342,1.92887,0.965968,,,
fig3,200,0.025,123,M_mom_v2_kinf_rc8_pc8_c,3.84573,4.61,0.000455264,1.58291,0.000988109,1.43517,6.43096,1.83589,0.791487,,,
fig3,200,0.025,124,M_mom_v2_kinf_rc8_pc8_c,3.84738,4.7,0.000561924,1.90269,0.0012134,1.71695,5.29258,2.20135,0.888943,,,
fig3,200,0.025,125,M_mom_v2_kinf_rc8_pc8_c,3.85887,5.11,0.000545649,1.40252,0.00123075,1.33568,3.84447,1.48987,0.880616,,,
fig3,200,0.025,126,M_mom_v2_kinf_rc8_pc8_c,3.85907,4.88,0.000584897,1.43164,0.0012807,1.32074,4.30046,1.50549,0.946263,,,
fig3,200,0.025,127,M_mom_v2_kinf_rc8_pc8_c,3.85852,4.97,0.000586218,1.44253,0.00126106,1.3101,7.55377,1.50487,1.06077,,,
fig3,200,0.025,128,M_mom_v2_kinf_rc8_pc8_c,3.87379,4.75,0.000527368,1.6165,0.00114087,1.47261,7.24634,1.76394,1.05686,,,
fig3,200,0.025,129,M_mom_v2_kinf_rc8_pc8_c,3.91773,4.63,0.000553793,1.51942,0.00120195,1.39351,4.36763,1.63354,0.918267,,,
fig3,200,0.025,130,M_mom_v2_kinf_rc8_pc8_c,4.02713,4.61,0.000502474,1.51766,0.00109823,1.38617,4.42195,1.67879,0.844158,,,
fig3,200,0.025,131,M_mom_v2_kinf_rc8_pc8_c,3.8876,5.01,0.000535199,1.66573,0.0011682,1.53326,5.46777,1.84314,0.969298,,,
fig3,200,0.025,132,M_mom_v2_kinf_rc8_pc8_c,3.91062,5.02,0.000530791,1.72726,0.00115669,1.57094,6.16436,1.94356,0.973558,,,
fig3,200,0.025,123,M_mom_v2_kinf_rc8_pc8_diag,4.22276,4.61,0.000456506,1.58723,0.000992983,1.44225,6.67957,1.84234,0.78635,,,
fig3,200,0.025,124,M_mom_v2_kinf_rc8_pc8_diag,4.23558,4.7,0.000554488,1.8775,0.0011949,1.69078,5.36176,2.16979,0.89094,,,
fig3,200,0.025,125,M_mom_v2_kinf_rc8_pc8_diag,4.29899,5.11,0.000542645,1.3948,0.00122399,1.32836,3.80083,1.48027,0.886841,,,
fig3,200,0.025,126,M_mom_v2_kinf_rc8_pc8_diag,4.12869,4.88,0.000578682,1.41642,0.00126544,1.305,4.21141,1.48908,0.939722,,,
fig3,200,0.025,127,M_mom_v2_kinf_rc8_pc8_diag,4.1752,4.97,0.000578368,1.42321,0.00124338,1.29173,6.97463,1.4839,1.05263,,,
fig3,200,0.025,128,M_mom_v2_kinf_rc8_pc8_diag,4.13366,4.75,0.000520987,1.59694,0.00112885,1.45708,7.19934,1.74095,1.05226,,,
fig3,200,0.025,129,M_mom_v2_kinf_rc8_pc8_diag,4.72141,4.63,0.000551241,1.51241,0.00119804,1.38898,4.65159,1.62591,0.914754,,,
fig3,200,0.025,130,M_mom_v2_kinf_rc8_pc8_diag,4.71818,4.61,0.000500623,1.51207,0.00109178,1.37803,4.51279,1.67277,0.840062,,,
fig3,200,0.025,131,M_mom_v2_kinf_rc8_pc8_diag,4.76561,5.01,0.000527291,1.64112,0.00115362,1.51412,5.48717,1.81431,0.963878,,,
fig3,200,0.025,132,M_mom_v2_kinf_rc8_pc8_diag,4.80773,5.02,0.000522615,1.70066,0.00114092,1.54953,5.80924,1.91415,0.955895,,,
fig3,200,0.025,123,M_mom_v2_kinf_rc8_pc8_diag_c,4.15319,4.61,0.000456192,1.58614,0.000993345,1.44278,6.54521,1.84254,0.778311,,,
fig3,200,0.025,124,M_mom_v2_kinf_rc8_pc8_diag_c,4.10997,4.7,0.000554624,1.87797,0.0011964,1.6929,5.27217,2.1704,0.89073,,,
fig3,200,0.025,125,M_mom_v2_kinf_rc8_pc8_diag_c,3.91102,5.11,0.000540453,1.38916,0.00122161,1.32577,3.76124,1.47397,0.885791,,,
fig3,200,0.025,126,M_mom_v2_kinf_rc8_pc8_diag_c,3.91589,4.88,0.000577022,1.41236,0.00126248,1.30195,4.24123,1.48404,0.943469,,,
fig3,200,0.025,127,M_mom_v2_kinf_rc8_pc8_diag_c,3.91464,4.97,0.000581072,1.42987,0.00124925,1.29783,7.0912,1.49173,1.05095,,,
fig3,200,0.025,128,M_mom_v2_kinf_rc8_pc8_diag_c,3.93624,4.75,0.000522723,1.60226,0.00113199,1.46115,7.44911,1.74788,1.05016,,,
fig3,200,0.025,129,M_mom_v2_kinf_rc8_pc8_diag_c,3.95077,4.63,0.000551339,1.51268,0.00119717,1.38796,4.62482,1.6269,0.909828,,,
fig3,200,0.025,130,M_mom_v2_kinf_rc8_pc8_diag_c,4.00372,4.61,0.000501044,1.51334,0.00109075,1.37673,4.39455,1.67411,0.841175,,,
fig3,200,0.025,131,M_mom_v2_kinf_rc8_pc8_diag_c,4.0026,5.01,0.00052926,1.64725,0.00115639,1.51776,5.57547,1.82062,0.970072,,,
fig3,200,0.025,132,M_mom_v2_kinf_rc8_pc8_diag_c,4.0277,5.02,0.000527761,1.7174,0.00115033,1.5623,6.1763,1.93331,0.963716,,,
fig3,200,0.025,123,M_mom_v2_kinf_rc8_pc8_diag_final,5.04488,4.61,0.000454915,1.5817,0.000992223,1.44115,6.40691,1.83594,0.783486,,,
fig3,200,0.025,124,M_mom_v2_kinf_rc8_pc8_diag_final,5.0377,4.7,0.00055471,1.87826,0.00119475,1.69056,5.38341,2.17117,0.888441,,,
fig3,200,0.025,125,M_mom_v2_kinf_rc8_pc8_diag_final,5.0829,5.11,0.00053984,1.38759,0.0012203,1.32435,3.76549,1.47221,0.885479,,,
fig3,200,0.025,126,M_mom_v2_kinf_rc8_pc8_diag_final,5.12799,4.88,0.000578433,1.41582,0.00126557,1.30514,4.26678,1.48776,0.945001,,,
fig3,200,0.025,127,M_mom_v2_kinf_rc8_pc8_diag_final,5.102,4.97,0.000577705,1.42158,0.00124234,1.29064,7.14971,1.48307,1.045,,,
fig3,200,0.025,128,M_mom_v2_kinf_rc8_pc8_diag_final,5.07894,4.75,0.000525696,1.61137,0.00113648,1.46694,7.57853,1.75917,1.04937,,,
fig3,200,0.025,129,M_mom_v2_kinf_rc8_pc8_diag_final,5.04213,4.63,0.000552948,1.5171,0.00120068,1.39204,4.68027,1.63198,0.910069,,,
fig3,200,0.025,130,M_mom_v2_kinf_rc8_pc8_diag_final,5.15184,4.61,0.00050032,1.51115,0.0010907,1.37666,4.47838,1.67183,0.839082,,,
fig3,200,0.025,131,M_mom_v2_kinf_rc8_pc8_diag_final,4.75956,5.01,0.000527454,1.64163,0.0011545,1.51528,5.53131,1.8152,0.962388,,,
fig3,200,0.025,132,M_mom_v2_kinf_rc8_pc8_diag_final,4.7512,5.02,0.000524487,1.70675,0.00114274,1.55199,6.17611,1.92107,0.958977,,,
fig3,200,0.025,123,M_mom_v2_kinf_rc8_pc8_diag_w025f,4.15138,4.61,0.000456416,1.58692,0.000992442,1.44147,6.64552,1.84408,0.775389,,,
fig3,200,0.025,124,M_mom_v2_kinf_rc8_pc8_diag_w025f,4.4047,4.7,0.00055335,1.87365,0.00119366,1.68902,5.39842,2.16583,0.886338,,,
fig3,200,0.025,125,M_mom_v2_kinf_rc8_pc8_diag_w025f,4.16218,5.11,0.000540668,1.38971,0.00122092,1.32502,3.74327,1.47447,0.886831,,,
fig3,200,0.025,126,M_mom_v2_kinf_rc8_pc8_diag_w025f,4.40143,4.88,0.000576419,1.41089,0.00126147,1.30091,4.17502,1.48161,0.949827,,,
fig3,200,0.025,127,M_mom_v2_kinf_rc8_pc8_diag_w025f,4.20539,4.97,0.000581092,1.42991,0.00124672,1.29519,7.07387,1.49223,1.04763,,,
fig3,200,0.025,128,M_mom_v2_kinf_rc8_pc8_diag_w025f,4.29981,4.75,0.000524879,1.60887,0.00113644,1.46688,7.29295,1.75644,1.04771,,,
fig3,200,0.025,129,M_mom_v2_kinf_rc8_pc8_diag_w025f,4.36845,4.63,0.000552189,1.51502,0.00119891,1.38998,4.73823,1.62911,0.913407,,,
