case,n,loading,backend,policy,order,pdeg,max_leaf,mac,theta,rel_far,rel_total,far_ms,near_pairs,traverse_ms,p2p_ms,build_ms,upward_ms,fp32_level,rel_asym,rel_asym_stderr,asym_probes,pair_budget_gb,gpu
twodrop0,1047968,random,widebvh,bary,,5,512,0.7,,0.0006315024245451203,0.0006278660651937144,378.09144900044583,10834680.0,269.4905700683594,75.21337890625,17.679940000000002,8.684252,3,0.0016643839900642974,0.00028120411245907326,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,512,0.8,,0.0018274800642715853,0.0018169569467617695,281.1306623334531,7396517.0,200.24620056152344,46.60639953613281,17.520836,9.116492,3,0.0033638405267019627,0.0008720403078537311,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,512,0.9,,0.0045214569858207715,0.004495421230844514,230.1575366667142,6633239.0,155.2038116455078,40.588863372802734,17.641323999999997,9.88278,3,0.008272785928907444,0.0015108906487293669,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,512,1.0,,0.006867090826149965,0.006827548286055029,211.1818146671188,6627906.0,139.1727294921875,40.74099349975586,17.458840000000002,8.385305,3,0.011986434755939959,0.0027387262591485233,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,1024,0.6,,0.0002075783940684882,0.00020638310232441533,576.4750493326574,16790878.0,319.02593994140625,224.0964813232422,15.863301,9.158287,3,0.00045553652085533763,8.73476281599331e-05,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,1024,0.7,,0.0006355458839055339,0.0006318862412369375,399.5019663331429,10820533.0,229.1274871826172,133.40640258789062,15.850763,9.831252,3,0.0013616696936170397,0.0002288581162979122,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,1024,0.8,,0.0017815984124386975,0.0017713394937145326,298.79923200011643,7335886.0,176.32928466796875,85.68182373046875,15.737402,9.585464,3,0.003531418246849785,0.0006527897030928232,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,1024,0.9,,0.004531888176060473,0.004505792355509327,236.39570866604723,5946155.0,137.95225524902344,65.82988739013672,15.511320999999999,9.814206,3,0.008901834552780678,0.0018869356825373508,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,1024,1.0,,0.006869368298330485,0.006829812643943443,224.1077453327307,5918843.0,129.88723754882812,65.9876480102539,15.569623,9.567117,3,0.014779454682311049,0.0037164898026345265,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,2048,0.6,,0.00019818600834288776,0.00019704480046031376,617.6314880006734,14048292.0,269.88555908203125,318.0184326171875,14.697712,11.367936,3,0.00043879258460451386,8.591544410906706e-05,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,2048,0.7,,0.0006083722547862596,0.0006048690851200126,421.69247066703974,9123685.0,195.05471801757812,196.12249755859375,14.748944,10.451499,3,0.0013276937535539018,0.0002559584962154118,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,2048,0.8,,0.0017098236045554002,0.0016999779843138653,318.901542332848,6222836.0,151.83255004882812,130.71466064453125,14.70401,10.916101,3,0.003352835461487631,0.0008176806200563025,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,2048,0.9,,0.004474257305043594,0.004448493338415104,253.3215576671258,4801389.0,127.27094268798828,96.49353790283203,14.810392,11.012666,3,0.007566646038216148,0.0013278122004821023,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,5,2048,1.0,,0.0069288023091243715,0.006888904417855029,237.39473433306557,4762051.0,109.65641784667969,96.33757019042969,14.842382,10.699741,3,0.013614143651480115,0.0030616107751575516,8,2.0,NVIDIA GeForce RTX 4060 Laptop GPU
npy:figures/drop_1M_4060/positions_1.0.npy,1047968,gravity,widebvh,bary,,7,512,0.8,,9.027790597255062e-06,9.025916071590793e-06,18847.684519667382,10598328.0,12998.720703125,3154.428955078125,146.00329399999998,402.691272,0,0.0007956368305023218,0.00015448385762002517,8,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
npy:figures/drop_1M_4060/positions_1.0.npy,1047968,gravity,widebvh,bary,,7,1024,0.8,,8.725022065737511e-06,8.723210406770975e-06,18875.870936333133,10478914.0,12827.990234375,6586.48974609375,138.33883600000001,406.244801,0,0.0005946872274427751,9.688151190344542e-05,8,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
npy:figures/drop_1M_4060/positions_1.0.npy,1047968,gravity,widebvh,bary,,7,512,0.8,,9.031054663784703e-06,9.029179460371384e-06,913.5390236673023,10598328.0,532.7713623046875,129.79420471191406,146.526181,46.491169,3,0.0007958106072481198,0.0001545263626228746,8,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
npy:figures/drop_1M_4060/positions_1.0.npy,1047968,gravity,widebvh,bary,,7,1024,0.8,,8.726600597225964e-06,8.724788610493983e-06,417.52292033318855,10478914.0,248.71043395996094,133.61532592773438,11.717853999999999,19.952451,3,0.000594616421235937,9.688224311671317e-05,8,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
npy:figures/drop_1M_4060/positions_1.0.npy,1047968,random,widebvh,bary,,7,512,0.8,,0.00030321010299067425,0.0003009452753119235,20103.175513999304,10598328.0,16342.97265625,3154.414306640625,146.050275,402.740034,0,0.00079563683050217,0.00015448385762002143,8,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
npy:figures/drop_1M_4060/positions_1.0.npy,1047968,random,widebvh,bary,,7,1024,0.8,,0.00028310914879930917,0.00028099446518559075,19794.67951433253,10478914.0,12987.5869140625,6100.103515625,139.979051,474.435727,0,0.0005946872274427742,9.688151190346768e-05,8,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
npy:figures/drop_1M_4060/positions_1.0.npy,1047968,random,widebvh,bary,,7,512,0.8,,0.0003032085800557185,0.00030094376375252945,919.743556666314,10598328.0,541.0464477539062,125.78668975830078,146.27819599999998,46.52713,3,0.0007958000954994854,0.00015452804767976294,8,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
npy:figures/drop_1M_4060/positions_1.0.npy,1047968,random,widebvh,bary,,7,1024,0.8,,0.00028310627502231697,0.00028099161287427403,906.6238099997767,10478914.0,433.1897888183594,234.4100799560547,138.58144900000002,46.672743,3,0.0005945973941058477,9.68778613571283e-05,8,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,gravity,widebvh,bary,,7,1024,0.4,,1.5425484378051493e-08,1.542257983459467e-08,78930.48341066606,50691009.0,78745.21875,0.179967999458313,8.07407,194.593498,0,,,,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,gravity,widebvh,bary,,7,1024,0.5,,1.923760359568778e-08,1.9233981248779287e-08,52577.77494099961,27831444.0,52369.62109375,0.1802240014076233,8.074977,195.651579,0,,,,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,gravity,widebvh,bary,,7,1024,0.6,,7.669460820638558e-08,7.668016698580669e-08,15325.447918999998,16790878.0,10699.5869140625,4417.470703125,8.797142000000001,195.65352,0,,,,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,gravity,widebvh,bary,,7,1024,0.4,,2.584380253563895e-08,2.583893627369769e-08,3718.6942323326853,50691009.0,3678.2490234375,0.2385919988155365,11.916345,21.639425,3,,,,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,gravity,widebvh,bary,,7,1024,0.5,,2.3853750337950078e-08,2.384925879312939e-08,2385.3992566667634,27831444.0,2352.459716796875,0.2385919988155365,11.695816,19.892051,3,,,,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,gravity,widebvh,bary,,7,1024,0.6,,1.369301659934899e-07,1.3690438271123237e-07,693.5477456669711,16790878.0,441.4073181152344,217.53155517578125,11.70626,20.828988,3,,,,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,7,1024,0.4,,4.617822214289547e-07,4.5912315626318633e-07,79383.66657499985,50691009.0,79175.453125,0.17715199291706085,8.201516999999999,195.685655,0,,,,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,7,1024,0.5,,2.9838931232987177e-06,2.966711071036101e-06,52580.08116733375,27831444.0,52371.01171875,0.17817600071430206,8.120972,195.698602,0,,,,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,7,1024,0.6,,1.6163231332871923e-05,1.607015913691232e-05,15325.665071333788,16790878.0,10699.4423828125,4417.580078125,8.813048,195.664942,0,,,,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,7,1024,0.4,,6.266359589250235e-07,6.23027621980307e-07,3791.4516256666197,50691009.0,3742.422119140625,0.26921600103378296,11.84136,19.664107,3,,,,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,7,1024,0.5,,3.014496989391031e-06,2.997138711906898e-06,2440.039881000606,27831444.0,2397.788818359375,0.27136000990867615,11.972494000000001,21.774467,3,,,,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
twodrop0,1047968,random,widebvh,bary,,7,1024,0.6,,1.616908292948945e-05,1.607597703847619e-05,709.3194883333732,16790878.0,451.6136779785156,223.60169982910156,11.736851999999999,20.32126,3,,,,1.0,NVIDIA GeForce RTX 4060 Laptop GPU
