N,phi,seed,forcing,rung,truth_gap,n_near,sd_check,acc,prmse_lin,prmse_fluct,err_mean_pct,prmse_ang,rel_rmse,max_rel_lin
200,0.2,8424,gravity,rpy+full,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,0.7058097155736008,5.108450810159713,0.4660076705664311,4.6035810367976655,0.7193303104960266,1.3284395455287006
200,0.2,8424,gravity,sd_minf,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,0.7058097155737099,5.108450810159872,0.466007670566579,4.603581036797399,0.7193303104961319,1.328439545528559
200,0.2,8424,gravity,stack+ref1,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,5.58758457439364,24.44584105794548,5.000366331659748,27.596624198783086,5.6481082086032135,10.163542355283306
200,0.2,8424,gravity,stack+ref2,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,4.447034636937809,16.88202492633164,4.106650798404643,16.976019664450874,4.475045304740875,7.626736414645401
200,0.2,8424,gravity,stack+full,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,4.880987207223937,19.50292676757763,4.4620737938337,20.052316065047865,4.916934135699572,8.528136787699484
200,0.2,8424,gravity,stack+ref1_uncov,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,0.8932915720487454,8.495151957792679,0.1204439744051298,12.489308522165157,0.9708043633816302,2.1818783603938066
200,0.2,8424,gravity,pnear+ref1_far,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,0.5183105532194207,4.288486653556279,0.2640182936880957,4.189282682811598,0.5336070017205303,1.418700785345408
200,0.2,8424,gravity,pnear+full_far,3.4429090995342573e-06,6374,8.426041979039836e-15,fine,0.3855477206358256,2.2366411733011518,0.3088089663455168,2.167540349023163,0.391002715246442,0.9919127361180604
200,0.2,8424,random,rpy,0.00045709547869,6374,3.318448554510677e-14,fine,17.521308685539676,47.15438944712528,5.247562474947387,21.90437987384844,17.852854230196467,45.34484510329448
200,0.2,8424,random,2b,0.00045709547869,6374,3.318448554510677e-14,fine,15.208729630987063,40.89210857288973,4.605139720572092,17.38784555631389,15.366401976675087,44.5950174008144
200,0.2,8424,random,near_nn,0.00045709547869,6374,3.318448554510677e-14,fine,6.067632572896464,16.21279433484801,1.9637895501611116,6.240964420799856,6.07955275303413,18.220563952123108
200,0.2,8424,random,stack_nn,0.00045709547869,6374,3.318448554510677e-14,fine,6.090852796186026,16.211489791331374,2.0460026107846825,5.6299410875624,6.060680020652925,16.802207648560934
200,0.2,8424,random,near_ex,0.00045709547869,6374,3.318448554510677e-14,fine,4.201134132824341,11.188692299388032,1.4032211001516235,3.5712859195971545,4.161403485834531,10.946621167319796
200,0.2,8424,random,diag_ex,0.00045709547869,6374,3.318448554510677e-14,fine,4.091279156215521,10.824618046829546,1.4470184190255315,2.4003031913477804,3.999194855450555,11.014937527787174
200,0.2,8424,random,far_ex,0.00045709547869,6374,3.318448554510677e-14,fine,0.0026438309892127,0.0073534509448411,0.0003527040669467,0.0112277265969239,0.0038821568744239,0.0129983622749288
200,0.2,8424,random,rpy+ref1,0.00045709547869,6374,3.318448554510677e-14,fine,3.919617358854492,10.986180502366874,0.0660030425902772,7.8740481671348945,4.304488758182131,12.457776907043046
200,0.2,8424,random,rpy+ref2,0.00045709547869,6374,3.318448554510677e-14,fine,4.921699455555044,13.57841947962322,0.9332108833993576,8.707025590826092,5.265399482108391,11.642312127439332
200,0.2,8424,random,rpy+full,0.00045709547869,6374,3.318448554510677e-14,fine,3.6527486599397823,10.122780837687817,0.588558221350434,7.620515767316677,4.047015282440349,8.357692319394681
200,0.2,8424,random,sd_minf,0.00045709547869,6374,3.318448554510677e-14,fine,3.652748659940052,10.122780837688246,0.588558221351274,7.620515767316601,4.047015282440566,8.357692319390244
