backend,n,step,t,far_ms,nsearch_ms,self2b_ms,nbody_ms,overall_near_ms,total_gpu_ms,near_pairs,wall_ms,z_std,bbox_vol,gpu,git_sha
warp,1047968,35,0.35,285.363,2.318,26.205,141.486,170.289,456.471,19658196,456.528,222.011,151428512.0,NVIDIA H200,ac78eb4
warp,1047968,36,0.36,286.647,2.268,26.283,141.996,170.81,458.245,19723592,458.304,221.414,153274960.0,NVIDIA H200,ac78eb4
warp,1047968,37,0.37,290.076,2.273,26.363,142.494,171.393,462.242,19794846,462.302,220.839,155317520.0,NVIDIA H200,ac78eb4
warp,1047968,38,0.38,296.148,2.292,26.5,142.954,172.009,468.955,19864852,469.013,220.288,157479232.0,NVIDIA H200,ac78eb4
warp,1047968,39,0.39,296.058,2.682,26.616,143.399,173.056,471.109,19928920,471.17,219.764,159762832.0,NVIDIA H200,ac78eb4
warp,1047968,40,0.4,298.264,2.357,26.655,143.801,173.082,472.121,19988496,472.18,219.27,162181472.0,NVIDIA H200,ac78eb4
warp,1047968,41,0.41,295.627,2.273,26.704,144.113,173.355,469.776,20044138,469.835,218.808,164761696.0,NVIDIA H200,ac78eb4
warp,1047968,42,0.42,299.555,2.29,26.803,144.545,173.913,474.253,20095016,474.311,218.381,167475184.0,NVIDIA H200,ac78eb4
warp,1047968,43,0.43,300.709,2.565,26.936,144.828,174.683,476.442,20138082,476.516,217.993,170187072.0,NVIDIA H200,ac78eb4
warp,1047968,44,0.44,299.238,2.298,26.845,145.088,174.492,474.534,20181460,474.596,217.645,173081536.0,NVIDIA H200,ac78eb4
warp,1047968,45,0.45,297.444,2.303,26.937,145.344,174.847,473.108,20221186,473.166,217.34,176103296.0,NVIDIA H200,ac78eb4
warp,1047968,46,0.46,294.847,2.291,26.946,145.534,175.033,470.693,20249974,470.752,217.082,179168480.0,NVIDIA H200,ac78eb4
warp,1047968,47,0.47,292.606,2.393,27.04,145.777,175.49,468.92,20268384,468.98,216.873,182324096.0,NVIDIA H200,ac78eb4
warp,1047968,48,0.48,289.196,2.306,26.937,145.644,175.154,465.124,20273106,465.183,216.715,185417968.0,NVIDIA H200,ac78eb4
warp,1047968,49,0.49,283.535,2.312,26.971,145.644,175.19,460.03,20272686,460.088,216.612,188439152.0,NVIDIA H200,ac78eb4
warp,1047968,50,0.5,280.852,2.391,27.052,145.663,175.372,457.012,20270812,457.071,216.565,191375856.0,NVIDIA H200,ac78eb4
warp,1047968,51,0.51,273.406,2.339,26.972,145.665,175.25,449.464,20267884,449.525,216.578,194516416.0,NVIDIA H200,ac78eb4
warp,1047968,52,0.52,266.803,2.319,27.012,145.525,175.119,442.718,20259312,442.783,216.653,198088016.0,NVIDIA H200,ac78eb4
warp,1047968,53,0.53,260.688,2.338,26.907,145.338,174.856,436.346,20246802,436.413,216.792,201559744.0,NVIDIA H200,ac78eb4
warp,1047968,54,0.54,258.054,2.432,26.926,145.288,174.92,433.757,20228432,433.816,216.997,204916656.0,NVIDIA H200,ac78eb4
warp,1047968,55,0.55,253.345,2.421,26.947,145.141,174.778,428.968,20209552,429.027,217.271,208148656.0,NVIDIA H200,ac78eb4
warp,1047968,56,0.56,251.947,2.362,26.911,144.974,174.512,427.253,20189936,427.312,217.616,212001280.0,NVIDIA H200,ac78eb4
warp,1047968,57,0.57,246.702,2.36,26.842,144.737,174.204,421.688,20163886,421.747,218.033,215942160.0,NVIDIA H200,ac78eb4
warp,1047968,58,0.58,246.593,2.414,26.81,144.579,174.071,421.434,20139476,421.493,218.523,219739344.0,NVIDIA H200,ac78eb4
warp,1047968,59,0.59,245.235,2.387,26.773,144.398,173.824,420.34,20115232,420.4,219.09,223373936.0,NVIDIA H200,ac78eb4
warp,1047968,60,0.6,248.231,2.489,26.782,144.466,174.07,423.39,20095232,423.457,219.733,226896224.0,NVIDIA H200,ac78eb4
warp,1047968,61,0.61,248.697,2.559,26.8,144.117,173.784,423.431,20073176,423.491,220.455,230998512.0,NVIDIA H200,ac78eb4
warp,1047968,62,0.62,253.13,2.458,26.738,143.916,173.371,427.392,20046210,427.451,221.256,234914720.0,NVIDIA H200,ac78eb4
warp,1047968,63,0.63,254.791,2.452,26.68,143.73,173.134,428.8,20019450,428.86,222.137,238628976.0,NVIDIA H200,ac78eb4
warp,1047968,64,0.64,258.788,2.446,26.61,143.542,172.864,432.49,19994670,432.549,223.099,242607360.0,NVIDIA H200,ac78eb4
warp,1047968,65,0.65,262.873,2.464,26.549,143.432,172.715,436.441,19969930,436.501,224.142,246858592.0,NVIDIA H200,ac78eb4
warp,1047968,66,0.66,264.296,2.771,26.644,143.334,173.098,438.487,19948112,438.562,225.267,250885904.0,NVIDIA H200,ac78eb4
warp,1047968,67,0.67,270.916,2.498,26.49,143.108,172.358,444.126,19918270,444.188,226.473,254676144.0,NVIDIA H200,ac78eb4
warp,1047968,68,0.68,273.982,2.467,26.427,142.886,172.045,446.821,19877752,446.878,227.76,258732016.0,NVIDIA H200,ac78eb4
warp,1047968,69,0.69,281.694,2.464,26.455,142.5,171.693,454.698,19834538,454.756,229.129,262644192.0,NVIDIA H200,ac78eb4
warp,1047968,70,0.7,285.345,2.537,26.331,142.203,171.334,457.462,19790978,457.519,230.58,266862544.0,NVIDIA H200,ac78eb4
warp,1047968,71,0.71,290.769,2.471,26.289,142.044,171.077,462.645,19754198,462.705,232.11,271465952.0,NVIDIA H200,ac78eb4
warp,1047968,72,0.72,293.801,2.512,26.314,141.763,170.879,465.476,19731052,465.536,233.721,275795392.0,NVIDIA H200,ac78eb4
warp,1047968,73,0.73,298.211,2.45,26.233,141.72,170.666,469.668,19716846,469.727,235.411,279838624.0,NVIDIA H200,ac78eb4
warp,1047968,74,0.74,304.609,2.448,26.249,141.737,170.696,476.121,19714754,476.18,237.18,284122784.0,NVIDIA H200,ac78eb4
warp,1047968,75,0.75,312.149,2.461,26.282,141.789,170.797,483.74,19721338,483.797,239.026,288559008.0,NVIDIA H200,ac78eb4
warp,1047968,76,0.76,320.561,2.442,26.308,141.869,170.885,492.231,19735434,492.29,240.948,293181312.0,NVIDIA H200,ac78eb4
warp,1047968,77,0.77,321.349,2.464,26.308,141.92,170.955,493.091,19751084,493.15,242.946,297492192.0,NVIDIA H200,ac78eb4
warp,1047968,78,0.78,331.536,2.465,26.266,142.061,171.056,503.373,19767922,503.431,245.019,301519296.0,NVIDIA H200,ac78eb4
warp,1047968,79,0.79,336.044,2.445,26.357,142.141,171.216,508.573,19781776,508.633,247.164,306074496.0,NVIDIA H200,ac78eb4
warp,1047968,80,0.8,344.946,2.518,26.333,142.249,171.366,517.087,19791018,517.145,249.382,310348800.0,NVIDIA H200,ac78eb4
warp,1047968,81,0.81,351.427,2.485,26.363,142.312,171.432,523.692,19796682,523.751,251.669,314371360.0,NVIDIA H200,ac78eb4
warp,1047968,82,0.82,357.101,2.455,26.364,142.339,171.425,529.318,19799662,529.376,254.026,319002816.0,NVIDIA H200,ac78eb4
warp,1047968,83,0.83,362.8,2.462,26.412,142.327,171.464,535.066,19797904,535.124,256.451,323293568.0,NVIDIA H200,ac78eb4
warp,1047968,84,0.84,369.463,2.528,26.387,142.336,171.52,541.764,19797782,541.822,258.942,327278848.0,NVIDIA H200,ac78eb4
warp,1047968,85,0.85,377.132,2.459,26.336,142.26,171.318,549.257,19797040,549.316,261.498,331965888.0,NVIDIA H200,ac78eb4
warp,1047968,86,0.86,385.271,2.492,26.337,142.32,171.415,557.474,19793400,557.534,264.117,336358720.0,NVIDIA H200,ac78eb4
warp,1047968,87,0.87,391.584,2.891,26.448,142.327,172.017,564.731,19788848,564.795,266.799,340550080.0,NVIDIA H200,ac78eb4
warp,1047968,88,0.88,400.42,2.516,26.372,142.236,171.39,572.632,19785006,572.691,269.54,345328160.0,NVIDIA H200,ac78eb4
warp,1047968,89,0.89,406.465,2.518,26.303,142.206,171.292,579.81,19780916,579.869,272.341,349736224.0,NVIDIA H200,ac78eb4
warp,1047968,90,0.9,414.451,2.596,26.335,142.173,171.372,586.621,19773174,586.679,275.2,353764608.0,NVIDIA H200,ac78eb4
warp,1047968,91,0.91,421.309,2.515,26.371,142.167,171.323,593.426,19765294,593.485,278.114,357615680.0,NVIDIA H200,ac78eb4
warp,1047968,92,0.92,430.524,2.804,26.436,142.1,171.689,603.252,19758704,603.328,281.083,362318368.0,NVIDIA H200,ac78eb4
warp,1047968,93,0.93,438.426,2.531,26.328,142.06,171.18,610.385,19751086,610.449,284.106,366651264.0,NVIDIA H200,ac78eb4
warp,1047968,94,0.94,447.314,2.51,26.251,142.014,171.034,619.119,19745376,619.176,287.18,370627232.0,NVIDIA H200,ac78eb4
warp,1047968,95,0.95,456.152,2.547,26.292,142.104,171.209,628.141,19744178,628.2,290.304,374292736.0,NVIDIA H200,ac78eb4
warp,1047968,96,0.96,460.814,2.54,26.298,142.044,171.153,632.752,19744768,632.81,293.477,378484512.0,NVIDIA H200,ac78eb4
warp,1047968,97,0.97,469.726,2.607,26.317,142.002,171.201,641.739,19746546,641.806,296.698,382978496.0,NVIDIA H200,ac78eb4
warp,1047968,98,0.98,480.082,2.53,26.338,142.051,171.181,652.04,19747466,652.099,299.965,387114080.0,NVIDIA H200,ac78eb4
warp,1047968,99,0.99,487.058,2.557,26.246,141.986,171.06,658.883,19742934,658.942,303.276,390909440.0,NVIDIA H200,ac78eb4
warp,1047968,100,1.0,493.919,2.582,26.255,142.025,171.126,665.832,19739880,665.892,306.631,394548288.0,NVIDIA H200,ac78eb4
warp,1047968,101,1.01,505.521,2.522,26.207,141.943,170.936,677.231,19734896,677.291,310.028,398919712.0,NVIDIA H200,ac78eb4
warp,1047968,102,1.02,508.36,2.551,26.302,141.881,171.0,680.154,19731284,680.211,313.466,403273920.0,NVIDIA H200,ac78eb4
warp,1047968,103,1.03,516.737,2.525,26.266,141.881,170.945,688.462,19728292,688.522,316.943,407262624.0,NVIDIA H200,ac78eb4
warp,1047968,104,1.04,527.184,2.521,26.242,141.82,170.847,698.812,19723008,698.871,320.459,410936640.0,NVIDIA H200,ac78eb4
warp,1047968,105,1.05,537.425,2.529,26.282,141.842,170.918,709.121,19725734,709.18,324.012,414423712.0,NVIDIA H200,ac78eb4
warp,1047968,106,1.06,549.839,2.579,26.284,141.966,171.104,721.76,19739622,721.822,327.601,417804736.0,NVIDIA H200,ac78eb4
warp,1047968,107,1.07,553.507,2.526,26.265,142.061,171.113,725.413,19760190,725.474,331.225,422037280.0,NVIDIA H200,ac78eb4
warp,1047968,108,1.08,567.104,2.529,26.331,142.209,171.332,739.224,19781180,739.284,334.882,426182240.0,NVIDIA H200,ac78eb4
warp,1047968,109,1.09,576.776,2.518,26.308,142.345,171.448,748.987,19795506,749.048,338.573,429943392.0,NVIDIA H200,ac78eb4
warp,1047968,110,1.1,586.192,3.088,26.336,142.455,172.146,759.135,19805208,759.196,342.294,433414208.0,NVIDIA H200,ac78eb4
warp,1047968,111,1.11,600.376,2.586,26.376,143.37,172.637,774.009,19808584,774.075,346.047,436790688.0,NVIDIA H200,ac78eb4
warp,1047968,112,1.12,613.59,2.657,26.395,142.401,171.737,786.246,19800548,786.309,349.829,440275360.0,NVIDIA H200,ac78eb4
warp,1047968,113,1.13,619.906,2.646,26.32,142.29,171.528,792.297,19782340,792.357,353.641,443545024.0,NVIDIA H200,ac78eb4
warp,1047968,114,1.14,632.106,2.629,26.268,142.125,171.291,804.27,19754438,804.329,357.48,447592704.0,NVIDIA H200,ac78eb4
warp,1047968,115,1.15,645.933,2.671,26.315,141.88,171.144,817.923,19718028,817.99,361.347,451448064.0,NVIDIA H200,ac78eb4
warp,1047968,116,1.16,655.066,2.664,26.485,141.677,171.135,827.046,19680332,827.123,365.241,455086848.0,NVIDIA H200,ac78eb4
warp,1047968,117,1.17,667.775,2.749,26.252,141.372,170.66,839.287,19641776,839.355,369.16,458412448.0,NVIDIA H200,ac78eb4
warp,1047968,118,1.18,675.677,2.641,26.09,141.143,170.138,846.599,19606680,846.659,373.105,461681088.0,NVIDIA H200,ac78eb4
warp,1047968,119,1.19,684.341,2.679,26.029,140.881,169.859,854.979,19572510,855.039,377.075,465003456.0,NVIDIA H200,ac78eb4
warp,1047968,120,1.2,698.761,3.366,26.005,140.651,170.289,869.839,19538174,869.911,381.069,468256576.0,NVIDIA H200,ac78eb4
warp,1047968,121,1.21,709.541,2.808,26.012,140.475,169.574,879.934,19504056,879.997,385.087,471398464.0,NVIDIA H200,ac78eb4
warp,1047968,122,1.22,718.284,2.688,25.971,140.324,169.245,888.315,19474840,888.375,389.128,474613536.0,NVIDIA H200,ac78eb4
warp,1047968,123,1.23,730.62,2.697,25.845,140.045,168.853,900.266,19449172,900.325,393.193,478404032.0,NVIDIA H200,ac78eb4
warp,1047968,124,1.24,740.406,2.659,25.858,139.981,168.765,909.968,19427742,910.029,397.28,481996352.0,NVIDIA H200,ac78eb4
warp,1047968,125,1.25,752.693,2.683,25.835,139.898,168.692,922.183,19414448,922.245,401.389,485302016.0,NVIDIA H200,ac78eb4
warp,1047968,126,1.26,765.375,2.695,25.858,139.76,168.58,934.753,19403088,934.814,405.521,488439552.0,NVIDIA H200,ac78eb4
warp,1047968,127,1.27,780.348,2.656,25.841,139.68,168.439,949.57,19388190,949.632,409.674,491698656.0,NVIDIA H200,ac78eb4
warp,1047968,128,1.28,794.245,2.664,25.826,139.477,168.234,963.25,19366038,963.312,413.849,494748192.0,NVIDIA H200,ac78eb4
warp,1047968,129,1.29,807.046,2.645,25.711,139.257,167.878,975.69,19338696,975.752,418.046,497778368.0,NVIDIA H200,ac78eb4
warp,1047968,130,1.3,815.916,3.284,25.775,139.068,168.411,985.165,19305900,985.228,422.264,501163008.0,NVIDIA H200,ac78eb4
warp,1047968,131,1.31,826.717,2.703,25.649,138.853,167.469,994.983,19271174,995.043,426.504,504349696.0,NVIDIA H200,ac78eb4
warp,1047968,132,1.32,846.573,2.703,25.657,138.532,167.155,1014.515,19234902,1014.574,430.764,507472000.0,NVIDIA H200,ac78eb4
warp,1047968,133,1.33,855.461,2.693,25.608,138.321,166.882,1023.128,19198562,1023.189,435.046,510561568.0,NVIDIA H200,ac78eb4
warp,1047968,134,1.34,864.276,2.685,25.55,138.055,166.558,1031.624,19158626,1031.684,439.349,513888608.0,NVIDIA H200,ac78eb4
warp,1047968,135,1.35,869.455,3.109,25.534,137.768,166.774,1037.382,19120052,1037.447,443.673,517233184.0,NVIDIA H200,ac78eb4
warp,1047968,136,1.36,879.443,2.72,25.492,137.47,165.943,1046.187,19080072,1046.251,448.018,520503424.0,NVIDIA H200,ac78eb4
warp,1047968,137,1.37,886.854,2.727,25.428,137.257,165.675,1053.324,19042718,1053.385,452.384,523721760.0,NVIDIA H200,ac78eb4
warp,1047968,138,1.38,898.219,2.692,25.35,137.034,165.339,1064.35,19008304,1064.411,456.771,526951104.0,NVIDIA H200,ac78eb4
warp,1047968,139,1.39,902.076,2.692,25.355,136.805,165.115,1067.979,18981706,1068.039,461.179,530004192.0,NVIDIA H200,ac78eb4
warp,1047968,140,1.4,913.194,3.852,25.375,136.614,166.191,1080.395,18958554,1080.467,465.608,533202080.0,NVIDIA H200,ac78eb4
warp,1047968,141,1.41,928.212,2.773,25.203,136.475,164.721,1093.712,18933982,1093.776,470.058,536516480.0,NVIDIA H200,ac78eb4
warp,1047968,142,1.42,939.899,2.692,25.228,136.306,164.495,1105.188,18911556,1105.249,474.529,539935680.0,NVIDIA H200,ac78eb4
warp,1047968,143,1.43,950.798,2.746,25.2,136.181,164.396,1115.995,18890112,1116.057,479.02,543272256.0,NVIDIA H200,ac78eb4
warp,1047968,144,1.44,966.419,2.796,25.189,136.066,164.331,1131.555,18869952,1131.616,483.532,546672896.0,NVIDIA H200,ac78eb4
warp,1047968,145,1.45,978.492,2.853,25.204,135.892,164.222,1143.517,18855360,1143.579,488.065,550249216.0,NVIDIA H200,ac78eb4
warp,1047968,146,1.46,987.659,2.816,25.152,135.823,164.057,1152.506,18844518,1152.569,492.619,553800704.0,NVIDIA H200,ac78eb4
warp,1047968,147,1.47,994.595,2.817,25.156,135.86,164.097,1159.503,18840766,1159.566,497.193,557323200.0,NVIDIA H200,ac78eb4
warp,1047968,148,1.48,1006.07,2.832,25.211,135.905,164.212,1171.071,18841610,1171.132,501.788,561213632.0,NVIDIA H200,ac78eb4
warp,1047968,149,1.49,1025.183,2.822,25.139,135.932,164.16,1190.153,18846298,1190.216,506.404,565041344.0,NVIDIA H200,ac78eb4
