n,mac,max_leaf,pdeg,fp32_level,two_body_chunk,pair_chunk,backend,gpu,t,wall_s,far_ms,nsearch_ms,self2b_ms,nbody_ms,overall_near_ms,total_gpu_ms,near_pairs,peak_alloc_mb,peak_total_mb
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.0,2.6424,345.521,10.387,748.622,1535.524,2295.506,2642.205,21166894.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.01,2.6016,356.448,12.0,657.439,1573.598,2243.831,2601.261,21469804.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.02,2.6447,366.457,11.833,669.856,1594.522,2276.994,2644.417,21835282.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.03,2.6669,367.305,11.977,675.376,1610.145,2298.281,2666.557,22042160.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.04,2.6804,373.496,12.594,677.002,1615.13,2305.617,2680.108,22085560.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.05,2.6559,369.177,12.0,670.934,1601.719,2285.432,2655.548,21883840.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.06,2.633,377.111,12.122,670.854,1570.697,2254.468,2632.58,21663010.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.07,2.6445,366.325,12.045,682.227,1581.728,2276.879,2644.176,21463448.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.08,2.5917,379.494,11.825,650.983,1546.988,2210.567,2591.407,21241720.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.09,2.5675,367.091,12.152,649.75,1536.378,2199.047,2567.132,21088892.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.1,2.5562,361.872,11.641,633.426,1547.253,2193.085,2556.048,21056956.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.11,2.5739,372.877,11.792,652.467,1534.661,2199.699,2573.587,21098576.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.12,2.5988,362.756,11.759,667.906,1554.222,2234.737,2598.451,21163770.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.13,2.5992,375.202,11.817,651.49,1558.676,2222.752,2598.886,21214326.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.14,2.5929,374.388,11.756,658.904,1545.681,2217.123,2592.523,21223840.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.15,2.5966,371.37,11.923,650.985,1560.264,2223.954,2596.273,21201438.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.16,2.5979,385.087,11.716,649.948,1549.042,2211.489,2597.561,21147054.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.17,2.5904,375.382,12.022,647.421,1553.479,2213.719,2590.09,21049580.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.18,2.5925,390.246,11.637,643.964,1544.082,2200.464,2592.214,20911466.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.19,2.5549,383.69,11.815,646.002,1511.096,2169.685,2554.379,20747988.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.2,2.5152,378.37,11.549,625.222,1497.918,2135.473,2515.017,20568028.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.21,2.5147,380.275,12.105,629.635,1490.551,2133.071,2514.406,20385222.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.22,2.5286,373.591,11.432,645.686,1495.674,2153.627,2528.209,20206844.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.23,2.5231,387.096,11.996,642.519,1479.364,2134.706,2522.761,20036024.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.24,2.4868,392.491,11.924,608.471,1471.908,2093.043,2486.452,19874700.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.25,2.4582,384.883,11.756,611.918,1447.6,2072.016,2457.877,19727526.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.26,2.4659,381.494,11.528,627.292,1443.429,2083.043,2465.543,19596546.0,2579.99,
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.27,2.4464,392.034,11.668,596.852,1443.856,2053.094,2446.064,19489902.0,2579.99,
