n,mac,max_leaf,pdeg,fp32_level,two_body_chunk,pair_chunk,backend,gpu,t,wall_s,far_ms,nsearch_ms,self2b_ms,nbody_ms,overall_near_ms,total_gpu_ms,near_pairs,peak_alloc_mb,peak_total_mb
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.0,2.6041,342.523,10.843,671.392,1559.014,2242.087,2603.688,21166894.0,2579.99,3724.0
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.01,2.6146,359.272,11.989,662.123,1560.469,2235.356,2614.209,21469806.0,2579.99,3724.0
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.02,2.6604,360.948,12.49,675.998,1587.729,2276.993,2659.953,21835280.0,2579.99,3724.0
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.03,2.7071,359.427,12.024,693.338,1620.834,2327.05,2706.67,22042158.0,2579.99,3724.0
1047968,0.8,512,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.04,2.6835,361.099,12.267,681.928,1608.97,2303.949,2683.146,22085554.0,2579.99,3724.0
