n,mac,max_leaf,pdeg,fp32_level,two_body_chunk,pair_chunk,backend,gpu,t,wall_s,far_ms,nsearch_ms,self2b_ms,nbody_ms,overall_near_ms,total_gpu_ms,near_pairs,peak_alloc_mb,peak_total_mb
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.0,2.5177,355.389,10.289,633.361,1516.58,2160.973,2517.285,21166894.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.01,2.5697,365.755,11.986,649.657,1539.754,2202.18,2569.342,21469804.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.02,2.6504,374.443,11.879,692.214,1569.855,2274.704,2650.078,21835284.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.03,2.6427,379.715,11.704,664.003,1585.25,2261.706,2642.374,22042150.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.04,2.6412,372.003,11.683,668.514,1586.937,2267.921,2640.894,22085568.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.05,2.6219,374.485,12.063,661.506,1571.879,2246.197,2621.601,21883832.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.06,2.5985,371.415,11.809,654.253,1559.045,2225.855,2598.191,21663056.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.07,2.5865,373.305,11.582,649.989,1549.59,2211.89,2586.134,21463438.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.08,2.5627,371.273,11.615,647.004,1530.742,2190.089,2562.293,21241748.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.09,2.5556,375.424,11.832,639.657,1526.685,2178.907,2555.258,21088918.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.1,2.5605,380.492,11.512,637.282,1529.248,2178.776,2560.178,21056954.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.11,2.5585,373.624,11.809,640.339,1530.253,2183.133,2558.176,21098580.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.12,2.5702,376.651,11.684,644.934,1534.909,2192.265,2569.851,21163758.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.13,2.5821,382.214,11.796,644.875,1541.127,2198.56,2581.736,21214346.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.14,2.5813,379.886,11.753,647.523,1540.102,2200.137,2580.991,21223822.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.15,2.5751,377.768,11.748,644.735,1538.754,2196.004,2574.726,21201470.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.16,2.5808,386.406,11.804,644.447,1536.086,2193.134,2580.491,21147010.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.17,2.5794,388.759,11.608,642.695,1534.318,2189.373,2579.071,21049614.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.18,2.5929,391.728,11.52,658.339,1529.301,2199.907,2592.581,20911454.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.19,2.555,392.821,11.333,632.139,1516.662,2160.873,2554.624,20747954.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.2,2.5412,391.129,11.532,627.206,1509.307,2148.784,2540.84,20568014.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.21,2.5137,385.694,11.385,623.643,1490.469,2126.233,2513.322,20385248.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.22,2.5024,393.714,11.479,616.548,1478.077,2106.903,2501.973,20206864.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.23,2.4723,390.048,11.711,616.043,1452.223,2080.727,2471.91,20036088.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.24,2.478,377.142,11.675,632.654,1454.368,2099.511,2477.631,19874732.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.25,2.4489,386.4,11.618,607.257,1441.515,2061.111,2448.522,19727580.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.26,2.4551,378.276,11.26,626.358,1437.051,2075.448,2454.699,19596584.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.27,2.4373,390.653,11.488,600.69,1432.465,2045.353,2436.981,19489918.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.28,2.4308,401.872,11.272,591.43,1423.996,2027.462,2430.477,19411306.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.29,2.4224,388.04,11.225,597.72,1423.291,2032.995,2422.026,19373322.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.3,2.4283,400.175,11.188,604.653,1410.238,2026.784,2427.929,19378828.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.31,2.4307,385.744,11.06,607.297,1424.455,2043.587,2430.286,19414118.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.32,2.438,409.3,11.684,597.927,1416.969,2027.284,2437.62,19461514.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.33,2.4586,386.49,11.011,625.506,1433.271,2070.587,2458.231,19515138.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.34,2.4437,403.184,11.476,598.938,1427.97,2039.089,2443.333,19572128.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.35,2.4534,392.264,11.547,604.924,1442.597,2059.785,2453.036,19631864.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.36,2.4557,401.489,11.21,606.257,1434.633,2052.811,2455.312,19690288.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.37,2.4585,381.126,11.623,611.545,1452.155,2076.068,2458.167,19753244.0,2579.99,
