n,mac,max_leaf,pdeg,fp32_level,two_body_chunk,pair_chunk,backend,gpu,t,wall_s,far_ms,nsearch_ms,self2b_ms,nbody_ms,overall_near_ms,total_gpu_ms,near_pairs,peak_alloc_mb,peak_total_mb
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.38,2.4996,393.911,11.191,636.955,1455.526,2104.388,2499.259,19821526.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.39,2.476,400.316,11.543,615.62,1446.332,2074.247,2475.611,19886008.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.4,2.4798,391.533,11.524,612.236,1462.25,2086.778,2479.39,19943136.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.41,2.5113,388.007,11.334,639.815,1469.93,2121.905,2510.878,19996808.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.42,2.507,405.825,11.415,615.305,1472.358,2099.823,2506.645,20047422.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.43,2.4997,402.075,11.775,624.009,1459.646,2096.178,2499.309,20089480.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.44,2.5291,396.037,11.461,638.004,1481.362,2131.678,2528.721,20126112.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.45,2.509,398.253,11.98,630.894,1465.678,2109.327,2508.652,20161526.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.46,2.5263,396.035,11.166,632.444,1484.311,2128.773,2525.91,20189098.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.47,2.5113,397.961,11.76,623.638,1475.792,2111.933,2510.944,20207546.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.48,2.5197,391.076,11.542,624.239,1490.68,2127.199,2519.29,20218306.0,2579.99,
1047968,0.8,1024,7,3,4000000,2000000,widebvh,NVIDIA GeForce RTX 4060 Laptop GPU,0.49,2.5191,409.586,11.418,621.252,1474.699,2108.138,2518.777,20220784.0,2579.99,
